SpellID,SpellName,SpellCasts,SpellFound,SpellFoundPercent,KillingBlowCount,AssistingBlowCount,KillingBlowPercent,AssistingBlowPercent,NPCName
333629,Shoot,686,64,96.96969696969697,2,17,0.33444816053511706,1.1463250168577208,
320358,Awaken Creation,160,61,92.42424242424242,0,0,0.0,0.0,
320359,Escape,144,61,92.42424242424242,0,0,0.0,0.0,
461895,Unstable Power,4262,17,25.757575757575758,0,0,0.0,0.0,NPC Name Not Found
461904,Cosmic Ascension,488,17,25.757575757575758,0,0,0.0,0.0,NPC Name Not Found
320464,Shadow Well,656,56,84.84848484848484,0,0,0.0,0.0,NPC Name Not Found
327127,Repair Flesh,308,56,84.84848484848484,0,0,0.0,0.0,NPC Name Not Found
324394,Shatter,45,16,24.242424242424242,6,12,1.0033444816053512,0.8091706001348618,
324381,Chill Scythe,35,15,22.727272727272727,6,12,1.0033444816053512,0.8091706001348618,
324372,Reaping Winds,36,15,22.727272727272727,0,0,0.0,0.0,
324387,Frigid Spikes,44,13,19.696969696969695,0,0,0.0,0.0,
322756,Wrath of Zolramus,47,17,25.757575757575758,0,0,0.0,0.0,
461870,Xal'atath's Bargain,53,53,80.3030303030303,0,0,0.0,0.0,NPC Name Not Found
320336,Frostbolt,215,45,68.18181818181817,7,18,1.1705685618729096,1.2137559002022926,
323347,Clinging Darkness,24,18,27.27272727272727,0,3,0.0,0.20229265003371544,
462508,Dark Prayer,506,25,37.878787878787875,0,0,0.0,0.0,NPC Name Not Found
462828,Xal'atath's Bargain: Voidbound,471,23,34.84848484848485,0,0,0.0,0.0,NPC Name Not Found
320822,Final Bargain,55,44,66.66666666666666,0,0,0.0,0.0,
320839,Enfeeble,17,15,22.727272727272727,0,0,0.0,0.0,
320631,Carrion Eruption,24,11,16.666666666666664,18,42,3.0100334448160537,2.832097100472016,
224729,Bursting Shot,27,5,7.575757575757576,0,0,0.0,0.0,NPC Name Not Found
321258,Final Harvest,23,6,9.090909090909092,28,62,4.682274247491638,4.180714767363453,NPC Name Not Found
