GUID,Description,Guild,Owner,Visibility,UploadedAsEpoch,UploadedAsDateTime,DurationAsEpoch,DurationAsTime
b4Z2T9dmQc8Ykjpg,Mythic+ Season 3,Personal Logs,Darragh,Public,1754250996,"August 3, 2025 9:56 PM",000010365550,3 hours
ByCGrdDnYKmjVwcR,Mythic+ Season 3,Personal Logs,Yegu,Public,1754249650,"August 3, 2025 9:34 PM",000024717262,7 hours
F3k2Pz4xg8rNCmfJ,m+ ptr sunday 03/08,Personal Logs,TomElvis,Public,1754245230,"August 3, 2025 8:20 PM",000017147616,5 hours
aBmHMbpF9VxhC68r,"17 Gambit, duo last boss",Personal Logs,Thorrack,Public,1754243577,"August 3, 2025 7:52 PM",000009246376,3 hours
cVMw7tmgdP9WaGNk,Mythic+ Season 3,Personal Logs,jajimentol,Public,1754243074,"August 3, 2025 7:44 PM",000001852143,31 minutes
Vj74HBa1XvkdhFRw,Mythic+ Season 3,Personal Logs,rappr,Public,1754231490,"August 3, 2025 4:31 PM",000001814498,30 minutes
x7M196GAK2Xk3Ymj,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754225955,"August 3, 2025 2:59 PM",000010558550,3 hours
HAfygx7MXVY3BKTk,250803 GMBT +15 BM,Personal Logs,Umbrellas,Public,1754224911,"August 3, 2025 2:41 PM",000004765229,an hour
VPTdALC1mRtMFjHw,ptr rsham sunday,Reckoning,Watchouteep,Public,1754221130,"August 3, 2025 1:38 PM",000011278861,3 hours
LtdP42vXgqGaYkyz,ptr blasters,Personal Logs,Deibe,Public,1754219786,"August 3, 2025 1:16 PM",000004441671,an hour
fkZLgncHNG2haQw1,Mythic+ Season 3,Personal Logs,lgp0509csu,Public,1754219247,"August 3, 2025 1:07 PM",000013734873,4 hours
xgK43aGd6Df8t9mh,18hong tu,Personal Logs,美团搜担担面,Public,1754216196,"August 3, 2025 12:16 PM",000009288169,3 hours
FjAfY3G6whQmgrT4,Mythic+ Season 3,Personal Logs,EV0luti0nz,Public,1754215807,"August 3, 2025 12:10 PM",000011087179,3 hours
VHvBTzaqC2fdXbtQ,Mythic+ Season 3,Personal Logs,EV0luti0nz,Public,1754215450,"August 3, 2025 12:04 PM",000007227025,2 hours
M9XdxCQj1PR4Jtcg,18hong tu,Personal Logs,美团搜担担面,Public,1754210539,"August 3, 2025 10:42 AM",000003681257,an hour
NxthQCgFr2DP4AjR,Mythic+ Season 3,Personal Logs,porlix,Public,1754210263,"August 3, 2025 10:37 AM",000012844341,4 hours
F8fK21T7WJjnvV9N,Mythic+ Season 3,Personal Logs,Voidmend,Public,1754205095,"August 3, 2025 9:11 AM",000008239983,2 hours
fhqWN2wLz7jgb4xr,Mythic+ Season 3,Personal Logs,Furinax Tribe,Public,1754203571,"August 3, 2025 8:46 AM",000003384592,an hour
hdn6HpBLWMbxmG49,Mythic+ Season 3,Personal Logs,Borrunir,Public,1754197321,"August 3, 2025 7:02 AM",000009590670,3 hours
CvF1N8yfYPWRMkjd,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1754194899,"August 3, 2025 6:21 AM",000038165533,11 hours
TkCxfbYQ8yR26wKW,14 eco,Personal Logs,Nice,Public,1754190087,"August 3, 2025 5:01 AM",000006435954,2 hours
vYk4GVcbLWHXx8qC,Mythic+ Season 3,Personal Logs,Fracasso,Public,1754190007,"August 3, 2025 5:00 AM",000025580130,7 hours
aR7pcVHB4zZhG29D,14 gambit,Personal Logs,Nice,Public,1754187516,"August 3, 2025 4:18 AM",000003866225,an hour
CRHKh6aqZtkLP1f4,Mythic+ Season 3,Personal Logs,Shadowdash,Public,1754187016,"August 3, 2025 4:10 AM",000013301884,4 hours
jD92nF6g37tcCapW,Mythic+ Season 3,Personal Logs,MioShimo,Public,1754184056,"August 3, 2025 3:20 AM",000007604576,2 hours
MyWrF6Tbpgzn1j7K,Mythic+ Season 3,Personal Logs,Yegu,Public,1754168260,"August 2, 2025 10:57 PM",000003386850,an hour
djLcQZHwtqN8WXRM,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754167322,"August 2, 2025 10:42 PM",000012170464,3 hours
g1XGKWmqthaMjQvN,Mythic+ Season 3,Personal Logs,Allakatter,Public,1754165088,"August 2, 2025 10:04 PM",000024355645,7 hours
p8mWCJr73DTdynNH,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1754160510,"August 2, 2025 8:48 PM",000033343083,9 hours
PaTzx6N9m8MH4pcQ,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754154153,"August 2, 2025 7:02 PM",000007929346,2 hours
Zf4FzY7PgyrBTbpC,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754154077,"August 2, 2025 7:01 PM",000007929346,2 hours
gpw7TN1LhtBD9ajv,17 Gambino,Personal Logs,Thorrack,Public,1754152882,"August 2, 2025 6:41 PM",000002074089,35 minutes
H1Jw74GhvgZcbYDK,m+ ptr saturday 02/08,Personal Logs,TomElvis,Public,1754152228,"August 2, 2025 6:30 PM",000010677734,3 hours
a2HCV7D1ArhgPvdf,DKT 17宏图17赎罪,Personal Logs,Windfire,Public,1754150976,"August 2, 2025 6:09 PM",000008481325,2 hours
HaxZ7A14jfn6TDzc,Mythic+ Season 3,Personal Logs,vadan,Public,1754150710,"August 2, 2025 6:05 PM",000019631520,5 hours
N2kcHGP1F4LhjBtA,ptr-keyos,Personal Logs,myrmaaj,Public,1754148417,"August 2, 2025 5:26 PM",000013027286,4 hours
pwWbkZLT137PrYCt,Mythic+ Season 3,Personal Logs,Arkanigth,Public,1754133643,"August 2, 2025 1:20 PM",000012038212,3 hours
zbc2Pdx6RCkpH4Xf,Mythic+ Season 3,Personal Logs,Arkanigth,Public,1754126011,"August 2, 2025 11:13 AM",000032429067,9 hours
ZyvAG8xCDmjRzhTN,Mythic+ Season 3,Personal Logs,Borrunir,Public,1754121200,"August 2, 2025 9:53 AM",000011877223,3 hours
Xp1bt2P7DhyYndrV,Mythic+ Season 3,Personal Logs,yoloswagginzbdf,Public,1754114657,"August 2, 2025 8:04 AM",000020959905,6 hours
VwLAP8dxKvNfrmTW,Mythic+ Season 3,Personal Logs,Saylar,Public,1754109044,"August 2, 2025 6:30 AM",000016850531,5 hours
zXTRHxmPM1NbnAgd,Mythic+ Season 3,Personal Logs,yoloswagginzbdf,Public,1754108534,"August 2, 2025 6:22 AM",000010551912,3 hours
hDpaqWcdMFC6mfYN,Mythic+ Season 3,Personal Logs,Voidmend,Public,1754107550,"August 2, 2025 6:05 AM",000004513573,an hour
2wRmB64JybnXzp7K,log friday,Personal Logs,Zorjeff,Public,1754095921,"August 2, 2025 2:52 AM",000039365651,11 hours
zg8YQPmtZJa6BTq3,Mythic+ Season 3,Personal Logs,BudoBoy07,Public,1754092010,"August 2, 2025 1:46 AM",000021904889,6 hours
1WtkVfKc7RGZLvAw,Mythic+ Season 3,Personal Logs,Shadowdash,Public,1754088636,"August 2, 2025 12:50 AM",000003437728,an hour
nkLfhcK2P4YzAtwN,16 Dawn Dotc,Personal Logs,Thorrack,Public,1754087414,"August 2, 2025 12:30 AM",000005948628,2 hours
1aW2kfvpMyNDwX3R,250802 GMBT +16 MM,Personal Logs,Umbrellas,Public,1754085560,"August 1, 2025 11:59 PM",000001700339,28 minutes
vA1LKrY4zngHtkXR,Mythic+ Season 3,Personal Logs,Xeoo,Public,1754084951,"August 1, 2025 11:49 PM",000011862746,3 hours
zH1QwjRPCL3tvKXm,Mythic+ Season 3,Personal Logs,Dillywow,Public,1754082320,"August 1, 2025 11:05 PM",000016913100,5 hours
mQV7TNGzDkxv2WMP,Mythic+ Season 3,Personal Logs,Dillywow,Public,1754077244,"August 1, 2025 9:40 PM",000010975693,3 hours
bQkDJLdGfNTXVzpB,Mythic+ Season 3,Personal Logs,Dillywow,Public,1754077200,"August 1, 2025 9:40 PM",000010975693,3 hours
h4pd2QLAz6tG8qgZ,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1754072230,"August 1, 2025 8:17 PM",000027937379,8 hours
VgnpXwtk3Q6MRLHc,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1754070578,"August 1, 2025 7:49 PM",000006656343,2 hours
3Wbt1RFq8LjpcNTv,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1754070435,"August 1, 2025 7:47 PM",000011694007,3 hours
V8ZLFDzjxfBJKN3c,Mythic+ Season 3,Personal Logs,Qiaoling,Public,1754066968,"August 1, 2025 6:49 PM",000033277318,9 hours
28zbhN9MqgJ4ypjV,Mythic+ Season 3,Personal Logs,vadan,Public,1754058637,"August 1, 2025 4:30 PM",000019182558,5 hours
1xACwnvpPGjTyf7D,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754054823,"August 1, 2025 3:27 PM",000007461336,2 hours
2PdpVtACXLknZWDj,Mythic+ Season 3,Personal Logs,Korrigard,Public,1754048577,"August 1, 2025 1:42 PM",000017174719,5 hours
ARJkzwjFvc163NWY,Mythic+ Season 3,Personal Logs,IceFresh,Public,1754034720,"August 1, 2025 9:52 AM",000003805788,an hour
xzdw7NPcv9nJj6mW,Mythic+ Season 3,Personal Logs,Borrunir,Public,1754034547,"August 1, 2025 9:49 AM",000010984815,3 hours
fMz3rTy2Ygxa68k9,DKT 16宏图,Personal Logs,Windfire,Public,1754028867,"August 1, 2025 8:14 AM",000003008627,an hour
g6tyvcahqDzH7dkM,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1754024154,"August 1, 2025 6:55 AM",000006819336,2 hours
c3GTHwP9jRAkfrpY,Mythic+ Season 3,Send it,PoohXanny,Public,1754023820,"August 1, 2025 6:50 AM",000007146260,2 hours
RN3gCHVmBrvakYj8,Gambit + Ara 14,Personal Logs,Shawnzx,Public,1754020649,"August 1, 2025 5:57 AM",000011465778,3 hours
BJmND37dkCA4apGb,key thurdsay,Personal Logs,Zorjeff,Public,1754010976,"August 1, 2025 3:16 AM",000035615700,10 hours
zTd7GABc1WHrwpRn,Mythic+ Season 3,Personal Logs,Oleneboi,Public,1754008809,"August 1, 2025 2:40 AM",000017454404,5 hours
pAnBtXchzVfqQK91,Cocoa,Personal Logs,Waalpen,Public,1754007173,"August 1, 2025 2:12 AM",000014201381,4 hours
8kNmzPMRT6Cyba9Q,Mythic+ Season 3,Chaotic Aftermath,mrbadman,Public,1754007165,"August 1, 2025 2:12 AM",000014209046,4 hours
4hxWQM1pGZCzgm9t,ShamanKeys,House of Dragons,Suwoop,Public,1754003296,"August 1, 2025 1:08 AM",000005906526,2 hours
btVDpjvwkA3PJf7N,ptr 31/07/2025,Personal Logs,Trinitehh,Public,1753996728,"July 31, 2025 11:18 PM",000012565774,3 hours
Kn6LC9dMj3PyFkHQ,Mythic+ Season 3,Personal Logs,Arkanigth,Public,1753989428,"July 31, 2025 9:17 PM",000020637377,6 hours
Qcx9W4gKrAFDwN8Y,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753987537,"July 31, 2025 8:45 PM",000156202320,2 days
qTmJD63hNLAgxz4v,DKT 16天街,Personal Logs,Windfire,Public,1753973261,"July 31, 2025 4:47 PM",000006850916,2 hours
JwWaA96mdxV1gXvY,Mythic+ Season 3,Personal Logs,Wordpudding,Public,1753958832,"July 31, 2025 12:47 PM",000007858571,2 hours
hPacVTK7j4nByzLW,Mythic+ Season 3,Personal Logs,브론즈사슴쟝,Public,1753953235,"July 31, 2025 11:13 AM",000020017726,6 hours
ZCNhYtQJ1kGcjXnz,Mythic+ Season 3,Personal Logs,Borrunir,Public,1753951869,"July 31, 2025 10:51 AM",000010036529,3 hours
AQdNM1hKfzFwabCt,DKT 17破晨17宏图,Personal Logs,Windfire,Public,1753951006,"July 31, 2025 10:36 AM",000004246479,an hour
Rcnfmt6vP9pbDBrw,Mythic+ Season 3,Personal Logs,Leamonde,Public,1753950560,"July 31, 2025 10:29 AM",000005302214,an hour
28QCMT3Rdpv6Pkft,Mythic+ Season 3,Personal Logs,Kartson,Public,1753943366,"July 31, 2025 8:29 AM",000017145868,5 hours
xRYLhZaH6gPD4Mf9,Mythic+ Season 3,Send it,PoohXanny,Public,1753934252,"July 31, 2025 5:57 AM",000127786310,a day
JR4xmHAP17cY93Kv,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1753933894,"July 31, 2025 5:51 AM",000040127795,11 hours
P8gq6GyLZFXDhYAN,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1753932289,"July 31, 2025 5:24 AM",000034565235,10 hours
ZyAK1YXpWj8HLFf3,Mythic+ Season 3,Personal Logs,ViviLouF,Public,1753930157,"July 31, 2025 4:49 AM",000022594089,6 hours
FCx7wBVgtjX1HGYm,log wednesday,Personal Logs,Zorjeff,Public,1753928160,"July 31, 2025 4:16 AM",000044028651,12 hours
LtTJqC8ZRG6FDQ2K,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753926789,"July 31, 2025 3:53 AM",000008939847,2 hours
Ty8D3k4m9nVvZX1f,.,Personal Logs,Suhh7,Public,1753925868,"July 31, 2025 3:37 AM",000003311626,an hour
KqYCbdJm9tzFALPR,Mythic+ Season 3,Personal Logs,JayZonday,Public,1753924133,"July 31, 2025 3:08 AM",000034393896,10 hours
RtbCDnK3wkFvf1Hm,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753923527,"July 31, 2025 2:58 AM",000005671158,2 hours
Dm4v6fyqFbYR9cMp,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753922132,"July 31, 2025 2:35 AM",000004284969,an hour
KhGtjFwZq9QWHvCy,Mythic+ Season 3,Personal Logs,AngryMidget,Public,1753915978,"July 31, 2025 12:52 AM",000002071960,35 minutes
62PDNRBYMvTFxVz8,Mythic+ Season 3,Personal Logs,Psifactor,Public,1753912181,"July 30, 2025 11:49 PM",000008686896,2 hours
Jd9h1kGy2Pcr8xvt,m+ ptr,Personal Logs,TomElvis,Public,1753911967,"July 30, 2025 11:46 PM",000011203256,3 hours
3DpMwyL6Hb4gqxJ9,Mythic+ Season 3,Personal Logs,rappr,Public,1753906828,"July 30, 2025 10:20 PM",000002381462,40 minutes
DaM6rYJ2gFd8CQkx,Mythic+ Season 3,Personal Logs,juticed,Public,1753906578,"July 30, 2025 10:16 PM",000024311839,7 hours
JxdaZj7y8t94kTGR,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1753902926,"July 30, 2025 9:15 PM",000005379618,an hour
byBKAg4r7G2WmdFY,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1753899809,"July 30, 2025 8:23 PM",000040025276,11 hours
x2LnJhQr3ydRjcgf,Mythic+ Season 3,Personal Logs,vadan,Public,1753897824,"July 30, 2025 7:50 PM",000010884361,3 hours
7FNHbm4M9Z3Cxgkp,Mythic+ Season 3,Personal Logs,Oleneboi,Public,1753895770,"July 30, 2025 7:16 PM",000014896935,4 hours
3ZJyXnMD2NV1RCvm,Mythic+ Season 3,Personal Logs,Zolur,Public,1753889556,"July 30, 2025 5:32 PM",000005039351,an hour
WkcxdbaZCpVRTQM8,Mythic+ Season 3,Personal Logs,rappr,Public,1753888998,"July 30, 2025 5:23 PM",000001567075,26 minutes
BX4RaphndC978yTG,Mythic+ Season 3,Personal Logs,vadan,Public,1753881688,"July 30, 2025 3:21 PM",000010525849,3 hours
FWP1jYGDQkZ3NMt9,16zha,Personal Logs,美团搜担担面,Public,1753869540,"July 30, 2025 11:59 AM",000006805869,2 hours
bkqZrzwLX8dpWgn6,Mythic+ Season 3,Personal Logs,Seleucía,Public,1753856752,"July 30, 2025 8:25 AM",000016682833,5 hours
3MAFRcYZVkxP2zQN,Mythic+ Season 3,Personal Logs,Tristin68,Public,1753852633,"July 30, 2025 7:17 AM",000013178535,4 hours
yKv31GLVzRd7Crcw,bad ptr keys part 3,Personal Logs,vaereth,Public,1753844917,"July 30, 2025 5:08 AM",000002711892,an hour
YvhVBJ7zcbN1xjrp,Mythic+ Season 3,Personal Logs,Dillywow,Public,1753841705,"July 30, 2025 4:15 AM",000004062899,an hour
z7RmdM8kfJVv6pjn,Mythic+ Season 3,Personal Logs,Dillywow,Public,1753841669,"July 30, 2025 4:14 AM",000004062899,an hour
rgqFD3JmXB8b2Af6,Mythic+ Season 3,Personal Logs,Tristin68,Public,1753835976,"July 30, 2025 2:39 AM",000005694414,2 hours
hRZFjBQmAHGdvanC,Mythic+ Season 3,Personal Logs,Darragh,Public,1753816940,"July 29, 2025 9:22 PM",000001579340,26 minutes
JwRAXNqz2436hx8B,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753808539,"July 29, 2025 7:02 PM",000011917807,3 hours
m1KZfvkL7Y84rABb,14圆顶CJQ,Personal Logs,美团搜担担面,Public,1753806237,"July 29, 2025 6:23 PM",000007147068,2 hours
QRMHnW7ZLmktz2GJ,Mythic+ Season 3,Personal Logs,JayZonday,Public,1753804620,"July 29, 2025 5:57 PM",000000930815,16 minutes
Tyn2D1cWtQfqz6RB,Mythic+ Season 3,Personal Logs,WallabyKingdom,Public,1753795856,"July 29, 2025 3:30 PM",000007148112,2 hours
V37qzyb8cGjAFKvC,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753788679,"July 29, 2025 1:31 PM",000006164980,2 hours
zC3gRw42jFdP7Qr8,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753786418,"July 29, 2025 12:53 PM",000003768002,an hour
GCPX7cx2rKzmAYRa,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753786368,"July 29, 2025 12:52 PM",000003768002,an hour
14M2nHzWxC6AXGyR,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753786329,"July 29, 2025 12:52 PM",000003768002,an hour
hyv2WVzp6kDY4da9,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753783472,"July 29, 2025 12:04 PM",000000940462,16 minutes
3HyDhf6naCFtTZVb,Mythic+ Season 3,Personal Logs,JDedalus,Public,1753774515,"July 29, 2025 9:35 AM",000006863754,2 hours
DBRbFNnQWzd2Gh4X,Mythic+ Season 3,Personal Logs,rising2top,Public,1753774061,"July 29, 2025 9:27 AM",000009654711,3 hours
gKpHGL2XaQvMVtfj,DKT 16宏图,Personal Logs,Windfire,Public,1753774026,"July 29, 2025 9:27 AM",000005299022,an hour
fHgMjyxQF9XRNLmt,Mythic+ Season 3,Personal Logs,twidongyi,Public,1753773988,"July 29, 2025 9:26 AM",000003414141,an hour
6QGFAfVkHgTpyLZD,Mythic+ Season 3,Personal Logs,Borrunir,Public,1753772292,"July 29, 2025 8:58 AM",000009867314,3 hours
BbJ8XYpNaCFPRz9t,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1753768575,"July 29, 2025 7:56 AM",000014909082,4 hours
kpvdJXBHgTYVybWa,PTR Keys 7/28,Personal Logs,IAmPeteROAR,Public,1753762083,"July 29, 2025 6:08 AM",000011840076,3 hours
1PfdaVZDkGpJH9ht,keys,Personal Logs,Fuzyy,Public,1753760221,"July 29, 2025 5:37 AM",000006801014,2 hours
bJgKcmrZqAQTazhw,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1753756714,"July 29, 2025 4:38 AM",000036116382,10 hours
4nzJwyrM9hb7cKaB,Mythic+ Season 3,Personal Logs,playonbirds,Public,1753755373,"July 29, 2025 4:16 AM",000003820360,an hour
tYpWqXBwj18QaAN2,ptr monday,Personal Logs,Zorjeff,Public,1753746739,"July 29, 2025 1:52 AM",000037120725,10 hours
z2ADqBMR4JcKHn93,123,Personal Logs,Ultraaa,Public,1753745643,"July 29, 2025 1:34 AM",000008387439,2 hours
jD2XvLtw1aN4bPq6,Mythic+ Season 3,Personal Logs,JayZonday,Public,1753742712,"July 29, 2025 12:45 AM",000023427588,7 hours
ryVFap84HvYMJBfc,+12 gambit test,Personal Logs,swipe,Public,1753742527,"July 29, 2025 12:42 AM",000001547027,26 minutes
d31tpArZBg9MQxPF,Mythic+ Season 3,Personal Logs,Vazox,Public,1753741072,"July 29, 2025 12:17 AM",000005075320,an hour
aKrbBz7NkPqcQ63D,Mythic+ Season 3,Personal Logs,Bonjourbonjour,Public,1753734010,"July 28, 2025 10:20 PM",000009375631,3 hours
XwkdaVRbWBHTfhrp,Mythic+ Season 3,Personal Logs,MioShimo,Public,1753733224,"July 28, 2025 10:07 PM",000009489001,3 hours
Kw76Bf9RZaPDNVrH,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1753726688,"July 28, 2025 8:18 PM",000045998213,13 hours
2ZGDYHThj4RgA6Cq,Mythic+ Season 3,Personal Logs,Dillywow,Public,1753717134,"July 28, 2025 5:38 PM",000026778995,7 hours
x1q7Qvr8cdwHXgDk,ptr 2,Personal Logs,vaereth,Public,1753702050,"July 28, 2025 1:27 PM",000010017567,3 hours
2btN1fyw6C4hTmYc,Mythic+ Season 3,Personal Logs,slothlog,Public,1753687440,"July 28, 2025 9:24 AM",000001155735,19 minutes
nHF3ftaKTm6gYvdZ,Mythic+ Season 3,Personal Logs,Borrunir,Public,1753682855,"July 28, 2025 8:07 AM",000008245605,2 hours
PWxqN7hz6wKVF2Cb,250725 GMBT +12 BM,Personal Logs,Umbrellas,Public,1753682523,"July 28, 2025 8:02 AM",000001331289,22 minutes
Dzak283NFwnYXrP1,Mythic+ Season 3,Personal Logs,Kevybevy,Public,1753679813,"July 28, 2025 7:16 AM",000002798904,an hour
8FpcyG6n7grPHLJK,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1753676411,"July 28, 2025 6:20 AM",000038420433,11 hours
Hm3Tb61FQhgtVA2G,Mythic+ Season 3,Personal Logs,tettles,Public,1753668500,"July 28, 2025 4:08 AM",000008669162,2 hours
LpKMcV3FQvg4nTw9,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753667633,"July 28, 2025 3:53 AM",000006456026,2 hours
R13LF6ydcx8CQvnr,Mythic+ Season 3,Personal Logs,Vazox,Public,1753665056,"July 28, 2025 3:10 AM",000013133060,4 hours
rB2ZhCTNyfvbGtkY,7-23-2025 PTR 7,Personal Logs,Nice,Public,1753663588,"July 28, 2025 2:46 AM",000003339872,an hour
yYVNb2B8WdKcqPhX,26 Jul 2025_ptr first look,Personal Logs,Grimfleur,Public,1753659533,"July 28, 2025 1:38 AM",000005668116,2 hours
qp3yMQ62cbXhLaC9,Mythic+ Season 3,Personal Logs,shiv613c,Public,1753652282,"July 27, 2025 11:38 PM",000001806657,30 minutes
3R6xg8cnJT1VrjF4,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753650786,"July 27, 2025 11:13 PM",000098322076,a day
79qj3kLJg81rmANC,Mythic+ Season 3,Personal Logs,BrianG1017,Public,1753650134,"July 27, 2025 11:02 PM",000002866368,an hour
BTA6PDvdKfNGXHth,log,Reformed,grandmother_wow,Public,1753648382,"July 27, 2025 10:33 PM",000001295695,22 minutes
pKcQNWTx781ZRf4C,Mythic+ Season 3,Personal Logs,ViviLouF,Public,1753647998,"July 27, 2025 10:26 PM",000026729099,7 hours
7mCka3rJyqjhLMYW,Mythic+ Season 3,Personal Logs,KodyNM,Public,1753642537,"July 27, 2025 8:55 PM",000002913317,an hour
2q73LmpYaCnBX8Az,Mythic+ Season 3,Personal Logs,MioShimo,Public,1753641478,"July 27, 2025 8:37 PM",000019967696,6 hours
dNJ4vMWthGcj9Rqz,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1753639485,"July 27, 2025 8:04 PM",000032304758,9 hours
yJ9mpCfrxwaQFdM1,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753627423,"July 27, 2025 4:43 PM",000010432691,3 hours
86zJrTmjHAPqW1xC,27.07 - ptr,Personal Logs,ghurd,Public,1753617504,"July 27, 2025 1:58 PM",000003079553,an hour
QX6YZyRpq8mHA9fG,Mythic+ Season 3,Send it,PoohXanny,Public,1753604305,"July 27, 2025 10:18 AM",000031033360,9 hours
fPdC74cDvGFXWQ9L,熊 15天街16宏图,Personal Logs,Windfire,Public,1753603663,"July 27, 2025 10:07 AM",000008122960,2 hours
ZKh3xVzHPdFmCyW4,Mythic+ Season 3,Personal Logs,Wordpudding,Public,1753603425,"July 27, 2025 10:03 AM",000007986837,2 hours
a7Q4rh2YnbqFcXvw,Mythic+ Season 3,Personal Logs,Seleucía,Public,1753599907,"July 27, 2025 9:05 AM",000007846170,2 hours
BhngcvYzwNbKW6Zt,Mythic+ Season 3,Personal Logs,Zycon_Gaming,Public,1753597056,"July 27, 2025 8:17 AM",000007266915,2 hours
RT7rvFjXqwgcVNLG,Mythic+ Season 3,Personal Logs,justlol,Public,1753589281,"July 27, 2025 6:08 AM",000012699919,4 hours
qzyG3KYf6819nWLT,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1753584755,"July 27, 2025 4:52 AM",000017942543,5 hours
pcYNBDjF7Qgrwb21,ELE ptr,Personal Logs,NESMO,Public,1753584203,"July 27, 2025 4:43 AM",000005627149,2 hours
R1xwHX2drP8KGqpC,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753582873,"July 27, 2025 4:21 AM",000017650878,5 hours
