log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,zone_name,boss_level,affix_icon,fight_time
1LGJ4jBVDRN8ta97,,kill,52:08,3128,12669,City of Threads,City of Threads,11,Xal'atath's Bargain: Voidbound,12:42 AM
FqDazcMkBWJdZ98C,3,kill,46:56,2816,12669,City of Threads,City of Threads,,,11:59 AM
FqDazcMkBWJdZ98C,1,wipe,5:10,310,12669,City of Threads,City of Threads,,,11:31 AM
FqDazcMkBWJdZ98C,2,wipe,23:14,1394,12669,City of Threads,City of Threads,,,11:36 AM
FqDazcMkBWJdZ98C,1,wipe,5:10,310,12669,City of Threads,City of Threads,,,11:31 AM
FqDazcMkBWJdZ98C,2,wipe,23:14,1394,12669,City of Threads,City of Threads,,,11:36 AM
Kk1QTx96nzvZXGLV,5,kill,30:06,1806,12669,City of Threads,City of Threads,,,9:33 AM
Kk1QTx96nzvZXGLV,14,kill,41:49,2509,12669,City of Threads,City of Threads,,,6:40 PM
Kk1QTx96nzvZXGLV,3,wipe,21:53,1313,12669,City of Threads,City of Threads,,,9:08 AM
Kk1QTx96nzvZXGLV,4,wipe,2:39,159,12669,City of Threads,City of Threads,,,9:30 AM
Kk1QTx96nzvZXGLV,3,wipe,21:53,1313,12669,City of Threads,City of Threads,,,9:08 AM
Kk1QTx96nzvZXGLV,4,wipe,2:39,159,12669,City of Threads,City of Threads,,,9:30 AM
JYfKt3Aph6QW8cGV,,kill,33:04,1984,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,2:41 AM
pNM81VhX7bY2t4yC,,kill,38:30,2310,12669,City of Threads,City of Threads,11,Xal'atath's Bargain: Ascendant,10:23 PM
HF4ZrjkCYxmw9pMh,,kill,1:27:07,5227,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Frenzied,3:33 AM
vwN3xG8DnpqCPhyV,26,kill,47:54,2874,12669,City of Threads,City of Threads,,,12:15 AM
vwN3xG8DnpqCPhyV,35,kill,1:27:07,5227,12669,City of Threads,City of Threads,,,3:33 AM
T6RAfFWDv47LHxCh,,kill,29:59,1799,12669,City of Threads,City of Threads,4,Xal'atath's Bargain: Frenzied,12:11 PM
Mv3jCLzwXbF27cKq,4,kill,54:52,3292,12669,City of Threads,City of Threads,,,6:48 AM
Mv3jCLzwXbF27cKq,1,wipe,16:14,974,12669,City of Threads,City of Threads,,,5:42 AM
HkQNhVpq4PmGxaBb,,kill,31:33,1893,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,7:11 AM
8gnPNp4FHC3hd2wG,,kill,31:33,1893,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,7:11 AM
4Ck7GyKZrf23WTzw,10,kill,1:00:40,3640,12669,City of Threads,City of Threads,,,3:47 PM
4Ck7GyKZrf23WTzw,27,kill,40:16,2416,12669,City of Threads,City of Threads,,,1:35 PM
4Ck7GyKZrf23WTzw,11,wipe,0:00,0,12669,City of Threads,City of Threads,,,4:59 PM
VHZTQ1pwLj6fnPFt,,kill,34:00,2040,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,3:24 PM
dQ7htfzN3xRy6Vgk,5,kill,50:38,3038,12669,City of Threads,City of Threads,,,7:05 PM
dQ7htfzN3xRy6Vgk,4,wipe,19:01,1141,12669,City of Threads,City of Threads,,,6:46 PM
gpP4XxH6KrtBjDvR,,wipe,42:17,2537,12669,City of Threads,City of Threads,4,Xal'atath's Bargain: Ascendant,11:01 AM
FPtqwKAbfYWrZ4Gp,,wipe,41:14,2474,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,3:55 AM
AJGBYQXgMqL6NTam,,wipe,0:31,31,12669,City of Threads,City of Threads,3,Xal'atath's Bargain: Frenzied,5:12 PM
acrQ3hLwdk71DXW9,,kill,33:22,2002,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Frenzied,2:28 PM
XTawmrPDCW6nk47f,1,kill,32:27,1947,12669,City of Threads,City of Threads,,,4:29 PM
XTawmrPDCW6nk47f,10,wipe,24:17,1457,12669,City of Threads,City of Threads,,,2:38 AM
XTawmrPDCW6nk47f,11,wipe,25:37,1537,12669,City of Threads,City of Threads,,,3:02 AM
XTawmrPDCW6nk47f,10,wipe,24:17,1457,12669,City of Threads,City of Threads,,,2:38 AM
XTawmrPDCW6nk47f,11,wipe,25:37,1537,12669,City of Threads,City of Threads,,,3:02 AM
Ywt2V4hNxcKfTbP9,,wipe,41:55,2515,12669,City of Threads,City of Threads,3,Xal'atath's Bargain: Frenzied,2:55 AM
ndPRyjbq91M2zZJN,1,wipe,33:10,1990,12669,City of Threads,City of Threads,,,4:18 PM
ndPRyjbq91M2zZJN,4,wipe,1:01:55,3715,12669,City of Threads,City of Threads,,,9:06 PM
ndPRyjbq91M2zZJN,1,wipe,33:10,1990,12669,City of Threads,City of Threads,,,4:18 PM
ndPRyjbq91M2zZJN,4,wipe,1:01:55,3715,12669,City of Threads,City of Threads,,,9:06 PM
TKPryQCjfJ2tRpH9,,wipe,45:12,2712,12669,City of Threads,City of Threads,9,Fortified,8:14 PM
GxqjDtnBCZzhH6cJ,,wipe,35:21,2121,12669,City of Threads,City of Threads,3,Tyrannical,5:58 AM
qP8LHG7ypNtkm3Dn,4,wipe,21:38,1298,12669,City of Threads,City of Threads,,,2:28 AM
qP8LHG7ypNtkm3Dn,5,wipe,25:13,1513,12669,City of Threads,City of Threads,,,5:40 AM
qP8LHG7ypNtkm3Dn,4,wipe,21:38,1298,12669,City of Threads,City of Threads,,,2:28 AM
qP8LHG7ypNtkm3Dn,5,wipe,25:13,1513,12669,City of Threads,City of Threads,,,5:40 AM
jwNt3aM9vBbWGQpd,,wipe,32:23,1943,12669,City of Threads,City of Threads,3,Tyrannical,5:58 AM
HPZFrL4q3tkhJ6cb,,wipe,8:59,539,12669,City of Threads,City of Threads,4,Tyrannical,8:23 PM
TzDnqxjLVgdw79By,,wipe,28:16,1696,12669,City of Threads,City of Threads,5,Fortified,5:38 AM
p43ZAchyK7xHqtnj,,wipe,11:26,686,12669,City of Threads,City of Threads,6,Tyrannical,2:57 AM
PR9G6FpQhnCHjmDw,13,kill,31:28,1888,12669,City of Threads,City of Threads,,,12:21 AM
PR9G6FpQhnCHjmDw,11,wipe,33:23,2003,12669,City of Threads,City of Threads,,,11:41 PM
PR9G6FpQhnCHjmDw,12,wipe,7:18,438,12669,City of Threads,City of Threads,,,12:14 AM
PR9G6FpQhnCHjmDw,11,wipe,33:23,2003,12669,City of Threads,City of Threads,,,11:41 PM
PR9G6FpQhnCHjmDw,12,wipe,7:18,438,12669,City of Threads,City of Threads,,,12:14 AM
KJmkXVRW3TLH4Cv2,,wipe,1:00:26,3626,12669,City of Threads,City of Threads,4,Fortified,3:45 AM
gpt6mrcDqYC7dQMK,,wipe,1:00:26,3626,12669,City of Threads,City of Threads,4,Fortified,3:45 AM
rjbtXR73dzLVCcP6,,wipe,14:14,854,12669,City of Threads,City of Threads,3,Fortified,4:03 AM
yTjNZDMH6FQKP47k,,wipe,40:42,2442,12669,City of Threads,City of Threads,4,Fortified,12:45 AM
xXnbk7MJYjZ6BKCq,,wipe,24:18,1458,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,4:44 AM
QPfWDyc6arzY8twL,,kill,29:58,1798,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Voidbound,12:17 AM
Yk1Q28xLAr6Fp3mC,,kill,46:51,2811,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Oblivion,4:05 PM
fqxvHLh4P3R9WmGC,,kill,29:58,1798,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Voidbound,12:17 AM
K4ZWf3a7yBc2wQFY,,wipe,9:25,565,12669,City of Threads,City of Threads,4,Xal'atath's Bargain: Oblivion,4:13 PM
Y2mkbrD3fdq1a7J8,,wipe,4:33,273,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Oblivion,1:55 PM
GgbFdjwLaYrqcKDM,,wipe,4:33,273,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Oblivion,1:55 PM
z3FTxkftwKB8r6MC,,wipe,4:31,271,12669,City of Threads,City of Threads,2,Xal'atath's Bargain: Oblivion,10:38 PM
QC9JhBtarvKNG2kx,,kill,52:03,3123,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Oblivion,2:37 PM
zFQRBq8V62apMjyc,,kill,39:26,2366,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Oblivion,11:11 AM
1zFG9htYvyCkrbW4,,wipe,15:48,948,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Ascendant,4:29 AM
3FATRGhfP6x8XWMd,,wipe,59:07,3547,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,4:56 AM
jKnYpkLm4FVc291r,,wipe,59:07,3547,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,4:56 AM
btpQdx4A2VFqyWHj,,wipe,23:59,1439,12669,Vx,,10,Xal'atath's Bargain: Voidbound,5:05 AM
mc6D3AZ8XbKJwajF,,kill,1:17:19,4639,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,2:41 AM
xGVv3W1T6LwZfcCt,,wipe,1:27:07,5227,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,3:41 PM
DWTmAfXdQgJw64Hy,,kill,37:41,2261,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,8:24 AM
xtc2TKpHYMyBD8CZ,,kill,44:10,2650,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Voidbound,7:44 PM
LMQ8YxnWXZtvAFf7,,kill,44:31,2671,12669,City of Threads,City of Threads,8,Xal'atath's Bargain: Ascendant,2:54 PM
zLXPjyCVG7r6cDkT,,wipe,1:11:08,4268,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Ascendant,12:13 PM
3VgT1Xz4PpFKRhCZ,,wipe,0:00,0,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,6:29 PM
xd8Crb234JVjycwB,,wipe,47:12,2832,12669,City of Threads,City of Threads,2,Xal'atath's Bargain: Ascendant,3:15 AM
Y1qzphFKAc4fb6NG,,kill,1:17:19,4639,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,2:41 AM
brpTnMz8YtRCgGv2,1,wipe,8:59,539,12669,City of Threads,City of Threads,,,10:28 PM
brpTnMz8YtRCgGv2,2,wipe,3:14,194,12669,City of Threads,City of Threads,,,10:39 PM
brpTnMz8YtRCgGv2,1,wipe,8:59,539,12669,City of Threads,City of Threads,,,10:28 PM
brpTnMz8YtRCgGv2,2,wipe,3:14,194,12669,City of Threads,City of Threads,,,10:39 PM
rZVdMLmzBKjHktbF,,kill,36:48,2208,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Ascendant,11:53 AM
x4n9PmzQJhFcr72Z,,wipe,13:45,825,12669,City of Threads,City of Threads,4,Xal'atath's Bargain: Ascendant,8:50 AM
THtwkACJ9jZmVnKD,,kill,47:13,2833,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,4:24 AM
Vyw7mZ1M9kAb4hjq,,kill,47:13,2833,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,4:24 AM
pgCDYdv7M1VB2bTm,,kill,29:30,1770,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Ascendant,3:38 AM
zAG7WxmyLPkrtcp3,,kill,33:23,2003,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Ascendant,12:25 AM
FJanthY63BRxrXjT,,kill,51:38,3098,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,6:44 PM
YyNXTpZJB7v8wqVn,,wipe,48:03,2883,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,2:53 PM
9Qt8fgd2VyXGnFPq,7,kill,51:09,3069,12669,City of Threads,City of Threads,,,6:35 PM
9Qt8fgd2VyXGnFPq,6,wipe,5:07,307,12669,City of Threads,City of Threads,,,6:30 PM
p7ch39yJH2CRfLtN,,wipe,2:55,175,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,3:19 PM
Ny8ZMpL42frVYGtv,,wipe,17:49,1069,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,6:39 PM
6rQMCpL3G2JNqva7,20,wipe,0:00,0,12669,City of Threads,City of Threads,,,3:41 PM
6rQMCpL3G2JNqva7,21,wipe,9:33,573,12669,City of Threads,City of Threads,,,3:45 PM
6rQMCpL3G2JNqva7,20,wipe,0:00,0,12669,City of Threads,City of Threads,,,3:41 PM
6rQMCpL3G2JNqva7,21,wipe,9:33,573,12669,City of Threads,City of Threads,,,3:45 PM
rXhbHcV8TD4AkPZW,,kill,35:38,2138,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,11:16 AM
Whjkt6qbmrL1TYg8,,kill,1:01:49,3709,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Voidbound,2:45 AM
8gkAahwJ4KDPWN6F,,wipe,7:11,431,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Frenzied,3:20 AM
fAHhctpj3VPxZWCM,3,kill,34:38,2078,12669,City of Threads,City of Threads,,,4:20 PM
fAHhctpj3VPxZWCM,1,wipe,9:16,556,12669,City of Threads,City of Threads,,,4:08 PM
fAHhctpj3VPxZWCM,2,wipe,3:04,184,12669,City of Threads,City of Threads,,,4:17 PM
fAHhctpj3VPxZWCM,1,wipe,9:16,556,12669,City of Threads,City of Threads,,,4:08 PM
fAHhctpj3VPxZWCM,2,wipe,3:04,184,12669,City of Threads,City of Threads,,,4:17 PM
ANWnJV67DmZFKk2j,,kill,38:25,2305,12669,City of Threads,City of Threads,5,Fortified,2:21 PM
YdP4jmqJctvFA3wL,,wipe,0:00,0,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Voidbound,7:59 PM
fdy4kZW72TLRwbhg,,kill,48:05,2885,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,4:25 PM
zXQtgRCP8daqcYbk,,wipe,50:26,3026,12669,City of Threads,City of Threads,4,Xal'atath's Bargain: Voidbound,2:46 PM
KCQ74M1Hy83YjhLX,,kill,45:58,2758,12669,City of Threads,City of Threads,4,Xal'atath's Bargain: Voidbound,5:10 AM
aFQdXgntPGf1zR9m,,kill,51:19,3079,12669,City of Threads,City of Threads,11,Xal'atath's Bargain: Voidbound,10:35 PM
W6vdcKzGjVXCnwkm,,wipe,6:40,400,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,5:39 PM
n3dLrpfjtFvWB9Jx,2,kill,42:04,2524,12669,City of Threads,City of Threads,,,6:42 PM
n3dLrpfjtFvWB9Jx,1,wipe,17:18,1038,12669,City of Threads,City of Threads,,,6:25 PM
wdqT9JYhZgMvPnR6,,kill,31:36,1896,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Ascendant,12:00 PM
HVBfvLjxaTcXzF1G,,kill,48:05,2885,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,4:25 PM
2ZkrtAWFzvcQJ7yP,,kill,34:32,2072,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,4:24 PM
QnfTYybA4mhF3CP9,,kill,34:32,2072,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,4:24 PM
zwMrCgpFyNVXTZaJ,,wipe,5:29,329,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,4:24 PM
gKvafNJwmH1D3LGZ,,kill,40:51,2451,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Ascendant,7:38 AM
jz6HZ8XM2Rp9nwrD,,kill,47:07,2827,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,6:41 PM
CcvFkL1njXMGmPVQ,3,kill,49:07,2947,12669,City of Threads,City of Threads,,,3:33 PM
CcvFkL1njXMGmPVQ,1,wipe,36:41,2201,12669,City of Threads,City of Threads,,,1:44 PM
AM9Gp81JPZavnwhj,,kill,50:33,3033,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Voidbound,3:31 PM
749zwNkxBXct1MRT,3,kill,51:46,3106,12669,City of Threads,City of Threads,,,3:44 AM
749zwNkxBXct1MRT,1,wipe,15:20,920,12669,City of Threads,City of Threads,,,3:07 AM
749zwNkxBXct1MRT,2,wipe,22:12,1332,12669,City of Threads,City of Threads,,,3:22 AM
749zwNkxBXct1MRT,1,wipe,15:20,920,12669,City of Threads,City of Threads,,,3:07 AM
749zwNkxBXct1MRT,2,wipe,22:12,1332,12669,City of Threads,City of Threads,,,3:22 AM
tDLxzGMCbNk4pFBZ,,wipe,23:42,1422,12669,City of Threads,City of Threads,6,Fortified,2:20 AM
yjV3YbG2mXK6gQkh,3,kill,46:56,2816,12669,City of Threads,City of Threads,,,11:59 AM
yjV3YbG2mXK6gQkh,1,wipe,5:10,310,12669,City of Threads,City of Threads,,,11:31 AM
yjV3YbG2mXK6gQkh,2,wipe,23:14,1394,12669,City of Threads,City of Threads,,,11:36 AM
yjV3YbG2mXK6gQkh,1,wipe,5:10,310,12669,City of Threads,City of Threads,,,11:31 AM
yjV3YbG2mXK6gQkh,2,wipe,23:14,1394,12669,City of Threads,City of Threads,,,11:36 AM
h2kVDT7x6K3P9v4A,,kill,50:58,3058,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Frenzied,11:32 AM
PjZTkFhCHXnqp1dD,,wipe,22:44,1364,12669,City of Threads,City of Threads,3,Xal'atath's Bargain: Voidbound,5:43 AM
vAFHTWNJLCbV7dYn,,wipe,30:01,1801,12669,City of Threads,City of Threads,3,Tyrannical,2:12 PM
Af8pGPm6wzZ1N7vL,,kill,35:36,2136,12669,City of Threads,City of Threads,12,Xal'atath's Bargain: Frenzied,2:32 PM
Lah4xnzkVKJRCNHZ,7,kill,40:05,2405,12669,City of Threads,City of Threads,,,12:33 AM
Lah4xnzkVKJRCNHZ,4,wipe,4:01,241,12669,City of Threads,City of Threads,,,10:47 PM
PV4w72fygq3pDj6K,,wipe,23:28,1408,12669,City of Threads,City of Threads,13,Tyrannical,7:08 PM
4rNGTBDLgZqKQwak,,kill,1:05:20,3920,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Frenzied,6:03 PM
dNMPkV6K9hrXbTmp,,wipe,11:14,674,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Frenzied,1:54 PM
n18A2mjGkrtPVRM4,,wipe,11:14,674,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Frenzied,1:54 PM
bg13Baqh8jATGtnL,,wipe,7:08,428,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Frenzied,3:37 PM
bkRmxGJXC3hTZDnt,,kill,51:09,3069,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Frenzied,3:48 PM
xqdQ9mG4zy3PH7BD,,kill,23:52,1432,12669,City of Threads,City of Threads,3,Tyrannical,11:41 PM
j3CwHXWb1KgBy2F9,,kill,31:33,1893,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,7:11 AM
HFjC3mdKvrnkA2qc,,kill,31:33,1893,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,7:11 AM
1G9pPYK6hTQgzyV3,1,wipe,13:11,791,12669,City of Threads,City of Threads,,,6:42 AM
1G9pPYK6hTQgzyV3,2,wipe,11:57,717,12669,City of Threads,City of Threads,,,6:55 AM
1G9pPYK6hTQgzyV3,1,wipe,13:11,791,12669,City of Threads,City of Threads,,,6:42 AM
1G9pPYK6hTQgzyV3,2,wipe,11:57,717,12669,City of Threads,City of Threads,,,6:55 AM
GxgBbm4XL1hYtypa,,kill,27:10,1630,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Ascendant,2:47 AM
FGKkT16YcgCDtM24,,wipe,2:44,164,12669,City of Threads,City of Threads,6,Xal'atath's Bargain: Ascendant,4:02 AM
v7hyxJbQCTpwjW63,,wipe,20:48,1248,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,8:40 PM
2FJM6X4GKZQLybd3,,wipe,36:32,2192,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Frenzied,5:48 PM
XNGqTJzAwbVvf2jm,,kill,27:17,1637,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Frenzied,10:16 AM
Dw7VjC9FmpxJy3Xv,10,kill,1:00:40,3640,12669,City of Threads,City of Threads,,,3:47 PM
Dw7VjC9FmpxJy3Xv,11,wipe,0:00,0,12669,City of Threads,City of Threads,,,4:59 PM
fyGhJCgH3ZjTL42v,3,wipe,33:40,2020,12669,City of Threads,City of Threads,,,2:50 AM
fyGhJCgH3ZjTL42v,4,wipe,31:48,1908,12669,City of Threads,City of Threads,,,3:24 AM
fyGhJCgH3ZjTL42v,3,wipe,33:40,2020,12669,City of Threads,City of Threads,,,2:50 AM
fyGhJCgH3ZjTL42v,4,wipe,31:48,1908,12669,City of Threads,City of Threads,,,3:24 AM
6DQjWANHbt3LZBYq,3,kill,1:35:51,5751,12669,City of Threads,City of Threads,,,4:11 PM
6DQjWANHbt3LZBYq,1,wipe,22:46,1366,12669,City of Threads,City of Threads,,,3:34 PM
6DQjWANHbt3LZBYq,2,wipe,14:09,849,12669,City of Threads,City of Threads,,,3:57 PM
6DQjWANHbt3LZBYq,1,wipe,22:46,1366,12669,City of Threads,City of Threads,,,3:34 PM
6DQjWANHbt3LZBYq,2,wipe,14:09,849,12669,City of Threads,City of Threads,,,3:57 PM
F1rR7cP9JdBT4QzY,,kill,1:38:04,5884,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Ascendant,7:35 PM
jMCHXPh9byD1GmzT,,kill,30:04,1804,12669,City of Threads,City of Threads,6,Xal'atath's Bargain: Ascendant,2:29 PM
6NbrvX83R1H9qtha,,kill,34:10,2050,12669,City of Threads,City of Threads,5,Xal'atath's Bargain: Ascendant,2:45 PM
X8Tmv3q7fznj9QdD,,wipe,27:15,1635,12669,City of Threads,City of Threads,4,Xal'atath's Bargain: Ascendant,11:16 AM
pYjFrDZntGV8H6wc,,kill,45:21,2721,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Ascendant,5:50 AM
12fxMtPrGFvnJy4j,,wipe,1:06:13,3973,12669,City of Threads,City of Threads,3,Xal'atath's Bargain: Ascendant,10:01 PM
hZLfAwjMg4Pa6H3n,,kill,49:07,2947,12669,City of Threads,City of Threads,10,Xal'atath's Bargain: Frenzied,11:06 AM
BCPXz1H4DFkcdKZ8,2,kill,37:21,2241,12669,City of Threads,City of Threads,,,12:03 PM
BCPXz1H4DFkcdKZ8,1,wipe,23:41,1421,12669,City of Threads,City of Threads,,,11:39 AM
Afj6qy9NVcanKRWZ,,wipe,24:20,1460,12669,City of Threads,City of Threads,4,Xal'atath's Bargain: Frenzied,12:11 PM
m67fKYAGDyNXLr83,,kill,58:31,3511,12669,City of Threads,City of Threads,7,Xal'atath's Bargain: Frenzied,7:31 AM
cf1yQaD7kWzAFY6q,,wipe,44:31,2671,12669,City of Threads,City of Threads,6,Fortified,8:44 AM
