item_id,from,dropped_by,boss_position,gear_slot,gear_type,name,distribution,stats,mainstat,DeathKnightBlood,DeathKnightFrost,DeathKnightUH,DemonHunterHavoc,DemonHunterVeng,DruidBear,DruidCat,DruidOwl,DruidResto,EvokerAug,EvokerDev,EvokerPres,HunterBM,HunterMM,HunterSV,MageArc,MageFire,MageFrost,MonkBrew,MonkMW,MonkWW,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShad,RogueAss,RogueOut,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,agility,bind,critical strike,dropped_in,haste,intellect,item_level,mastery,primary_stats,required_level,secondary_stats,sell_price,strength,unique,versatility,spec_ids,spec_names
221198,Cinderbrew,Goldie Baronbottom,4 of 4,Finger,,85-Year Tenure Ring,65% Mastery + 34% Critical Strike,M>C,,50%,33%,50%,50%,50%,50%,50%,33%,33%,33%,33%,33%,50%,50%,50%,33%,33%,33%,50%,33%,50%,33%,33%,50%,33%,33%,33%,50%,50%,50%,33%,50%,33%,33%,33%,33%,50%,33%,33%,0%,Soulbound,34%,Cinderbrew Meadery,0%,0%,437,65%,{},68,"{'Critical Strike': 602, 'Mastery': 1153}","34 gold, 25 silver, 0 copper",0%,True,0%,"250, 251, 252, 577, 581, 102, 103, 104, 105, 1467, 1468, 1473, 253, 254, 255, 62, 63, 64, 268, 270, 269, 65, 66, 70, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 71, 72, 73","Blood Death Knight, Frost Death Knight, Unholy Death Knight, Havoc Demon Hunter, Vengeance Demon Hunter, Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Devastation Evoker, Preservation Evoker, Augmentation Evoker, Beast Mastery Hunter, Marksmanship Hunter, Survival Hunter, Arcane Mage, Fire Mage, Frost Mage, Brewmaster Monk, Mistweaver Monk, Windwalker Monk, Holy Paladin, Protection Paladin, Retribution Paladin, Discipline Priest, Holy Priest, Shadow Priest, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Elemental Shaman, Enhancement Shaman, Restoration Shaman, Affliction Warlock, Demonology Warlock, Destruction Warlock, Arms Warrior, Fury Warrior, Protection Warrior"
221189,City of Threads,"Izo, the Grand Splicer",4 of 4,Finger,,Experiment 08752's Band,58% Versatility + 41% Haste,V>H,,33%,33%,33%,50%,50%,50%,50%,33%,33%,33%,33%,33%,50%,50%,50%,33%,33%,33%,50%,33%,50%,33%,50%,33%,33%,33%,33%,33%,50%,33%,33%,50%,33%,33%,33%,33%,33%,33%,50%,0%,Soulbound,0%,City of Threads,41%,0%,437,0%,{},68,"{'Haste': 727, 'Versatility': 1028}","32 gold, 26 silver, 61 copper",0%,True,58%,"250, 251, 252, 577, 581, 102, 103, 104, 105, 1467, 1468, 1473, 253, 254, 255, 62, 63, 64, 268, 270, 269, 65, 66, 70, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 71, 72, 73","Blood Death Knight, Frost Death Knight, Unholy Death Knight, Havoc Demon Hunter, Vengeance Demon Hunter, Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Devastation Evoker, Preservation Evoker, Augmentation Evoker, Beast Mastery Hunter, Marksmanship Hunter, Survival Hunter, Arcane Mage, Fire Mage, Frost Mage, Brewmaster Monk, Mistweaver Monk, Windwalker Monk, Holy Paladin, Protection Paladin, Retribution Paladin, Discipline Priest, Holy Priest, Shadow Priest, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Elemental Shaman, Enhancement Shaman, Restoration Shaman, Affliction Warlock, Demonology Warlock, Destruction Warlock, Arms Warrior, Fury Warrior, Protection Warrior"
221099,Darkflame Cleft,Ol' Waxbeard,1 of 4,Finger,,Wick's Golden Loop,64% Haste + 35% Versatility,H>V,,100%,50%,100%,50%,50%,50%,50%,50%,50%,33%,33%,33%,33%,33%,33%,50%,50%,50%,50%,50%,50%,50%,50%,100%,50%,50%,50%,50%,50%,50%,33%,33%,33%,50%,50%,50%,100%,50%,50%,0%,Soulbound,0%,Darkflame Cleft,64%,0%,437,0%,{},68,"{'Haste': 1128, 'Versatility': 627}","33 gold, 51 silver, 10 copper",0%,True,35%,"250, 251, 252, 577, 581, 102, 103, 104, 105, 1467, 1468, 1473, 253, 254, 255, 62, 63, 64, 268, 270, 269, 65, 66, 70, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 71, 72, 73","Blood Death Knight, Frost Death Knight, Unholy Death Knight, Havoc Demon Hunter, Vengeance Demon Hunter, Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Devastation Evoker, Preservation Evoker, Augmentation Evoker, Beast Mastery Hunter, Marksmanship Hunter, Survival Hunter, Arcane Mage, Fire Mage, Frost Mage, Brewmaster Monk, Mistweaver Monk, Windwalker Monk, Holy Paladin, Protection Paladin, Retribution Paladin, Discipline Priest, Holy Priest, Shadow Priest, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Elemental Shaman, Enhancement Shaman, Restoration Shaman, Affliction Warlock, Demonology Warlock, Destruction Warlock, Arms Warrior, Fury Warrior, Protection Warrior"
221200,Priory,Prioress Murrpray,3 of 3,Finger,,Radiant Necromancer's Band,61% Mastery + 38% Versatility,M>V,,33%,33%,33%,50%,50%,50%,50%,33%,33%,33%,33%,33%,50%,50%,50%,33%,33%,33%,33%,33%,33%,33%,50%,33%,33%,33%,33%,50%,33%,50%,33%,33%,33%,33%,33%,33%,33%,33%,50%,0%,Soulbound,0%,Priory of the Sacred Flame,0%,0%,437,61%,{},68,"{'Versatility': 677, 'Mastery': 1078}","34 gold, 49 silver, 30 copper",0%,True,38%,"250, 251, 252, 577, 581, 102, 103, 104, 105, 1467, 1468, 1473, 253, 254, 255, 62, 63, 64, 268, 270, 269, 65, 66, 70, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 71, 72, 73","Blood Death Knight, Frost Death Knight, Unholy Death Knight, Havoc Demon Hunter, Vengeance Demon Hunter, Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Devastation Evoker, Preservation Evoker, Augmentation Evoker, Beast Mastery Hunter, Marksmanship Hunter, Survival Hunter, Arcane Mage, Fire Mage, Frost Mage, Brewmaster Monk, Mistweaver Monk, Windwalker Monk, Holy Paladin, Protection Paladin, Retribution Paladin, Discipline Priest, Holy Priest, Shadow Priest, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Elemental Shaman, Enhancement Shaman, Restoration Shaman, Affliction Warlock, Demonology Warlock, Destruction Warlock, Arms Warrior, Fury Warrior, Protection Warrior"
221136,Dawnbreaker,Speaker Shadowcrown,1 of 3,Finger,,Devout Zealot's Ring,68% Critical Strike + 31% Haste,C>H,,33%,33%,33%,50%,50%,50%,50%,33%,33%,50%,50%,50%,100%,100%,100%,33%,33%,33%,50%,33%,50%,33%,33%,33%,33%,33%,33%,50%,50%,50%,50%,100%,50%,33%,33%,33%,33%,33%,33%,0%,Soulbound,68%,The Dawnbreaker,31%,0%,437,0%,{},68,"{'Critical Strike': 1203, 'Haste': 551}","33 gold, 13 silver, 49 copper",0%,True,0%,"250, 251, 252, 577, 581, 102, 103, 104, 105, 1467, 1468, 1473, 253, 254, 255, 62, 63, 64, 268, 270, 269, 65, 66, 70, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 71, 72, 73","Blood Death Knight, Frost Death Knight, Unholy Death Knight, Havoc Demon Hunter, Vengeance Demon Hunter, Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Devastation Evoker, Preservation Evoker, Augmentation Evoker, Beast Mastery Hunter, Marksmanship Hunter, Survival Hunter, Arcane Mage, Fire Mage, Frost Mage, Brewmaster Monk, Mistweaver Monk, Windwalker Monk, Holy Paladin, Protection Paladin, Retribution Paladin, Discipline Priest, Holy Priest, Shadow Priest, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Elemental Shaman, Enhancement Shaman, Restoration Shaman, Affliction Warlock, Demonology Warlock, Destruction Warlock, Arms Warrior, Fury Warrior, Protection Warrior"
221141,Dawnbreaker,Anub'ikkaj,2 of 3,Finger,,High Nerubian Signet,67% Versatility + 32% Mastery,V>M,,50%,50%,50%,33%,33%,25%,25%,33%,33%,25%,25%,25%,25%,25%,20%,50%,50%,50%,25%,33%,25%,33%,50%,50%,50%,50%,50%,25%,33%,25%,25%,25%,25%,50%,50%,50%,50%,50%,50%,0%,Soulbound,0%,The Dawnbreaker,0%,0%,437,32%,{},68,"{'Versatility': 1178, 'Mastery': 576}","33 gold, 74 silver, 74 copper",0%,True,67%,"250, 251, 252, 577, 581, 102, 103, 104, 105, 1467, 1468, 1473, 253, 254, 255, 62, 63, 64, 268, 270, 269, 65, 66, 70, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 71, 72, 73","Blood Death Knight, Frost Death Knight, Unholy Death Knight, Havoc Demon Hunter, Vengeance Demon Hunter, Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Devastation Evoker, Preservation Evoker, Augmentation Evoker, Beast Mastery Hunter, Marksmanship Hunter, Survival Hunter, Arcane Mage, Fire Mage, Frost Mage, Brewmaster Monk, Mistweaver Monk, Windwalker Monk, Holy Paladin, Protection Paladin, Retribution Paladin, Discipline Priest, Holy Priest, Shadow Priest, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Elemental Shaman, Enhancement Shaman, Restoration Shaman, Affliction Warlock, Demonology Warlock, Destruction Warlock, Arms Warrior, Fury Warrior, Protection Warrior"
221197,Rookery,Voidstone Monstrosity,3 of 3,Finger,,Hoop of the Blighted,60% Critical Strike + 40% Mastery,C>M,,33%,25%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,25%,33%,33%,33%,33%,25%,33%,25%,33%,33%,33%,33%,33%,33%,33%,25%,25%,0%,Soulbound,60%,The Rookery,0%,0%,437,40%,{},68,"{'Critical Strike': 1053, 'Mastery': 702}","34 gold, 12 silver, 69 copper",0%,True,0%,"250, 251, 252, 577, 581, 102, 103, 104, 105, 1467, 1468, 1473, 253, 254, 255, 62, 63, 64, 268, 270, 269, 65, 66, 70, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 71, 72, 73","Blood Death Knight, Frost Death Knight, Unholy Death Knight, Havoc Demon Hunter, Vengeance Demon Hunter, Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Devastation Evoker, Preservation Evoker, Augmentation Evoker, Beast Mastery Hunter, Marksmanship Hunter, Survival Hunter, Arcane Mage, Fire Mage, Frost Mage, Brewmaster Monk, Mistweaver Monk, Windwalker Monk, Holy Paladin, Protection Paladin, Retribution Paladin, Discipline Priest, Holy Priest, Shadow Priest, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Elemental Shaman, Enhancement Shaman, Restoration Shaman, Affliction Warlock, Demonology Warlock, Destruction Warlock, Arms Warrior, Fury Warrior, Protection Warrior"
221180,City of Threads,The Coaglamation,3 of 4,Hands,Leather,Gorebound Stranglers,58% Haste + 41% Critical Strike,H>C,"Agility,Intellect",0%,0%,0%,50%,50%,50%,50%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,33%,50%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,Soulbound,41%,City of Threads,58%,100%,437,0%,"{'Agility': 433, 'Intellect': 433}",68,"{'Critical Strike': 263, 'Haste': 372}","27 gold, 59 silver, 71 copper",0%,False,0%,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Brewmaster Monk, Windwalker Monk, Mistweaver Monk, Havoc Demon Hunter, Vengeance Demon Hunter"
221102,Darkflame Cleft,Blazikon,2 of 4,Hands,Leather,Shimmering Glimclaws,62% Haste + 37% Mastery,H>M,"Agility,Intellect",0%,0%,0%,50%,50%,50%,50%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,33%,50%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,Soulbound,0%,Darkflame Cleft,62%,100%,437,37%,"{'Agility': 433, 'Intellect': 433}",68,"{'Haste': 399, 'Mastery': 236}","27 gold, 10 silver, 17 copper",0%,False,0%,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Brewmaster Monk, Windwalker Monk, Mistweaver Monk, Havoc Demon Hunter, Vengeance Demon Hunter"
221036,Rookery,Kyrioss,1 of 3,Hands,Leather,Tempestwind Handlers,62% Mastery + 37% Critical Strike,M>C,"Agility,Intellect",0%,0%,0%,33%,33%,50%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,50%,33%,0%,0%,0%,0%,0%,0%,50%,33%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,Soulbound,37%,The Rookery,0%,100%,437,62%,"{'Agility': 433, 'Intellect': 433}",68,"{'Critical Strike': 236, 'Mastery': 399}","25 gold, 82 silver, 8 copper",0%,False,0%,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Brewmaster Monk, Windwalker Monk, Mistweaver Monk, Havoc Demon Hunter, Vengeance Demon Hunter"
221163,Ara-Kara,Ki'katal the Harvester,3 of 3,Head,Leather,Whispering Mask,62% Mastery + 37% Versatility,M>V,"Agility,Intellect",0%,0%,0%,33%,33%,33%,33%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,50%,33%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,Soulbound,0%,"Ara-Kara, City of Echoes",0%,100%,437,62%,"{'Agility': 578, 'Intellect': 578}",68,"{'Versatility': 314, 'Mastery': 532}","41 gold, 52 silver, 60 copper",0%,False,37%,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Brewmaster Monk, Windwalker Monk, Mistweaver Monk, Havoc Demon Hunter, Vengeance Demon Hunter"
221125,Priory,Baron Braunpyke,2 of 3,Head,Leather,Helm of the Righteous Crusade,58% Critical Strike + 41% Mastery,C>M,"Agility,Intellect",0%,0%,0%,50%,50%,50%,50%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,33%,50%,0%,0%,0%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,Soulbound,58%,Priory of the Sacred Flame,0%,100%,437,41%,"{'Agility': 578, 'Intellect': 578}",68,"{'Critical Strike': 496, 'Mastery': 350}","40 gold, 77 silver, 68 copper",0%,False,0%,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","Balance Druid, Feral Druid, Guardian Druid, Restoration Druid, Assassination Rogue, Outlaw Rogue, Subtlety Rogue, Brewmaster Monk, Windwalker Monk, Mistweaver Monk, Havoc Demon Hunter, Vengeance Demon Hunter"
