spell_id,page_source,page_source_is_valid,spell_name,icon_id,cast_time,cast_value_is_channeled,cast_value_is_instant,npc_id,npc_name,zone_id,zone_page_source,zone_page_source_is_valid,zone_name,zone_name_was_found
329113,,True,Telekinetic Onslaught,135822,Channeled,True,False,164218,Lord Chamberlain,12831,,True,Zone Name Not Found,False
434786,,True,Web Bolt,237430,1.5 seconds,False,False,216293,"Trilling Attendant"",""Discordant Attendant",14979,,True,Zone Name Not Found,False
444608,,True,Inner Fire,5764903,2 seconds,False,False,207940,Prioress Murrpray,14954,,True,Zone Name Not Found,False
356548,,True,Radiant Pulse,4037122,2 seconds,False,False,178392,Gatewarden Zo'mazz,13577,,True,Zone Name Not Found,False
465666,,True,Sparkslam,136050,2.5 seconds,False,False,231325,Darkfuse Jumpstarter,15452,,True,Zone Name Not Found,False
350090,,True,Whirling Annihilation,3528301,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1236512,,True,Unstable Anima,3528309,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
181089,,True,Encounter Event,-1,Instant,False,True,40825,Erunak Stonespeaker,5004,,True,Zone Name Not Found,False
432565,,True,Black Hail,237244,2 seconds,False,False,211341,Manifested Shadow,-1,,False,Zone Name Not Found,False
465604,,True,Battery Bolt,132488,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
431985,,True,Black Blood,3459799,Instant,False,True,215826,Bloodworker,-1,,False,Zone Name Not Found,False
468616,,True,Leaping Spark,841383,Channeled,True,False,232690,Leaping Spark,-1,,False,Zone Name Not Found,False
349987,,True,Venting Protocol,3528283,3 seconds,False,False,176555,Achillite,13577,,True,Zone Name Not Found,False
350922,,True,Menacing Shout,132333,3 seconds,False,False,176563,Zo'gron,13577,,True,Zone Name Not Found,False
462854,,True,Skyfury,4630367,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
440313,,True,Devouring Rift,5927657,Instant,False,True,230937,Xal'atath,-1,,False,Zone Name Not Found,False
465462,,True,Turbo Charge,4548867,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
329104,,True,Door of Shadows,134430,1.5 seconds,False,False,164218,Lord Chamberlain,12831,,True,Zone Name Not Found,False
351961,,True,Static Mace,3922561,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
351124,,True,Summon Assassins,413583,1 second,False,False,177269,So'leah,13577,,True,Zone Name Not Found,False
1236614,,True,Display of Power,3528307,2 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
355464,,True,Boulder Throw,135239,3 seconds,False,False,178165,Coastwalker Goliath,13577,,True,Zone Name Not Found,False
325876,,True,Mark of Obliteration,132094,Instant,False,True,165414,Depraved Obliterator,12831,,True,Zone Name Not Found,False
353783,,True,Teleport,3847780,2 seconds,False,False,176565,Disruptive Patron,13577,,True,Zone Name Not Found,False
1217241,,True,Feast,3086045,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
353424,,True,Security Measure,4037124,Instant,False,True,175576,Containment Cell,13577,,True,Zone Name Not Found,False
427898,,True,Molten Pool,136243,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
451764,,True,Radiant Flame,135872,Instant,False,True,217658,Sir Braunpyke,14954,,True,Zone Name Not Found,False
357508,,True,Wild Thrash,1033474,1.5 seconds,False,False,180495,Enraged Direhorn,13577,,True,Zone Name Not Found,False
1237642,,True,Telekinetic Onslaught,3528311,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
356549,,True,Refraction Shield,4037125,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
348366,,True,Armed Security,3889765,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
351096,,True,Energy Fragmentation,4037123,2.5 seconds,False,False,177269,So'leah,13577,,True,Zone Name Not Found,False
446525,,True,Unleashed Pyre,535593,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
432135,,True,Bonk!,5559854,2 seconds,False,False,212536,Flickerflame Kobold,14795,,True,Zone Name Not Found,False
356482,,True,Rotten Food,132098,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1225179,,True,Ceremonial Dagger,457655,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
357042,,True,Hyperlight Bomb,4037123,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
434089,,True,Spinneret's Strands,5764929,2.5 seconds,False,False,213937,Rasha'nan,-1,,False,Zone Name Not Found,False
473070,,True,Awaken the Swamp,1020380,4 seconds,False,False,226396,Swampface,15452,,True,Zone Name Not Found,False
428169,,True,Blinding Light,5764907,4 seconds,False,False,207940,Prioress Murrpray,14954,,True,Zone Name Not Found,False
349663,,True,Grip of Hunger,3528281,4 seconds,False,False,176556,Alcruux,13577,,True,Zone Name Not Found,False
1221484,,True,Arcing Energy,1041233,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
473526,,True,Big Bada BOOM!,133710,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1231850,,True,Invading Shriek,252188,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
167381,,True,Dummy Strike,589119,Instant,False,True,87329,Raider's Training Dummy,7332,,True,Zone Name Not Found,False
358919,,True,Static Mace,3922561,Instant,False,True,178388,Bazaar Strongarm,13577,,True,Zone Name Not Found,False
340446,,True,Mark of Envy,841383,2 seconds,False,False,167898,Manifestation of Envy,12831,,True,Zone Name Not Found,False
438826,,True,Poisonous Cloud,132108,1.5 seconds,False,False,217533,Atik,-1,,False,Zone Name Not Found,False
427378,,True,Dark Scars,132095,Instant,False,True,211089,Anub'ikkaj,14971,,True,Zone Name Not Found,False
453161,,True,Impale,1418495,3 seconds,False,False,216338,Hulking Bloodguard,-1,,False,Zone Name Not Found,False
328125,,True,Volatile Transformation,136025,Instant,False,True,164363,Undying Stonefiend,12831,,True,Zone Name Not Found,False
345990,,True,Containment Cell,294477,Channeled,True,False,175616,Zo'phex,13577,,True,Zone Name Not Found,False
347481,,True,Shuri,1041235,Instant,False,True,175806,So'azmi,13577,,True,Zone Name Not Found,False
373861,,True,Temporal Anomaly,4630480,1.5 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
431491,,True,Tainted Slash,236304,1 second,False,False,214762,Nightfall Commander,-1,,False,Zone Name Not Found,False
357197,,True,Lightshard Retreat,4037122,1.5 seconds,False,False,180336,Cartel Wiseguy,13577,,True,Zone Name Not Found,False
356537,,True,Empowered Glyph of Restraint,4037120,4 seconds,False,False,179334,"Portalmancer Zo'honn"",""Portalmancer Zo'dahh"",""Portalmancer Zo'nyy",13577,,True,Zone Name Not Found,False
357281,,True,Energy Slash,3954409,1.5 seconds,False,False,180432,Devoted Accomplice,13577,,True,Zone Name Not Found,False
355644,,True,Hyperlight Salvo,4037123,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
355888,,True,Hard Light Baton,3894441,1 second,False,False,177807,Customs Security,13577,,True,Zone Name Not Found,False
434576,,True,Acidic Stupor,135860,Instant,False,True,213937,Rasha'nan,14971,,True,Zone Name Not Found,False
1222202,,True,Arcane Burn,136010,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
358947,,True,Burning Tar,252172,Instant,False,True,176178,Hourglass Cannon,-1,,False,Zone Name Not Found,False
1235052,,True,Crackle,136243,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1217316,,True,Devour,252996,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
6673,,True,Battle Shout,132333,Instant,False,True,215517,Warlord Breka Grimaxe,-1,,False,Zone Name Not Found,False
326409,,True,Thrash,451165,2 seconds,False,False,164557,Shard of Halkias,12831,,True,Zone Name Not Found,False
453584,,True,Charge,132337,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
346028,,True,Interrogation,3889768,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
350919,,True,Crowd Control,3931763,1 second,False,False,176563,Zo'gron,13577,,True,Zone Name Not Found,False
1235070,,True,Spirit Bond,236202,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
348566,,True,Throw Drink,134785,1.5 seconds,False,False,176562,Brawling Patron,13577,,True,Zone Name Not Found,False
8936,,True,Regrowth,136085,1.5 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
433740,,True,Infestation,136045,Instant,False,True,215405,Anub'zekt,15093,,True,Zone Name Not Found,False
355640,,True,Phalanx Field,252184,1.5 seconds,False,False,179840,Market Peacekeeper,13577,,True,Zone Name Not Found,False
1242783,,True,Blinding Light,136243,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
434824,,True,Web Spray,5764933,4 seconds,False,False,217531,Ixin,14979,,True,Zone Name Not Found,False
347632,,True,Energy Blade,3755058,Instant,False,True,175806,So'azmi,13577,,True,Zone Name Not Found,False
355440,,True,Suppression Spark,4037124,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
350086,,True,Whirling Annihilation,3528301,3 seconds,False,False,176705,Venza Goldfuse,13577,,True,Zone Name Not Found,False
1237195,,True,Burrow Charge,5260435,4 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
355331,,True,Rift Blasts,4037119,Instant,False,True,178545,Watch-Agent Summon Stalker,-1,,False,Zone Name Not Found,False
329340,,True,Anima Fountain,1392546,2 seconds,False,False,165410,High Adjudicator Aleez,12831,,True,Zone Name Not Found,False
452099,,True,Congealed Darkness,1035040,3 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
463428,,True,Lingering Erosion,5764920,Instant,False,True,213937,Rasha'nan,14971,,True,Zone Name Not Found,False
473287,,True,Excessive Electrification,136050,Instant,False,True,226398,Big M.O.M.M.A.,15452,,True,Zone Name Not Found,False
235313,,True,Blazing Barrier,132221,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
119582,,True,Purifying Brew,133701,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
359222,,True,Rotten Food,132098,1.5 seconds,False,False,176561,Unruly Patron,13577,,True,Zone Name Not Found,False
357512,,True,Frenzied Charge,791593,3 seconds,False,False,180495,Enraged Direhorn,13577,,True,Zone Name Not Found,False
431443,,True,Chrono Flames,5927617,2 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
466190,,True,Thunder Punch,839974,2.5 seconds,False,False,226404,Geezle Gigazap,15452,,True,Zone Name Not Found,False
469799,,True,Overcharge,136050,Instant,False,True,231312,Venture Co. Electrician,15452,,True,Zone Name Not Found,False
1223007,,True,Burrowing Eruption,136025,4 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
439832,,True,Bloody Miasma,1117884,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
322943,,True,Heave Debris,1500971,1.5 seconds,False,False,165408,Halkias,12831,,True,Zone Name Not Found,False
423665,,True,Embrace the Light,4667420,Instant,False,True,207940,Prioress Murrpray,14954,,True,Zone Name Not Found,False
464655,,True,Snipe,236201,2.5 seconds,False,False,229069,Mechadrone Sniper,15452,,True,Zone Name Not Found,False
442210,,True,Silken Restraints,5764929,2 seconds,False,False,220599,Bloodstained Webmage,15093,,True,Zone Name Not Found,False
423015,,True,Castigator's Shield,135874,1 second,False,False,207939,Baron Braunpyke,14954,,True,Zone Name Not Found,False
435793,,True,Tacky Burst,5764930,Instant,False,True,213937,Rasha'nan,-1,,False,Zone Name Not Found,False
124255,,True,Stagger,132285,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1225308,,True,Dread of the Unknown,458727,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1217383,,True,Engorge,3155460,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
344874,,True,Shattered,2101174,Instant,False,True,164185,Echelon,12831,,True,Zone Name Not Found,False
1224868,,True,Splinters of Fate,425955,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
192249,,True,Storm Elemental,2065626,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
338012,,True,Anima Fountain,1392546,Instant,False,True,166497,Anima Fountain,-1,,False,Zone Name Not Found,False
383269,,True,Legion of Souls,3578196,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
355438,,True,Suppression Spark,4037124,6 seconds,False,False,176563,Zo'gron,13577,,True,Zone Name Not Found,False
319702,,True,Blood Torrent,1394887,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
453141,,True,Collapsing Night,132886,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
434093,,True,Spinneret's Strands,5764929,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
423536,,True,Holy Smite,135924,1.5 seconds,False,False,207940,Prioress Murrpray,14954,,True,Zone Name Not Found,False
444609,,True,Stoke the Flame,1022948,2 seconds,False,False,207940,Prioress Murrpray,14954,,True,Zone Name Not Found,False
451119,,True,Abyssal Blast,608955,1.5 seconds,False,False,211261,Ascendant Vis'coxria,-1,,False,Zone Name Not Found,False
1237220,,True,Stinging Sandstorm,796638,1 second,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1234698,,True,Desecrate,236305,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
350796,,True,Hyperlight Spark,4037120,500 milliseconds,False,False,177269,So'leah,13577,,True,Zone Name Not Found,False
426793,,True,Shadowy Decay,633004,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
356260,,True,Tidal Burst,132852,Instant,False,True,179388,Hourglass Tidesage,13577,,True,Zone Name Not Found,False
427596,,True,Seal of Light's Fury,135969,Instant,False,True,206704,Ardent Paladin,14954,,True,Zone Name Not Found,False
1242153,,True,Bleeding Jab,136243,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
465595,,True,Lightning Bolt,136049,2.5 seconds,False,False,231312,Venture Co. Electrician,15452,,True,Zone Name Not Found,False
1221174,,True,Gorging Smash,135784,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
464240,,True,Reflective Shield,458412,2 seconds,False,False,212827,High Priest Aemya,14954,,True,Zone Name Not Found,False
423682,,True,Embrace the Light,458225,Instant,False,True,207940,Prioress Murrpray,14954,,True,Zone Name Not Found,False
453345,,True,Abyssal Rot,608955,1.5 seconds,False,False,211341,Manifested Shadow,-1,,False,Zone Name Not Found,False
427609,,True,Disrupting Shout,589118,3 seconds,False,False,206696,Arathi Knight,14954,,True,Zone Name Not Found,False
319592,,True,Stone Shattering Leap,1016245,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
423062,,True,Hammer of Purity,236253,2 seconds,False,False,207939,Baron Braunpyke,14954,,True,Zone Name Not Found,False
1216815,,True,Void Pulsar,4914669,4 seconds,False,False,236933,Xal'atath,-1,,False,Zone Name Not Found,False
473046,,True,Skewering Root,5351059,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
450756,,True,Abyssal Howl,136192,1.5 seconds,False,False,214762,Nightfall Commander,-1,,False,Zone Name Not Found,False
451026,,True,Darkness Comes,1097742,3 seconds,False,False,211087,Speaker Shadowcrown,14971,,True,Zone Name Not Found,False
438473,,True,Gossamer Onslaught,237431,4 seconds,False,False,213179,Avanoxx,15093,,True,Zone Name Not Found,False
1238782,,True,Earthshattering Spear,451165,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
438618,,True,Venomous Spit,136016,1.5 seconds,False,False,214840,Engorged Crawler,14979,,True,Zone Name Not Found,False
461487,,True,Cultivated Poisons,5764924,1 second,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
468815,,True,Gigazap,1370984,Instant,False,True,226404,Geezle Gigazap,15452,,True,Zone Name Not Found,False
205523,,True,Blackout Kick,574575,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
108270,,True,Stone Bulwark Totem,538572,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
438476,,True,Alerting Shrill,252188,1.5 seconds,False,False,213179,Avanoxx,15093,,True,Zone Name Not Found,False
326438,,True,Sin Quake,136025,Instant,False,True,164557,Shard of Halkias,12831,,True,Zone Name Not Found,False
446368,,True,Sacrificial Pyre,236249,3 seconds,False,False,207939,Baron Braunpyke,14954,,True,Zone Name Not Found,False
357509,,True,Wild Thrash,1033474,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
326794,,True,Dark Communion,3528308,1.5 seconds,False,False,167876,Inquisitor Sigar,12831,,True,Zone Name Not Found,False
328791,,True,Ritual of Woe,237536,3 seconds,False,False,164218,Lord Chamberlain,12831,,True,Zone Name Not Found,False
326440,,True,Sin Quake,136025,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
348451,,True,Bypass Code: Morke,1323037,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1236693,,True,Shadowy Dissolution,4914666,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
372610,,True,Skyward Ascent,4640498,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
451102,,True,Shadowy Decay,633004,2 seconds,False,False,211261,Ascendant Vis'coxria,-1,,False,Zone Name Not Found,False
423121,,True,Hammer of Purity,236253,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1221483,,True,Arcing Energy,1041233,1.5 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
288229,,True,Set Keystone Level: 12,136243,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
323126,,True,Telekinetic Collision,236305,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1221533,,True,Erratic Ritual,451167,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
1235809,,True,Stone Watcher,3852566,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
351086,,True,Power Overwhelming,1033914,Instant,False,True,177269,So'leah,13577,,True,Zone Name Not Found,False
1235766,,True,Mortal Strike,3486356,2 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
424423,,True,Lunging Strike,135134,2.5 seconds,False,False,211291,Sergeant Shaynemail,14954,,True,Zone Name Not Found,False
355577,,True,Crackle,839979,2.5 seconds,False,False,178171,Stormforged Guardian,13577,,True,Zone Name Not Found,False
424431,,True,Holy Radiance,236252,2 seconds,False,False,211290,Elaena Emberlanz,14954,,True,Zone Name Not Found,False
350101,,True,Chains of Damnation,463560,2.5 seconds,False,False,176705,Venza Goldfuse,13577,,True,Zone Name Not Found,False
451032,,True,Darkness Comes,1097742,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
326849,,True,Dispersed Sin,3528310,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
450860,,True,Dark Orb,136210,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
355581,,True,Crackle,839979,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
127801,,True,Composting,134012,Instant,False,True,65310,Turnip Punching Bag,-1,,False,Zone Name Not Found,False
85948,,True,Festering Strike,879926,Instant,False,True,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
448888,,True,Erosive Spray,5764922,1.5 seconds,False,False,213937,Rasha'nan,-1,,False,Zone Name Not Found,False
448213,,True,Expel Webs,5764927,2 seconds,False,False,-1,NPC Name Not Found,-1,,False,Zone Name Not Found,False
