log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
CmMfz62cnahNvqLG,,kill,28:10,1690,112442,Tazavesh: So'leah's Gambit,20,Fortified,1:04 AM
DzCMrKXjkcZBn816,4,kill,29:12,1752,62660,"Ara-Kara, City of Echoes",,,7:55 PM
DzCMrKXjkcZBn816,1,wipe,3:40,220,62660,"Ara-Kara, City of Echoes",,,7:46 PM
DzCMrKXjkcZBn816,2,wipe,2:58,178,62660,"Ara-Kara, City of Echoes",,,7:50 PM
DzCMrKXjkcZBn816,3,wipe,1:57,117,62660,"Ara-Kara, City of Echoes",,,7:53 PM
DzCMrKXjkcZBn816,8,kill,30:34,1834,62662,The Dawnbreaker,,,9:40 PM
DzCMrKXjkcZBn816,5,wipe,5:58,358,62662,The Dawnbreaker,,,8:35 PM
DzCMrKXjkcZBn816,6,wipe,17:29,1049,62662,The Dawnbreaker,,,8:41 PM
DzCMrKXjkcZBn816,7,wipe,29:08,1748,62662,The Dawnbreaker,,,8:58 PM
DzCMrKXjkcZBn816,16,kill,31:13,1873,62649,Priory of the Sacred Flame,,,11:39 PM
DzCMrKXjkcZBn816,10,wipe,3:43,223,62649,Priory of the Sacred Flame,,,10:42 PM
DzCMrKXjkcZBn816,11,wipe,4:43,283,62649,Priory of the Sacred Flame,,,10:46 PM
DzCMrKXjkcZBn816,12,wipe,15:56,956,62649,Priory of the Sacred Flame,,,10:50 PM
DzCMrKXjkcZBn816,13,wipe,11:19,679,62649,Priory of the Sacred Flame,,,11:12 PM
DzCMrKXjkcZBn816,14,wipe,11:19,679,62649,Priory of the Sacred Flame,,,11:23 PM
DzCMrKXjkcZBn816,15,wipe,4:12,252,62649,Priory of the Sacred Flame,,,11:34 PM
DzCMrKXjkcZBn816,17,wipe,16:48,1008,112441,Tazavesh: Streets of Wonder,,,12:24 AM
DzCMrKXjkcZBn816,18,wipe,5:32,332,112441,Tazavesh: Streets of Wonder,,,12:41 AM
DzCMrKXjkcZBn816,19,wipe,2:56,176,112441,Tazavesh: Streets of Wonder,,,12:46 AM
DzCMrKXjkcZBn816,20,wipe,14:59,899,112441,Tazavesh: Streets of Wonder,,,12:49 AM
DzCMrKXjkcZBn816,,kill,28:10,1690,112442,Tazavesh: So'leah's Gambit,20,Fortified,1:04 AM
9aCktvPc4MD8xG2h,1,kill,33:43,2023,62287,Halls of Atonement,,,7:12 PM
9aCktvPc4MD8xG2h,2,kill,31:02,1862,62287,Halls of Atonement,,,7:53 PM
9aCktvPc4MD8xG2h,,kill,29:25,1765,12830,Eco-Dome Al'dani,19,Fortified,8:31 PM
9aCktvPc4MD8xG2h,7,kill,28:05,1685,62660,"Ara-Kara, City of Echoes",,,9:09 PM
9aCktvPc4MD8xG2h,6,wipe,2:04,124,62660,"Ara-Kara, City of Echoes",,,9:07 PM
9aCktvPc4MD8xG2h,9,kill,28:16,1696,62662,The Dawnbreaker,,,9:46 PM
9aCktvPc4MD8xG2h,8,wipe,2:38,158,62662,The Dawnbreaker,,,9:43 PM
kC8Ld6jDmpGgc3zQ,4,kill,29:12,1752,62660,"Ara-Kara, City of Echoes",,,7:55 PM
kC8Ld6jDmpGgc3zQ,1,wipe,3:40,220,62660,"Ara-Kara, City of Echoes",,,7:46 PM
kC8Ld6jDmpGgc3zQ,2,wipe,2:58,178,62660,"Ara-Kara, City of Echoes",,,7:50 PM
kC8Ld6jDmpGgc3zQ,3,wipe,1:57,117,62660,"Ara-Kara, City of Echoes",,,7:53 PM
kC8Ld6jDmpGgc3zQ,8,kill,30:34,1834,62662,The Dawnbreaker,,,9:40 PM
kC8Ld6jDmpGgc3zQ,5,wipe,5:58,358,62662,The Dawnbreaker,,,8:35 PM
kC8Ld6jDmpGgc3zQ,6,wipe,17:29,1049,62662,The Dawnbreaker,,,8:41 PM
kC8Ld6jDmpGgc3zQ,7,wipe,29:08,1748,62662,The Dawnbreaker,,,8:58 PM
kC8Ld6jDmpGgc3zQ,16,kill,31:13,1873,62649,Priory of the Sacred Flame,,,11:39 PM
kC8Ld6jDmpGgc3zQ,10,wipe,3:43,223,62649,Priory of the Sacred Flame,,,10:42 PM
kC8Ld6jDmpGgc3zQ,11,wipe,4:43,283,62649,Priory of the Sacred Flame,,,10:46 PM
kC8Ld6jDmpGgc3zQ,12,wipe,15:56,956,62649,Priory of the Sacred Flame,,,10:50 PM
kC8Ld6jDmpGgc3zQ,13,wipe,11:19,679,62649,Priory of the Sacred Flame,,,11:12 PM
kC8Ld6jDmpGgc3zQ,14,wipe,11:19,679,62649,Priory of the Sacred Flame,,,11:23 PM
kC8Ld6jDmpGgc3zQ,15,wipe,4:12,252,62649,Priory of the Sacred Flame,,,11:34 PM
aRHyWvGgdc62MAzQ,4,kill,29:12,1752,62660,"Ara-Kara, City of Echoes",,,7:55 PM
aRHyWvGgdc62MAzQ,1,wipe,3:40,220,62660,"Ara-Kara, City of Echoes",,,7:46 PM
aRHyWvGgdc62MAzQ,2,wipe,2:58,178,62660,"Ara-Kara, City of Echoes",,,7:50 PM
aRHyWvGgdc62MAzQ,3,wipe,1:57,117,62660,"Ara-Kara, City of Echoes",,,7:53 PM
aRHyWvGgdc62MAzQ,8,kill,30:34,1834,62662,The Dawnbreaker,,,9:40 PM
aRHyWvGgdc62MAzQ,5,wipe,5:58,358,62662,The Dawnbreaker,,,8:35 PM
aRHyWvGgdc62MAzQ,6,wipe,17:29,1049,62662,The Dawnbreaker,,,8:41 PM
aRHyWvGgdc62MAzQ,7,wipe,29:08,1748,62662,The Dawnbreaker,,,8:58 PM
JB19L7wCdaHTQ4rN,,kill,31:37,1897,62773,Operation: Floodgate,15,Tyrannical,11:23 PM
JB19L7wCdaHTQ4rN,,kill,28:06,1686,62660,"Ara-Kara, City of Echoes",14,Tyrannical,12:03 AM
JB19L7wCdaHTQ4rN,,kill,25:52,1552,62662,The Dawnbreaker,12,Tyrannical,1:20 AM
MZdmCnQ4cvJ1X6hP,4,kill,29:12,1752,62660,"Ara-Kara, City of Echoes",,,7:55 PM
MZdmCnQ4cvJ1X6hP,1,wipe,3:40,220,62660,"Ara-Kara, City of Echoes",,,7:46 PM
MZdmCnQ4cvJ1X6hP,2,wipe,2:58,178,62660,"Ara-Kara, City of Echoes",,,7:50 PM
MZdmCnQ4cvJ1X6hP,3,wipe,1:57,117,62660,"Ara-Kara, City of Echoes",,,7:53 PM
MZdmCnQ4cvJ1X6hP,5,wipe,5:58,358,62662,The Dawnbreaker,,,8:35 PM
MZdmCnQ4cvJ1X6hP,6,wipe,0:00,0,62662,The Dawnbreaker,,,8:41 PM
ZrAqLKgJNYVPDX3d,,kill,47:25,2845,62660,"Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Voidbound,5:09 PM
dGchmDzq6xQ4Zwkb,4,kill,30:48,1848,12830,Eco-Dome Al'dani,,,10:32 PM
dGchmDzq6xQ4Zwkb,23,kill,24:03,1443,12830,Eco-Dome Al'dani,,,7:44 PM
dGchmDzq6xQ4Zwkb,53,kill,25:46,1546,12830,Eco-Dome Al'dani,,,5:41 PM
dGchmDzq6xQ4Zwkb,1,wipe,6:27,387,12830,Eco-Dome Al'dani,,,3:55 PM
dGchmDzq6xQ4Zwkb,2,wipe,39:26,2366,62287,Halls of Atonement,,,7:31 PM
dGchmDzq6xQ4Zwkb,3,wipe,8:24,504,62287,Halls of Atonement,,,8:48 PM
dGchmDzq6xQ4Zwkb,24,wipe,2:57,177,62287,Halls of Atonement,,,3:23 PM
dGchmDzq6xQ4Zwkb,25,wipe,2:14,134,62287,Halls of Atonement,,,3:26 PM
dGchmDzq6xQ4Zwkb,26,wipe,13:42,822,62287,Halls of Atonement,,,3:28 PM
dGchmDzq6xQ4Zwkb,27,wipe,13:22,802,62287,Halls of Atonement,,,3:42 PM
dGchmDzq6xQ4Zwkb,28,wipe,10:53,653,62287,Halls of Atonement,,,3:55 PM
dGchmDzq6xQ4Zwkb,29,wipe,50:31,3031,62287,Halls of Atonement,,,4:06 PM
dGchmDzq6xQ4Zwkb,40,wipe,17:43,1063,62287,Halls of Atonement,,,6:18 PM
dGchmDzq6xQ4Zwkb,41,wipe,2:56,176,62287,Halls of Atonement,,,6:41 PM
dGchmDzq6xQ4Zwkb,42,wipe,16:25,985,62287,Halls of Atonement,,,6:44 PM
dGchmDzq6xQ4Zwkb,60,wipe,16:13,973,62287,Halls of Atonement,,,9:31 PM
dGchmDzq6xQ4Zwkb,6,wipe,21:21,1281,62660,"Ara-Kara, City of Echoes",,,4:20 PM
dGchmDzq6xQ4Zwkb,7,wipe,19:21,1161,62660,"Ara-Kara, City of Echoes",,,4:42 PM
dGchmDzq6xQ4Zwkb,8,wipe,4:23,263,62660,"Ara-Kara, City of Echoes",,,5:01 PM
dGchmDzq6xQ4Zwkb,9,wipe,5:56,356,62660,"Ara-Kara, City of Echoes",,,5:05 PM
dGchmDzq6xQ4Zwkb,10,wipe,3:21,201,62660,"Ara-Kara, City of Echoes",,,5:11 PM
dGchmDzq6xQ4Zwkb,13,wipe,11:09,669,62660,"Ara-Kara, City of Echoes",,,11:50 PM
dGchmDzq6xQ4Zwkb,14,wipe,9:57,597,62660,"Ara-Kara, City of Echoes",,,12:02 AM
dGchmDzq6xQ4Zwkb,15,wipe,2:36,156,62660,"Ara-Kara, City of Echoes",,,12:12 AM
dGchmDzq6xQ4Zwkb,16,wipe,14:04,844,62660,"Ara-Kara, City of Echoes",,,12:14 AM
dGchmDzq6xQ4Zwkb,54,wipe,27:38,1658,62660,"Ara-Kara, City of Echoes",,,6:27 PM
dGchmDzq6xQ4Zwkb,55,wipe,9:34,574,62660,"Ara-Kara, City of Echoes",,,6:54 PM
dGchmDzq6xQ4Zwkb,56,wipe,10:07,607,62660,"Ara-Kara, City of Echoes",,,7:04 PM
dGchmDzq6xQ4Zwkb,61,wipe,3:16,196,62660,"Ara-Kara, City of Echoes",,,10:11 PM
dGchmDzq6xQ4Zwkb,63,wipe,3:18,198,62660,"Ara-Kara, City of Echoes",,,10:40 PM
dGchmDzq6xQ4Zwkb,64,wipe,8:15,495,62660,"Ara-Kara, City of Echoes",,,10:44 PM
dGchmDzq6xQ4Zwkb,65,wipe,12:09,729,62660,"Ara-Kara, City of Echoes",,,11:05 PM
dGchmDzq6xQ4Zwkb,66,wipe,16:12,972,62660,"Ara-Kara, City of Echoes",,,6:34 PM
dGchmDzq6xQ4Zwkb,43,kill,26:49,1609,62773,Operation: Floodgate,,,7:46 PM
dGchmDzq6xQ4Zwkb,50,kill,31:44,1904,62773,Operation: Floodgate,,,4:16 PM
dGchmDzq6xQ4Zwkb,12,wipe,9:01,541,62773,Operation: Floodgate,,,5:27 PM
dGchmDzq6xQ4Zwkb,62,wipe,6:56,416,62773,Operation: Floodgate,,,10:23 PM
dGchmDzq6xQ4Zwkb,71,wipe,5:13,313,62773,Operation: Floodgate,,,8:53 PM
dGchmDzq6xQ4Zwkb,46,kill,23:59,1439,62662,The Dawnbreaker,,,9:27 PM
dGchmDzq6xQ4Zwkb,58,kill,26:14,1574,62662,The Dawnbreaker,,,8:50 PM
dGchmDzq6xQ4Zwkb,38,wipe,2:57,177,62662,The Dawnbreaker,,,5:24 PM
dGchmDzq6xQ4Zwkb,45,wipe,15:46,946,62662,The Dawnbreaker,,,9:11 PM
dGchmDzq6xQ4Zwkb,57,wipe,25:20,1520,62662,The Dawnbreaker,,,8:25 PM
dGchmDzq6xQ4Zwkb,68,wipe,32:49,1969,62662,The Dawnbreaker,,,7:58 PM
dGchmDzq6xQ4Zwkb,69,wipe,5:51,351,62662,The Dawnbreaker,,,8:31 PM
dGchmDzq6xQ4Zwkb,70,wipe,12:07,727,62662,The Dawnbreaker,,,8:36 PM
dGchmDzq6xQ4Zwkb,44,wipe,26:58,1618,112442,Tazavesh: So'leah's Gambit,,,8:32 PM
dGchmDzq6xQ4Zwkb,67,wipe,24:57,1497,112442,Tazavesh: So'leah's Gambit,,,7:02 PM
dGchmDzq6xQ4Zwkb,,kill,27:12,1632,62649,Priory of the Sacred Flame,16,,9:59 PM
dGchmDzq6xQ4Zwkb,49,kill,36:37,2197,112441,Tazavesh: Streets of Wonder,,,10:42 PM
dGchmDzq6xQ4Zwkb,51,wipe,3:36,216,112441,Tazavesh: Streets of Wonder,,,4:50 PM
dGchmDzq6xQ4Zwkb,52,wipe,19:55,1195,112441,Tazavesh: Streets of Wonder,,,4:54 PM
qyjDGtAk98BFWJLr,5,kill,33:13,1993,62660,"Ara-Kara, City of Echoes",,,10:11 AM
qyjDGtAk98BFWJLr,1,wipe,15:13,913,62660,"Ara-Kara, City of Echoes",,,9:11 AM
qyjDGtAk98BFWJLr,2,wipe,9:48,588,62660,"Ara-Kara, City of Echoes",,,9:30 AM
qyjDGtAk98BFWJLr,3,wipe,14:00,840,62660,"Ara-Kara, City of Echoes",,,9:45 AM
qyjDGtAk98BFWJLr,4,wipe,11:06,666,62660,"Ara-Kara, City of Echoes",,,10:00 AM
RfG4QgC1Kpt8dTjr,3,kill,31:05,1865,112441,Tazavesh: Streets of Wonder,,,5:58 AM
RfG4QgC1Kpt8dTjr,15,kill,33:20,2000,112441,Tazavesh: Streets of Wonder,,,9:01 AM
RfG4QgC1Kpt8dTjr,19,kill,32:34,1954,112441,Tazavesh: Streets of Wonder,,,10:08 AM
RfG4QgC1Kpt8dTjr,1,wipe,1:38,98,112441,Tazavesh: Streets of Wonder,,,5:48 AM
RfG4QgC1Kpt8dTjr,2,wipe,7:46,466,112441,Tazavesh: Streets of Wonder,,,5:50 AM
RfG4QgC1Kpt8dTjr,14,wipe,3:35,215,112441,Tazavesh: Streets of Wonder,,,8:58 AM
RfG4QgC1Kpt8dTjr,16,wipe,0:00,0,112441,Tazavesh: Streets of Wonder,,,9:35 AM
RfG4QgC1Kpt8dTjr,17,wipe,26:26,1586,112441,Tazavesh: Streets of Wonder,,,9:40 AM
RfG4QgC1Kpt8dTjr,18,wipe,2:25,145,112441,Tazavesh: Streets of Wonder,,,10:06 AM
RfG4QgC1Kpt8dTjr,4,wipe,2:34,154,62287,Halls of Atonement,,,6:42 AM
RfG4QgC1Kpt8dTjr,5,wipe,2:24,144,62287,Halls of Atonement,,,6:44 AM
RfG4QgC1Kpt8dTjr,9,kill,32:16,1936,12830,Eco-Dome Al'dani,,,7:34 AM
RfG4QgC1Kpt8dTjr,8,wipe,14:43,883,12830,Eco-Dome Al'dani,,,7:19 AM
RfG4QgC1Kpt8dTjr,10,wipe,11:10,670,62660,"Ara-Kara, City of Echoes",,,8:17 AM
RfG4QgC1Kpt8dTjr,11,wipe,2:58,178,62660,"Ara-Kara, City of Echoes",,,8:28 AM
RfG4QgC1Kpt8dTjr,12,wipe,10:15,615,62660,"Ara-Kara, City of Echoes",,,8:31 AM
WYzCd3vaXqMkbADG,,kill,33:15,1995,62287,Halls of Atonement,14,Tyrannical,7:47 AM
WYzCd3vaXqMkbADG,,kill,29:11,1751,62660,"Ara-Kara, City of Echoes",14,Tyrannical,8:39 AM
NMW9hgkmxDydPwCb,,wipe,7:07,427,62660,"Ara-Kara, City of Echoes",11,Xal'atath's Bargain: Pulsar,3:54 AM
NMW9hgkmxDydPwCb,,wipe,33:03,1983,62287,Halls of Atonement,12,Tyrannical,4:06 AM
NMW9hgkmxDydPwCb,,wipe,9:36,576,62773,Operation: Floodgate,12,Tyrannical,4:45 AM
NMW9hgkmxDydPwCb,,kill,32:55,1975,112441,Tazavesh: Streets of Wonder,13,Tyrannical,6:38 AM
ZNA6bg7q3D8BmXf2,,kill,26:47,1607,112442,Tazavesh: So'leah's Gambit,14,,4:08 AM
ZNA6bg7q3D8BmXf2,2,wipe,4:53,293,62660,"Ara-Kara, City of Echoes",,,5:02 AM
ZNA6bg7q3D8BmXf2,3,wipe,23:11,1391,62660,"Ara-Kara, City of Echoes",,,6:16 AM
ymx7T6JrXAfV81zg,1,wipe,3:23,203,62660,"Ara-Kara, City of Echoes",,,2:38 AM
ymx7T6JrXAfV81zg,2,wipe,7:55,475,62660,"Ara-Kara, City of Echoes",,,2:42 AM
ymx7T6JrXAfV81zg,,kill,33:56,2036,62773,Operation: Floodgate,15,Fortified,3:50 AM
1tQabvkRZ4BzfWxd,,kill,22:04,1324,112442,Tazavesh: So'leah's Gambit,12,Tyrannical,10:20 PM
1tQabvkRZ4BzfWxd,6,kill,25:25,1525,62649,Priory of the Sacred Flame,,,11:03 PM
1tQabvkRZ4BzfWxd,8,wipe,13:54,834,62649,Priory of the Sacred Flame,,,1:00 AM
1tQabvkRZ4BzfWxd,,wipe,31:12,1872,112441,Tazavesh: Streets of Wonder,12,Tyrannical,1:19 AM
1tQabvkRZ4BzfWxd,,kill,23:28,1408,62660,"Ara-Kara, City of Echoes",12,,2:08 AM
ByCGrdDnYKmjVwcR,,kill,31:04,1864,62649,Priory of the Sacred Flame,17,Fortified,3:18 PM
ByCGrdDnYKmjVwcR,2,kill,30:17,1817,62660,"Ara-Kara, City of Echoes",,,3:55 PM
ByCGrdDnYKmjVwcR,3,kill,29:42,1782,62660,"Ara-Kara, City of Echoes",,,4:36 PM
ByCGrdDnYKmjVwcR,,kill,28:45,1725,112442,Tazavesh: So'leah's Gambit,18,Tyrannical,5:14 PM
ByCGrdDnYKmjVwcR,,kill,31:32,1892,62662,The Dawnbreaker,18,Tyrannical,7:14 PM
ByCGrdDnYKmjVwcR,,kill,35:13,2113,62287,Halls of Atonement,18,Tyrannical,8:53 PM
F3k2Pz4xg8rNCmfJ,,kill,26:52,1612,12830,Eco-Dome Al'dani,18,Fortified,3:36 PM
F3k2Pz4xg8rNCmfJ,3,kill,27:00,1620,112442,Tazavesh: So'leah's Gambit,,,4:11 PM
F3k2Pz4xg8rNCmfJ,16,kill,29:02,1742,112442,Tazavesh: So'leah's Gambit,,,7:52 PM
F3k2Pz4xg8rNCmfJ,2,wipe,3:55,235,112442,Tazavesh: So'leah's Gambit,,,4:07 PM
F3k2Pz4xg8rNCmfJ,15,wipe,9:41,581,112442,Tazavesh: So'leah's Gambit,,,7:42 PM
F3k2Pz4xg8rNCmfJ,,kill,30:53,1853,62287,Halls of Atonement,18,Fortified,4:46 PM
F3k2Pz4xg8rNCmfJ,,wipe,13:18,798,62773,Operation: Floodgate,18,Tyrannical,5:23 PM
F3k2Pz4xg8rNCmfJ,12,kill,29:36,1776,62660,"Ara-Kara, City of Echoes",,,6:26 PM
F3k2Pz4xg8rNCmfJ,8,wipe,3:00,180,62660,"Ara-Kara, City of Echoes",,,6:03 PM
F3k2Pz4xg8rNCmfJ,9,wipe,14:15,855,62660,"Ara-Kara, City of Echoes",,,6:06 PM
F3k2Pz4xg8rNCmfJ,,kill,31:48,1908,62662,The Dawnbreaker,19,Tyrannical,7:02 PM
