log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
JB19L7wCdaHTQ4rN,,kill,28:06,1686,62660,"Ara-Kara, City of Echoes",14,Tyrannical,12:03 AM
MZdmCnQ4cvJ1X6hP,4,kill,29:12,1752,62660,"Ara-Kara, City of Echoes",,,7:55 PM
MZdmCnQ4cvJ1X6hP,1,wipe,3:40,220,62660,"Ara-Kara, City of Echoes",,,7:46 PM
MZdmCnQ4cvJ1X6hP,2,wipe,2:58,178,62660,"Ara-Kara, City of Echoes",,,7:50 PM
MZdmCnQ4cvJ1X6hP,3,wipe,1:57,117,62660,"Ara-Kara, City of Echoes",,,7:53 PM
ZrAqLKgJNYVPDX3d,,kill,47:25,2845,62660,"Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Voidbound,5:09 PM
dGchmDzq6xQ4Zwkb,6,wipe,21:21,1281,62660,"Ara-Kara, City of Echoes",,,4:20 PM
dGchmDzq6xQ4Zwkb,7,wipe,19:21,1161,62660,"Ara-Kara, City of Echoes",,,4:42 PM
dGchmDzq6xQ4Zwkb,8,wipe,4:23,263,62660,"Ara-Kara, City of Echoes",,,5:01 PM
dGchmDzq6xQ4Zwkb,9,wipe,5:56,356,62660,"Ara-Kara, City of Echoes",,,5:05 PM
dGchmDzq6xQ4Zwkb,10,wipe,3:21,201,62660,"Ara-Kara, City of Echoes",,,5:11 PM
dGchmDzq6xQ4Zwkb,13,wipe,11:09,669,62660,"Ara-Kara, City of Echoes",,,11:50 PM
dGchmDzq6xQ4Zwkb,14,wipe,9:57,597,62660,"Ara-Kara, City of Echoes",,,12:02 AM
dGchmDzq6xQ4Zwkb,15,wipe,2:36,156,62660,"Ara-Kara, City of Echoes",,,12:12 AM
dGchmDzq6xQ4Zwkb,16,wipe,14:04,844,62660,"Ara-Kara, City of Echoes",,,12:14 AM
dGchmDzq6xQ4Zwkb,54,wipe,27:38,1658,62660,"Ara-Kara, City of Echoes",,,6:27 PM
dGchmDzq6xQ4Zwkb,55,wipe,9:34,574,62660,"Ara-Kara, City of Echoes",,,6:54 PM
dGchmDzq6xQ4Zwkb,56,wipe,10:07,607,62660,"Ara-Kara, City of Echoes",,,7:04 PM
dGchmDzq6xQ4Zwkb,61,wipe,3:16,196,62660,"Ara-Kara, City of Echoes",,,10:11 PM
dGchmDzq6xQ4Zwkb,63,wipe,3:18,198,62660,"Ara-Kara, City of Echoes",,,10:40 PM
dGchmDzq6xQ4Zwkb,64,wipe,8:15,495,62660,"Ara-Kara, City of Echoes",,,10:44 PM
dGchmDzq6xQ4Zwkb,65,wipe,12:09,729,62660,"Ara-Kara, City of Echoes",,,11:05 PM
dGchmDzq6xQ4Zwkb,66,wipe,16:12,972,62660,"Ara-Kara, City of Echoes",,,6:34 PM
qyjDGtAk98BFWJLr,5,kill,33:13,1993,62660,"Ara-Kara, City of Echoes",,,10:11 AM
qyjDGtAk98BFWJLr,1,wipe,15:13,913,62660,"Ara-Kara, City of Echoes",,,9:11 AM
qyjDGtAk98BFWJLr,2,wipe,9:48,588,62660,"Ara-Kara, City of Echoes",,,9:30 AM
qyjDGtAk98BFWJLr,3,wipe,14:00,840,62660,"Ara-Kara, City of Echoes",,,9:45 AM
qyjDGtAk98BFWJLr,4,wipe,11:06,666,62660,"Ara-Kara, City of Echoes",,,10:00 AM
RfG4QgC1Kpt8dTjr,10,wipe,11:10,670,62660,"Ara-Kara, City of Echoes",,,8:17 AM
RfG4QgC1Kpt8dTjr,11,wipe,2:58,178,62660,"Ara-Kara, City of Echoes",,,8:28 AM
RfG4QgC1Kpt8dTjr,12,wipe,10:15,615,62660,"Ara-Kara, City of Echoes",,,8:31 AM
WYzCd3vaXqMkbADG,,kill,29:11,1751,62660,"Ara-Kara, City of Echoes",14,Tyrannical,8:39 AM
NMW9hgkmxDydPwCb,,wipe,7:07,427,62660,"Ara-Kara, City of Echoes",11,Xal'atath's Bargain: Pulsar,3:54 AM
ZNA6bg7q3D8BmXf2,2,wipe,4:53,293,62660,"Ara-Kara, City of Echoes",,,5:02 AM
ZNA6bg7q3D8BmXf2,3,wipe,23:11,1391,62660,"Ara-Kara, City of Echoes",,,6:16 AM
ymx7T6JrXAfV81zg,1,wipe,3:23,203,62660,"Ara-Kara, City of Echoes",,,2:38 AM
ymx7T6JrXAfV81zg,2,wipe,7:55,475,62660,"Ara-Kara, City of Echoes",,,2:42 AM
1tQabvkRZ4BzfWxd,,kill,23:28,1408,62660,"Ara-Kara, City of Echoes",12,,2:08 AM
ByCGrdDnYKmjVwcR,2,kill,30:17,1817,62660,"Ara-Kara, City of Echoes",,,3:55 PM
ByCGrdDnYKmjVwcR,3,kill,29:42,1782,62660,"Ara-Kara, City of Echoes",,,4:36 PM
F3k2Pz4xg8rNCmfJ,12,kill,29:36,1776,62660,"Ara-Kara, City of Echoes",,,6:26 PM
F3k2Pz4xg8rNCmfJ,8,wipe,3:00,180,62660,"Ara-Kara, City of Echoes",,,6:03 PM
F3k2Pz4xg8rNCmfJ,9,wipe,14:15,855,62660,"Ara-Kara, City of Echoes",,,6:06 PM
RhajLZkyNMJGwT4X,,kill,30:13,1813,62660,"Ara-Kara, City of Echoes",12,,6:40 PM
VY8k6TNQPydtDfp2,3,kill,28:11,1691,62660,"Ara-Kara, City of Echoes",,,4:13 PM
VY8k6TNQPydtDfp2,2,wipe,5:32,332,62660,"Ara-Kara, City of Echoes",,,4:07 PM
NV9Gbkj213DxYdzT,2,kill,30:17,1817,62660,"Ara-Kara, City of Echoes",,,3:55 PM
NV9Gbkj213DxYdzT,3,kill,29:42,1782,62660,"Ara-Kara, City of Echoes",,,4:36 PM
K2TvPHtcVnyq6fj7,3,kill,28:11,1691,62660,"Ara-Kara, City of Echoes",,,4:13 PM
K2TvPHtcVnyq6fj7,2,wipe,5:32,332,62660,"Ara-Kara, City of Echoes",,,4:07 PM
fkZLgncHNG2haQw1,,kill,31:22,1882,62660,"Ara-Kara, City of Echoes",12,,11:24 AM
DtzB9d3MhLW6Aq4G,1,kill,34:30,2070,62660,"Ara-Kara, City of Echoes",,,6:44 PM
DtzB9d3MhLW6Aq4G,4,kill,32:01,1921,62660,"Ara-Kara, City of Echoes",,,7:34 PM
WJb9cvnCt24G6gph,1,wipe,2:05,125,62660,"Ara-Kara, City of Echoes",,,11:22 PM
WJb9cvnCt24G6gph,2,wipe,3:03,183,62660,"Ara-Kara, City of Echoes",,,11:24 PM
WJb9cvnCt24G6gph,3,wipe,5:35,335,62660,"Ara-Kara, City of Echoes",,,11:27 PM
WJb9cvnCt24G6gph,4,wipe,1:04,64,62660,"Ara-Kara, City of Echoes",,,11:33 PM
CvF1N8yfYPWRMkjd,,kill,28:14,1694,62660,"Ara-Kara, City of Echoes",18,Fortified,4:15 AM
vYk4GVcbLWHXx8qC,12,kill,32:15,1935,62660,"Ara-Kara, City of Echoes",,,3:10 AM
vYk4GVcbLWHXx8qC,9,wipe,2:14,134,62660,"Ara-Kara, City of Echoes",,,3:02 AM
vYk4GVcbLWHXx8qC,10,wipe,1:20,80,62660,"Ara-Kara, City of Echoes",,,3:04 AM
vYk4GVcbLWHXx8qC,11,wipe,3:00,180,62660,"Ara-Kara, City of Echoes",,,3:07 AM
pKjLZrf4JN6TQdX7,4,kill,32:15,1935,62660,"Ara-Kara, City of Echoes",,,3:10 AM
pKjLZrf4JN6TQdX7,1,wipe,2:14,134,62660,"Ara-Kara, City of Echoes",,,3:02 AM
pKjLZrf4JN6TQdX7,2,wipe,3:14,194,62660,"Ara-Kara, City of Echoes",,,3:04 AM
pKjLZrf4JN6TQdX7,3,wipe,3:00,180,62660,"Ara-Kara, City of Echoes",,,3:07 AM
AzVk6Z7FK2vgQntD,2,wipe,2:30,150,62660,"Ara-Kara, City of Echoes",,,4:31 PM
AzVk6Z7FK2vgQntD,3,wipe,2:57,177,62660,"Ara-Kara, City of Echoes",,,4:34 PM
AzVk6Z7FK2vgQntD,4,wipe,2:59,179,62660,"Ara-Kara, City of Echoes",,,4:37 PM
AzVk6Z7FK2vgQntD,16,wipe,3:31,211,62660,"Ara-Kara, City of Echoes",,,1:18 AM
AzVk6Z7FK2vgQntD,17,wipe,12:11,731,62660,"Ara-Kara, City of Echoes",,,1:22 AM
JjpQbKzwPakq3LAX,5,kill,26:35,1595,62660,"Ara-Kara, City of Echoes",,,11:02 PM
JjpQbKzwPakq3LAX,2,wipe,1:42,102,62660,"Ara-Kara, City of Echoes",,,10:52 PM
g1XGKWmqthaMjQvN,,kill,28:49,1729,62660,"Ara-Kara, City of Echoes",12,Tyrannical,3:48 PM
p8mWCJr73DTdynNH,5,wipe,7:14,434,62660,"Ara-Kara, City of Echoes",,,10:16 PM
p8mWCJr73DTdynNH,6,wipe,15:56,956,62660,"Ara-Kara, City of Echoes",,,10:24 PM
p8mWCJr73DTdynNH,7,wipe,4:39,279,62660,"Ara-Kara, City of Echoes",,,10:40 PM
r8QfcBtJqHR4Lw3C,,wipe,3:02,182,62660,"Ara-Kara, City of Echoes",12,Tyrannical,7:20 PM
pJjxd4zyCnQYPFgV,7,kill,34:23,2063,62660,"Ara-Kara, City of Echoes",,,2:43 PM
pJjxd4zyCnQYPFgV,4,wipe,20:12,1212,62660,"Ara-Kara, City of Echoes",,,1:07 PM
xHz4a8mnB2pLcAfP,2,wipe,3:33,213,62660,"Ara-Kara, City of Echoes",,,4:32 PM
xHz4a8mnB2pLcAfP,3,wipe,8:38,518,62660,"Ara-Kara, City of Echoes",,,4:36 PM
xHz4a8mnB2pLcAfP,4,wipe,7:39,459,62660,"Ara-Kara, City of Echoes",,,4:44 PM
Vmf916YPw48TCNLc,,wipe,8:15,495,62660,"Ara-Kara, City of Echoes",17,Tyrannical,12:38 PM
pwWbkZLT137PrYCt,4,wipe,2:57,177,62660,"Ara-Kara, City of Echoes",,,9:35 PM
pwWbkZLT137PrYCt,5,wipe,2:23,143,62660,"Ara-Kara, City of Echoes",,,9:38 PM
pwWbkZLT137PrYCt,6,wipe,2:26,146,62660,"Ara-Kara, City of Echoes",,,9:41 PM
pwWbkZLT137PrYCt,7,wipe,3:53,233,62660,"Ara-Kara, City of Echoes",,,9:43 PM
zbc2Pdx6RCkpH4Xf,20,kill,26:48,1608,62660,"Ara-Kara, City of Echoes",,,6:14 AM
zbc2Pdx6RCkpH4Xf,11,wipe,2:42,162,62660,"Ara-Kara, City of Echoes",,,4:40 AM
zbc2Pdx6RCkpH4Xf,12,wipe,3:00,180,62660,"Ara-Kara, City of Echoes",,,4:43 AM
zbc2Pdx6RCkpH4Xf,13,wipe,19:49,1189,62660,"Ara-Kara, City of Echoes",,,4:46 AM
zbc2Pdx6RCkpH4Xf,14,wipe,3:14,194,62660,"Ara-Kara, City of Echoes",,,5:06 AM
zbc2Pdx6RCkpH4Xf,15,wipe,2:56,176,62660,"Ara-Kara, City of Echoes",,,5:09 AM
zbc2Pdx6RCkpH4Xf,16,wipe,21:56,1316,62660,"Ara-Kara, City of Echoes",,,5:12 AM
zbc2Pdx6RCkpH4Xf,17,wipe,4:36,276,62660,"Ara-Kara, City of Echoes",,,5:51 AM
zbc2Pdx6RCkpH4Xf,18,wipe,3:37,217,62660,"Ara-Kara, City of Echoes",,,5:55 AM
zbc2Pdx6RCkpH4Xf,19,wipe,15:40,940,62660,"Ara-Kara, City of Echoes",,,5:59 AM
bFm7hY1CMDwy4NgJ,6,kill,30:09,1809,62660,"Ara-Kara, City of Echoes",,,7:14 AM
bFm7hY1CMDwy4NgJ,2,wipe,7:55,475,62660,"Ara-Kara, City of Echoes",,,6:44 AM
bFm7hY1CMDwy4NgJ,3,wipe,5:02,302,62660,"Ara-Kara, City of Echoes",,,6:55 AM
bFm7hY1CMDwy4NgJ,4,wipe,10:49,649,62660,"Ara-Kara, City of Echoes",,,7:00 AM
bFm7hY1CMDwy4NgJ,5,wipe,3:24,204,62660,"Ara-Kara, City of Echoes",,,7:11 AM
m1vzTPZ3XVDgk2Nq,1,wipe,2:26,146,62660,"Ara-Kara, City of Echoes",,,4:53 AM
m1vzTPZ3XVDgk2Nq,2,wipe,12:05,725,62660,"Ara-Kara, City of Echoes",,,4:56 AM
m1vzTPZ3XVDgk2Nq,3,wipe,5:29,329,62660,"Ara-Kara, City of Echoes",,,5:12 AM
m1vzTPZ3XVDgk2Nq,4,wipe,15:29,929,62660,"Ara-Kara, City of Echoes",,,5:18 AM
m1vzTPZ3XVDgk2Nq,6,wipe,26:16,1576,62660,"Ara-Kara, City of Echoes",,,5:41 AM
3kLN8GzyCHxTq6pB,,kill,26:48,1608,62660,"Ara-Kara, City of Echoes",12,Tyrannical,6:14 AM
VwLAP8dxKvNfrmTW,14,wipe,6:11,371,62660,"Ara-Kara, City of Echoes",,,3:29 AM
VwLAP8dxKvNfrmTW,15,wipe,11:30,690,62660,"Ara-Kara, City of Echoes",,,3:35 AM
VwLAP8dxKvNfrmTW,16,wipe,10:38,638,62660,"Ara-Kara, City of Echoes",,,3:47 AM
kxGYrAHPjX4Qb21v,,kill,29:24,1764,62660,"Ara-Kara, City of Echoes",12,Tyrannical,4:37 AM
zXTRHxmPM1NbnAgd,,kill,29:24,1764,62660,"Ara-Kara, City of Echoes",12,Tyrannical,4:37 AM
1k4qnwFy7Wx3tPzf,1,wipe,2:42,162,62660,"Ara-Kara, City of Echoes",,,4:40 AM
1k4qnwFy7Wx3tPzf,2,wipe,3:00,180,62660,"Ara-Kara, City of Echoes",,,4:43 AM
1k4qnwFy7Wx3tPzf,3,wipe,19:48,1188,62660,"Ara-Kara, City of Echoes",,,4:46 AM
1k4qnwFy7Wx3tPzf,4,wipe,3:14,194,62660,"Ara-Kara, City of Echoes",,,5:06 AM
1k4qnwFy7Wx3tPzf,5,wipe,2:56,176,62660,"Ara-Kara, City of Echoes",,,5:09 AM
1k4qnwFy7Wx3tPzf,6,wipe,21:56,1316,62660,"Ara-Kara, City of Echoes",,,5:12 AM
1WHZN6bG2VwRPAvh,1,wipe,2:10,130,62660,"Ara-Kara, City of Echoes",,,3:48 AM
1WHZN6bG2VwRPAvh,2,wipe,9:34,574,62660,"Ara-Kara, City of Echoes",,,3:50 AM
2wRmB64JybnXzp7K,3,kill,30:49,1849,62660,"Ara-Kara, City of Echoes",,,4:36 PM
2wRmB64JybnXzp7K,28,kill,26:43,1603,62660,"Ara-Kara, City of Echoes",,,2:09 AM
2wRmB64JybnXzp7K,1,wipe,19:36,1176,62660,"Ara-Kara, City of Echoes",,,3:57 PM
2wRmB64JybnXzp7K,2,wipe,8:27,507,62660,"Ara-Kara, City of Echoes",,,4:28 PM
2wRmB64JybnXzp7K,27,wipe,2:14,134,62660,"Ara-Kara, City of Echoes",,,2:07 AM
mbgX8ZcJnxaG2RPK,,kill,27:33,1653,62660,"Ara-Kara, City of Echoes",15,Tyrannical,9:22 PM
cadZVWMt1zvQXhpR,11,kill,30:57,1857,62660,"Ara-Kara, City of Echoes",,,7:21 PM
cadZVWMt1zvQXhpR,2,wipe,2:40,160,62660,"Ara-Kara, City of Echoes",,,4:19 PM
cadZVWMt1zvQXhpR,3,wipe,2:24,144,62660,"Ara-Kara, City of Echoes",,,4:22 PM
cadZVWMt1zvQXhpR,4,wipe,9:54,594,62660,"Ara-Kara, City of Echoes",,,4:24 PM
cadZVWMt1zvQXhpR,7,wipe,2:50,170,62660,"Ara-Kara, City of Echoes",,,6:25 PM
cadZVWMt1zvQXhpR,8,wipe,2:12,132,62660,"Ara-Kara, City of Echoes",,,6:28 PM
cadZVWMt1zvQXhpR,10,wipe,16:22,982,62660,"Ara-Kara, City of Echoes",,,7:04 PM
jqb2RLpWm9GDNw14,,kill,24:11,1451,62660,"Ara-Kara, City of Echoes",12,Tyrannical,9:02 PM
yWKa8dVvF7gZPqkC,,kill,24:57,1497,62660,"Ara-Kara, City of Echoes",14,,7:49 PM
VgnpXwtk3Q6MRLHc,3,wipe,12:34,754,62660,"Ara-Kara, City of Echoes",,,6:37 PM
VgnpXwtk3Q6MRLHc,4,wipe,26:07,1567,62660,"Ara-Kara, City of Echoes",,,6:52 PM
V8ZLFDzjxfBJKN3c,19,wipe,5:34,334,62660,"Ara-Kara, City of Echoes",,,3:16 PM
V8ZLFDzjxfBJKN3c,20,wipe,2:38,158,62660,"Ara-Kara, City of Echoes",,,3:22 PM
V8ZLFDzjxfBJKN3c,21,wipe,28:32,1712,62660,"Ara-Kara, City of Echoes",,,3:24 PM
vbTCQ9Vj7hf1dWgn,,kill,29:48,1788,62660,"Ara-Kara, City of Echoes",17,Fortified,3:40 PM
NLTHZD4zBwaJqWRt,,kill,29:48,1788,62660,"Ara-Kara, City of Echoes",17,Fortified,3:40 PM
BFTMftNbCdZ2L7gH,,wipe,11:43,703,62660,"Ara-Kara, City of Echoes",12,Fortified,3:21 PM
qJm7RNZPhTWpvK4y,,wipe,11:43,703,62660,"Ara-Kara, City of Echoes",12,Fortified,3:21 PM
Vw4L3kP2NTMmYzFa,,wipe,11:43,703,62660,"Ara-Kara, City of Echoes",12,Fortified,3:21 PM
TCbqXf7R4wMNxBG6,1,wipe,4:06,246,62660,"Ara-Kara, City of Echoes",,,2:38 PM
TCbqXf7R4wMNxBG6,2,wipe,20:46,1246,62660,"Ara-Kara, City of Echoes",,,2:42 PM
TCbqXf7R4wMNxBG6,3,wipe,21:43,1303,62660,"Ara-Kara, City of Echoes",,,3:03 PM
QZVRKcj6yCzHtbFX,1,wipe,4:06,246,62660,"Ara-Kara, City of Echoes",,,2:38 PM
QZVRKcj6yCzHtbFX,2,wipe,10:26,626,62660,"Ara-Kara, City of Echoes",,,2:42 PM
nm8RACNB2GXvDW9f,4,wipe,14:33,873,62660,"Ara-Kara, City of Echoes",,,12:56 PM
nm8RACNB2GXvDW9f,5,wipe,2:25,145,62660,"Ara-Kara, City of Echoes",,,1:11 PM
GaZ1ywmCRHp8MhcK,,kill,30:24,1824,62660,"Ara-Kara, City of Echoes",17,Fortified,12:25 PM
RN3gCHVmBrvakYj8,,kill,21:15,1275,62660,"Ara-Kara, City of Echoes",13,,5:24 AM
4YT6mv21dzaqnhVj,8,kill,29:59,1799,62660,"Ara-Kara, City of Echoes",,,5:01 AM
4YT6mv21dzaqnhVj,6,wipe,5:34,334,62660,"Ara-Kara, City of Echoes",,,3:47 AM
4YT6mv21dzaqnhVj,7,wipe,4:06,246,62660,"Ara-Kara, City of Echoes",,,4:57 AM
Qj4K3b1CMdFmWVny,,kill,37:51,2271,62660,"Ara-Kara, City of Echoes",14,Fortified,3:55 AM
kZVf46yD28JawRTr,,wipe,5:34,334,62660,"Ara-Kara, City of Echoes",14,Fortified,3:47 AM
BJmND37dkCA4apGb,11,kill,27:37,1657,62660,"Ara-Kara, City of Echoes",,,8:13 PM
BJmND37dkCA4apGb,10,wipe,2:30,150,62660,"Ara-Kara, City of Echoes",,,8:04 PM
xgQPMV8L4vjJq7fW,,wipe,9:33,573,62660,"Ara-Kara, City of Echoes",15,Fortified,1:42 AM
pAnBtXchzVfqQK91,,wipe,8:22,502,62660,"Ara-Kara, City of Echoes",14,Fortified,10:17 PM
zWKdACgX41Nwntap,3,kill,30:36,1836,62660,"Ara-Kara, City of Echoes",,,11:25 PM
zWKdACgX41Nwntap,1,wipe,2:34,154,62660,"Ara-Kara, City of Echoes",,,11:20 PM
zWKdACgX41Nwntap,2,wipe,2:28,148,62660,"Ara-Kara, City of Echoes",,,11:23 PM
6tZ3PhQwkqKn2MmD,,wipe,9:33,573,62660,"Ara-Kara, City of Echoes",15,Fortified,1:42 AM
DbWLf4H6MYhNKv3A,,kill,25:01,1501,62660,"Ara-Kara, City of Echoes",12,Fortified,5:23 PM
TvDqb3Lyh6B8kZz7,3,kill,25:14,1514,62660,"Ara-Kara, City of Echoes",,,2:31 PM
TvDqb3Lyh6B8kZz7,2,wipe,20:52,1252,62660,"Ara-Kara, City of Echoes",,,2:10 PM
Ky9Vhv2PXWZ6QqnR,7,wipe,0:53,53,62660,"Ara-Kara, City of Echoes",,,5:30 PM
Ky9Vhv2PXWZ6QqnR,8,wipe,17:40,1060,62660,"Ara-Kara, City of Echoes",,,5:34 PM
CRMcvzX1A8GDh2nk,15,kill,27:46,1666,62660,"Ara-Kara, City of Echoes",,,11:15 AM
CRMcvzX1A8GDh2nk,11,wipe,25:39,1539,62660,"Ara-Kara, City of Echoes",,,10:12 AM
CRMcvzX1A8GDh2nk,12,wipe,8:36,516,62660,"Ara-Kara, City of Echoes",,,10:38 AM
CRMcvzX1A8GDh2nk,13,wipe,2:44,164,62660,"Ara-Kara, City of Echoes",,,10:46 AM
CRMcvzX1A8GDh2nk,14,wipe,25:58,1558,62660,"Ara-Kara, City of Echoes",,,10:49 AM
mWJxqFpQZGRD7bcy,,wipe,11:56,716,62660,"Ara-Kara, City of Echoes",15,Tyrannical,10:45 AM
ZCNhYtQJ1kGcjXnz,,kill,28:55,1735,62660,"Ara-Kara, City of Echoes",12,Tyrannical,6:12 AM
jMfdw2XVgyQCL34Y,,kill,26:30,1590,62660,"Ara-Kara, City of Echoes",12,Tyrannical,8:26 AM
28QCMT3Rdpv6Pkft,5,kill,23:08,1388,62660,"Ara-Kara, City of Echoes",,,6:44 AM
28QCMT3Rdpv6Pkft,4,wipe,4:01,241,62660,"Ara-Kara, City of Echoes",,,6:32 AM
bCTthyBAfk643N8X,2,wipe,4:48,288,62660,"Ara-Kara, City of Echoes",,,5:59 AM
bCTthyBAfk643N8X,3,wipe,1:15,75,62660,"Ara-Kara, City of Echoes",,,6:04 AM
bCTthyBAfk643N8X,4,wipe,3:04,184,62660,"Ara-Kara, City of Echoes",,,6:10 AM
bCTthyBAfk643N8X,5,wipe,6:07,367,62660,"Ara-Kara, City of Echoes",,,6:13 AM
JR4xmHAP17cY93Kv,,kill,27:44,1664,62660,"Ara-Kara, City of Echoes",19,Tyrannical,9:17 PM
ZyAK1YXpWj8HLFf3,17,kill,25:33,1533,62660,"Ara-Kara, City of Echoes",,,2:34 AM
