log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,zone_name,boss_level,affix_icon,fight_time
X42LHrv6njbkaVZC,,wipe,14:47,887,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",3,Xal'atath's Bargain: Voidbound,1:33 AM
RvDdNCm3VkYf1PTw,,wipe,18:15,1095,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",2,Xal'atath's Bargain: Voidbound,12:22 AM
BJj1y4LnDKcdkY7b,,wipe,18:15,1095,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",2,Xal'atath's Bargain: Voidbound,12:22 AM
QxkbfzFD2WRPCgMY,,wipe,12:13,733,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",2,Xal'atath's Bargain: Voidbound,12:22 AM
DF1qbKdHXGBP8rWN,,wipe,37:53,2273,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",5,Xal'atath's Bargain: Ascendant,6:08 PM
pArDBP8Zy4kw7Lmj,1,wipe,23:39,1419,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,3:34 PM
pArDBP8Zy4kw7Lmj,2,wipe,47:50,2870,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,4:01 PM
pArDBP8Zy4kw7Lmj,1,wipe,23:39,1419,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,3:34 PM
pArDBP8Zy4kw7Lmj,2,wipe,47:50,2870,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,4:01 PM
T8aYft2NXVgKLrnv,,kill,54:32,3272,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Voidbound,3:14 PM
KCXwtHkRmLVJr4qD,,wipe,2:09:26,7766,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Voidbound,3:52 PM
QhTZAGpyHKnFVtRg,,kill,44:35,2675,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Voidbound,11:43 AM
BbnLz8qKPM9ZWdTg,,wipe,20:55,1255,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",5,Xal'atath's Bargain: Voidbound,12:02 AM
pR8HwB7gaJZYcqPx,,wipe,20:55,1255,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",5,Xal'atath's Bargain: Voidbound,12:02 AM
ZpmcVYwdyzXDbr8n,,wipe,20:55,1255,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",5,Xal'atath's Bargain: Voidbound,12:02 AM
BvaFjq6cfYZgphJw,,wipe,12:57,777,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",5,Xal'atath's Bargain: Voidbound,12:00 PM
dgLKkRHANB32Yvpj,7,kill,19:41,1181,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,1:59 AM
dgLKkRHANB32Yvpj,5,wipe,35:17,2117,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,12:06 AM
dgLKkRHANB32Yvpj,6,wipe,1:17:37,4657,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,12:42 AM
dgLKkRHANB32Yvpj,5,wipe,35:17,2117,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,12:06 AM
dgLKkRHANB32Yvpj,6,wipe,1:17:37,4657,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,12:42 AM
Aq9ZwjR2thcPNYz1,,wipe,21:32,1292,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Voidbound,2:31 AM
K9WNwhVX12AjgD4f,,kill,36:21,2181,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,3:33 PM
BTG2g8HW3wzRXPct,,kill,36:21,2181,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,3:25 PM
cQ3YFwNyLVAqbHMv,10,wipe,20:32,1232,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,2:28 AM
cQ3YFwNyLVAqbHMv,11,wipe,50:18,3018,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,2:48 AM
cQ3YFwNyLVAqbHMv,12,wipe,25:39,1539,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,3:40 AM
cQ3YFwNyLVAqbHMv,10,wipe,20:32,1232,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,2:28 AM
cQ3YFwNyLVAqbHMv,11,wipe,50:18,3018,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,2:48 AM
cQ3YFwNyLVAqbHMv,12,wipe,25:39,1539,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,3:40 AM
ZJaQCRD8T4jMcV9F,,wipe,3:26,206,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",4,Xal'atath's Bargain: Frenzied,10:30 AM
cfdTQwZ43yqhJjkr,1,wipe,25:31,1531,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,10:34 AM
cfdTQwZ43yqhJjkr,6,wipe,41:25,2485,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,12:04 PM
cfdTQwZ43yqhJjkr,1,wipe,25:31,1531,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,10:34 AM
cfdTQwZ43yqhJjkr,6,wipe,41:25,2485,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,12:04 PM
tyRBPLZY1cDhvdmF,1,wipe,11:52,712,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,9:31 AM
tyRBPLZY1cDhvdmF,6,wipe,17:56,1076,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,12:00 PM
tyRBPLZY1cDhvdmF,1,wipe,11:52,712,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,9:31 AM
tyRBPLZY1cDhvdmF,6,wipe,17:56,1076,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,12:00 PM
84qmzRbHtcL6PaBh,,kill,27:36,1656,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",7,Xal'atath's Bargain: Voidbound,1:30 AM
wzyJ7BFWmQRxdH3G,,wipe,57:27,3447,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,12:03 AM
W2dvBxYa8y1CLXHg,,kill,40:06,2406,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",3,Fortified,12:02 AM
cyr9XHKDgx8CmP6F,,kill,1:11:41,4301,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,2:17 PM
kwGTPm3HjZvBJA6Q,,kill,53:52,3232,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,4:23 PM
crJxhR6BzGn7ZvyX,,kill,45:11,2711,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",6,Xal'atath's Bargain: Ascendant,5:01 AM
X4knPWaNCx6HRZwz,,wipe,1:06:02,3962,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Frenzied,2:26 AM
GTJwZmyKVpnqBthx,,kill,1:11:33,4293,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Voidbound,9:22 PM
1LGJ4jBVDRN8ta97,29,wipe,12:59,779,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,1:38 AM
1LGJ4jBVDRN8ta97,30,wipe,6:52,412,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,1:51 AM
1LGJ4jBVDRN8ta97,29,wipe,12:59,779,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,1:38 AM
1LGJ4jBVDRN8ta97,30,wipe,6:52,412,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,1:51 AM
HyJwf8t7NF3DkPQd,,wipe,50:30,3030,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Frenzied,9:52 PM
FqDazcMkBWJdZ98C,6,wipe,24:48,1488,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,2:36 PM
FqDazcMkBWJdZ98C,7,wipe,18:13,1093,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,3:01 PM
FqDazcMkBWJdZ98C,6,wipe,24:48,1488,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,2:36 PM
FqDazcMkBWJdZ98C,7,wipe,18:13,1093,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,3:01 PM
36C9M8YWKkzwJyBT,,wipe,0:00,0,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",3,Xal'atath's Bargain: Frenzied,5:03 PM
Kk1QTx96nzvZXGLV,7,kill,28:49,1729,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,10:09 AM
Kk1QTx96nzvZXGLV,21,kill,30:35,1835,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,8:40 PM
CY2zRZFrNgpjq7at,1,kill,27:36,1656,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,4:29 PM
CY2zRZFrNgpjq7at,12,kill,44:11,2651,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,8:43 PM
D3LWBjnCR6af7pgA,7,wipe,12:59,779,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,4:53 PM
D3LWBjnCR6af7pgA,8,wipe,13:15,795,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:06 PM
D3LWBjnCR6af7pgA,9,wipe,21:48,1308,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:19 PM
D3LWBjnCR6af7pgA,7,wipe,12:59,779,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,4:53 PM
D3LWBjnCR6af7pgA,8,wipe,13:15,795,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:06 PM
D3LWBjnCR6af7pgA,9,wipe,21:48,1308,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:19 PM
CNzT4nQ23HwkK7Z6,3,kill,21:44,1304,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:10 PM
CNzT4nQ23HwkK7Z6,2,wipe,5:46,346,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:04 PM
qfQTAwjGrHdNhn2K,,kill,25:33,1533,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",12,Tyrannical,3:39 PM
JYfKt3Aph6QW8cGV,,kill,28:20,1700,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,3:19 AM
pNM81VhX7bY2t4yC,14,kill,45:17,2717,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,9:39 PM
pNM81VhX7bY2t4yC,13,wipe,3:26,206,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,9:35 PM
naDhgQHCyp7FNz1q,,kill,37:06,2226,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,8:19 PM
BtAC7Pr4m6jygQDf,,wipe,13:26,806,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",3,Xal'atath's Bargain: Frenzied,7:33 AM
HF4ZrjkCYxmw9pMh,,wipe,1:06:02,3962,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Frenzied,2:26 AM
vwN3xG8DnpqCPhyV,,wipe,1:06:02,3962,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Frenzied,2:26 AM
RNDq4czHjK13ambG,,wipe,1:05:44,3944,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",3,Xal'atath's Bargain: Frenzied,10:03 PM
87yrQgafTcNwRYkJ,6,wipe,6:42,402,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:10 PM
87yrQgafTcNwRYkJ,7,wipe,2:37,157,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:20 PM
87yrQgafTcNwRYkJ,8,wipe,1:29:05,5345,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:23 PM
87yrQgafTcNwRYkJ,9,wipe,4:50,290,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,6:54 PM
87yrQgafTcNwRYkJ,6,wipe,6:42,402,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:10 PM
87yrQgafTcNwRYkJ,7,wipe,2:37,157,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:20 PM
87yrQgafTcNwRYkJ,8,wipe,1:29:05,5345,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,5:23 PM
87yrQgafTcNwRYkJ,9,wipe,4:50,290,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,6:54 PM
T6RAfFWDv47LHxCh,2,kill,25:31,1531,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,11:35 AM
T6RAfFWDv47LHxCh,1,wipe,4:08,248,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,11:30 AM
jc4naf9xPLzpYtG1,,kill,29:08,1748,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Frenzied,5:41 PM
9jYGbwXga1JDKcyr,,kill,26:02,1562,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Frenzied,10:38 AM
Mv3jCLzwXbF27cKq,,wipe,27:43,1663,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",7,Xal'atath's Bargain: Frenzied,6:21 AM
RmWJr23HzcP6vQLf,,wipe,40:37,2437,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,12:59 PM
mb2wGBRX93KtfyWx,1,wipe,14:17,857,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,3:44 PM
mb2wGBRX93KtfyWx,2,wipe,16:13,973,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,4:00 PM
mb2wGBRX93KtfyWx,1,wipe,14:17,857,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,3:44 PM
mb2wGBRX93KtfyWx,2,wipe,16:13,973,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,4:00 PM
HkQNhVpq4PmGxaBb,,kill,18:36,1116,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,8:42 AM
8gnPNp4FHC3hd2wG,,kill,18:36,1116,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,8:42 AM
BCtVxaMhyLXmAjfW,,kill,47:22,2842,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",3,Tyrannical,4:25 AM
LWfyK68GdJMYXBzb,,wipe,34:48,2088,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",7,Xal'atath's Bargain: Ascendant,2:01 AM
YHAMw6VTJjqpm4zx,,wipe,45:54,2754,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,6:55 PM
gTCMZDwX9783czjY,,kill,27:09,1629,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",5,Xal'atath's Bargain: Ascendant,4:48 PM
QgdTfCc7NVpPK8z9,,wipe,8:39,519,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",3,Xal'atath's Bargain: Ascendant,6:49 PM
4Ck7GyKZrf23WTzw,,kill,48:25,2905,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Frenzied,2:33 PM
VHZTQ1pwLj6fnPFt,,kill,23:23,1403,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,4:27 PM
bCH92cVWDg1MJpmG,,kill,18:07,1087,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",7,Xal'atath's Bargain: Frenzied,11:59 AM
NqH1JWXpvg4yhmAz,,wipe,1:23:20,5000,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,9:36 PM
dQ7htfzN3xRy6Vgk,,wipe,56:34,3394,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",7,Xal'atath's Bargain: Ascendant,5:13 PM
hMtXzd6mf7RGkZWB,3,kill,22:09,1329,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,1:39 PM
hMtXzd6mf7RGkZWB,2,wipe,25:32,1532,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",,,1:13 PM
Fv3Lh7HqcmNXG4KM,,kill,1:29:40,5380,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,5:51 PM
Ay2qfwnWaRY4gMQb,,kill,1:27:36,5256,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,9:26 AM
1Z8FzDCp4hHtcPbM,,wipe,23:42,1422,12660,"Ara-Kara, City of Echoes","Ara-Kara, City of Echoes",10,Xal'atath's Bargain: Ascendant,10:07 PM
