,,,,,,,,,
,Mists of Tirna,2nd,m0,M>C,50%,,,,178707
"Neck (Evoker, m0)",4 available in m0,,m0,,32%,,29%,,
,,,,,,,,,
,Ara-Kara,2nd,both,V>C,50%,,,,221154
,Dawnbreaker,Last,both,C>H,33%,,,,225574
,Stonevault,3rd,both,M>H,33%,,,,221088
,,,,,,,,,
,Grim Batol,3rd,m0,V>C,33%,,,,133292
,Grim Batol,3rd,m0,M>C,33%,,,,133363
,Grim Batol,Last,m0,V>C,20%,,,,133309
"Back (Evoker, m0)",6 available in m0,,m0,,34%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Evoker,EvokerDev,EvokerPres,EvokerAug,ID
,City of Threads,Last,both,V>H,33%,,,,221189
,Dawnbreaker,1st,both,C>H,50%,,,,221136
,Dawnbreaker,2nd,both,V>M,25%,,,,221141
,,,,,,,,,
,Grim Batol,1st,m0,M>C,33%,,,,133286
,Grim Batol,2nd,m0,V>C,50%,,33%,,133287
,Grim Batol,Last,m0,H>M,20%,,,,133299
,Necrotic Wake,1st,m0,H>V,50%,,,,178736
,Necrotic Wake,Last,m0,V>C,50%,,33%,,178781
,Siege of Boralus,1st,m0,M>C,50%,,,,162541
,Siege of Boralus,3rd,m0,C>H,50%,33%,,33%,159461
"Ring (Evoker, m0)",10 available in m0,,m0,,56%,,54%,,
,,,,,,,,,
,Ara-Kara,1st,both,Int,33%,,,,221150
,Ara-Kara,Last,both,Int,33%,,,,221165
,City of Threads,2nd,both,Int,33%,25%,,25%,221171
,,,,,,,,,
,Grim Batol,1st,m0,Int,33%,,,,133283
,Mists of Tirna,1st,m0,Int,25%,,,,178709
,Necrotic Wake,2nd,m0,Int,50%,,,,178737
"Int1hWeapon (Evoker, m0)",6 available in m0,,m0,,35%,34%,,34%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Evoker,EvokerDev,EvokerPres,EvokerAug,ID
,City of Threads,1st,both,Int,33%,,,,221166
,Stonevault,3rd,both,Int,33%,,,,221085
,,,,,,,,,
,Grim Batol,Last,m0,Int,20%,,,,133303
,Mists of Tirna,Last,m0,Int,50%,,,,178714
"Int2hWeapon (Evoker, m0)",4 available in m0,,m0,,25%,,,,
,,,,,,,,,
,City of Threads,2nd,both,Int,33%,25%,,25%,221172
,Dawnbreaker,1st,both,Int,50%,,,,221132
,,,,,,,,,
"Offhand (Evoker, m0)",2 available in m0,,m0,,16%,15%,,15%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Evoker,EvokerDev,EvokerPres,EvokerAug,ID
,City of Threads,2nd,both,"Dps,Agi",25%,,0%,,219319
,Stonevault,3rd,both,"Dps,",33%,,0%,,219301
,,,,,,,,,
,Necrotic Wake,3rd,m0,"Dps,Int",50%,,0%,,178772
,Siege of Boralus,3rd,m0,"Dps,Int",33%,,0%,,159622
"DpsTrinket (Evoker, m0)",4 available in m0,,m0,,25%,,0%,,
,,,,,,,,,
,City of Threads,3rd,both,"Heal,Int",33%,0%,,0%,219320
,Stonevault,3rd,both,"Heal,Int",33%,0%,,0%,219302
,,,,,,,,,
,Grim Batol,2nd,m0,"Heal,",33%,0%,,0%,133304
,Necrotic Wake,Last,m0,"Heal,Int",33%,0%,,0%,178783
"HealTrinket (Evoker, m0)",4 available in m0,,m0,,24%,0%,,0%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Evoker,EvokerDev,EvokerPres,EvokerAug,ID
,Ara-Kara,1st,both,,33%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",33%,,,,219317
,City of Threads,1st,both,,33%,,,,219318
,City of Threads,Last,both,Int,33%,,,,219321
,Dawnbreaker,2nd,both,"Agi,Int",25%,,,,219312
,Stonevault,Last,both,,100%,,,,219303
,,,,,,,,,
,Grim Batol,Last,m0,,20%,,,,133305
,Mists of Tirna,1st,m0,Int,25%,,,,178708
"AnyroleTrinket (Evoker, m0)",8 available in m0,,m0,,47%,,,,
