,Grim Batol,2nd,m0,V>C,50%,,,33%,133287
,Grim Batol,Last,m0,H>M,25%,20%,,20%,133299
,Necrotic Wake,1st,m0,H>V,50%,,,,178736
,Necrotic Wake,Last,m0,V>C,50%,,,33%,178781
,Siege of Boralus,1st,m0,M>C,50%,,33%,,162541
,Siege of Boralus,3rd,m0,C>H,50%,33%,33%,,159461
"Ring (Shaman, m0)",10 available in m0,,m0,,61%,56%,,54%,
,,,,,,,,,
,Dawnbreaker,Last,both,Agi,25%,0%,,0%,212398
,Stonevault,Last,both,Agi,50%,0%,,0%,221090
,,,,,,,,,
,Siege of Boralus,1st,m0,Agi,33%,0%,,0%,159973
"Agi1hWeapon (Shaman, m0)",3 available in m0,,m0,,20%,0%,,0%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Shaman,ShamanEle,ShamanEnh,ShamanResto,ID
,Ara-Kara,Last,both,Int,33%,,0%,,221165
,City of Threads,2nd,both,Int,33%,25%,0%,,221171
,,,,,,,,,
,Grim Batol,1st,m0,Int,33%,,0%,,133283
,Mists of Tirna,1st,m0,Int,25%,,0%,,178709
"Int1hWeapon (Shaman, m0)",4 available in m0,,m0,,23%,21%,0%,,
,,,,,,,,,
,City of Threads,1st,both,Int,33%,,0%,,221166
,Stonevault,2nd,both,Int,50%,,0%,,221083
,Stonevault,3rd,both,Int,33%,,0%,,221085
,,,,,,,,,
,Grim Batol,Last,m0,Int,20%,,0%,,133303
,Mists of Tirna,Last,m0,Int,33%,,0%,,178714
"Int2hWeapon (Shaman, m0)",5 available in m0,,m0,,30%,,0%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Shaman,ShamanEle,ShamanEnh,ShamanResto,ID
,City of Threads,2nd,both,Int,33%,25%,0%,,221172
,Dawnbreaker,1st,both,Int,50%,,0%,,221132
,,,,,,,,,
"Offhand (Shaman, m0)",2 available in m0,,m0,,16%,15%,0%,,
,,,,,,,,,
,City of Threads,3rd,both,"Str,Int",33%,,0%,25%,221177
,Stonevault,1st,both,"Str,Int",33%,,0%,,221073
,,,,,,,,,
,Mists of Tirna,Last,m0,"Str,Int",33%,,0%,,178712
,Necrotic Wake,3rd,m0,"Str,Int",50%,33%,0%,,178750
"Shield (Shaman, m0)",4 available in m0,,m0,,25%,24%,0%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Shaman,ShamanEle,ShamanEnh,ShamanResto,ID
,City of Threads,2nd,both,"Dps,Agi",50%,25%,,0%,219319
,Stonevault,3rd,both,"Dps,",50%,33%,,0%,219301
,,,,,,,,,
,Necrotic Wake,3rd,m0,"Dps,Int",50%,33%,,0%,178772
,Siege of Boralus,3rd,m0,"Dps,Int",33%,,,0%,159622
"DpsTrinket (Shaman, m0)",4 available in m0,,m0,,32%,23%,,0%,
,,,,,,,,,
,City of Threads,3rd,both,"Heal,Int",25%,0%,0%,,219320
,Stonevault,3rd,both,"Heal,Int",33%,0%,0%,,219302
,,,,,,,,,
,Grim Batol,2nd,m0,"Heal,",33%,0%,0%,,133304
,Necrotic Wake,Last,m0,"Heal,Int",33%,0%,0%,,178783
"HealTrinket (Shaman, m0)",4 available in m0,,m0,,23%,0%,0%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Shaman,ShamanEle,ShamanEnh,ShamanResto,ID
,Ara-Kara,1st,both,,50%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",50%,33%,,33%,219317
,City of Threads,1st,both,,50%,33%,,33%,219318
,City of Threads,Last,both,Int,33%,,0%,,219321
,Dawnbreaker,2nd,both,"Agi,Int",25%,,,,219312
,Stonevault,Last,both,,100%,,50%,,219303
,,,,,,,,,
,Grim Batol,1st,m0,Agi,33%,0%,,0%,133282
,Grim Batol,Last,m0,,25%,20%,,20%,133305
,Mists of Tirna,1st,m0,Int,25%,,0%,,178708
,Mists of Tirna,2nd,m0,Agi,33%,0%,,0%,178715
,Necrotic Wake,2nd,m0,Agi,50%,0%,,0%,178742
,Siege of Boralus,2nd,m0,Agi,33%,0%,,0%,159623
"AnyroleTrinket (Shaman, m0)",10 available in m0,,m0,,57%,49%,,49%,
