log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
2wRmB64JybnXzp7K,13,wipe,5:57,357,12830,Eco-Dome Al'dani,,,7:32 PM
2wRmB64JybnXzp7K,14,wipe,2:48,168,12830,Eco-Dome Al'dani,,,7:43 PM
2wRmB64JybnXzp7K,15,wipe,9:13,553,12830,Eco-Dome Al'dani,,,7:45 PM
2wRmB64JybnXzp7K,13,wipe,5:57,357,12830,Eco-Dome Al'dani,,,7:32 PM
2wRmB64JybnXzp7K,14,wipe,2:48,168,12830,Eco-Dome Al'dani,,,7:43 PM
2wRmB64JybnXzp7K,15,wipe,9:13,553,12830,Eco-Dome Al'dani,,,7:45 PM
mbgX8ZcJnxaG2RPK,,kill,27:28,1648,12830,Eco-Dome Al'dani,15,Tyrannical,12:48 AM
V8ZLFDzjxfBJKN3c,,wipe,0:21,21,12830,Eco-Dome Al'dani,5:09,,5:09 PM
vbTCQ9Vj7hf1dWgn,,kill,28:14,1694,12830,Eco-Dome Al'dani,17,Fortified,3:06 PM
NLTHZD4zBwaJqWRt,,kill,28:14,1694,12830,Eco-Dome Al'dani,17,Fortified,3:06 PM
BFTMftNbCdZ2L7gH,,kill,29:06,1746,12830,Eco-Dome Al'dani,14,Fortified,3:44 PM
qJm7RNZPhTWpvK4y,,kill,29:06,1746,12830,Eco-Dome Al'dani,14,Fortified,3:44 PM
Vw4L3kP2NTMmYzFa,,kill,29:06,1746,12830,Eco-Dome Al'dani,14,Fortified,3:44 PM
nm8RACNB2GXvDW9f,,kill,22:28,1348,12830,Eco-Dome Al'dani,16,,10:46 AM
GaZ1ywmCRHp8MhcK,,kill,31:01,1861,12830,Eco-Dome Al'dani,15,Fortified,10:54 AM
BJmND37dkCA4apGb,,wipe,23:30,1410,12830,Eco-Dome Al'dani,15,Fortified,8:57 PM
Ky9Vhv2PXWZ6QqnR,2,kill,24:33,1473,12830,Eco-Dome Al'dani,,,10:57 PM
Ky9Vhv2PXWZ6QqnR,1,wipe,18:16,1096,12830,Eco-Dome Al'dani,,,10:34 PM
28QCMT3Rdpv6Pkft,,wipe,0:00,0,12830,Eco-Dome Al'dani,12,Fortified,5:19 AM
bCTthyBAfk643N8X,,kill,29:19,1759,12830,Eco-Dome Al'dani,15,Tyrannical,6:29 AM
JR4xmHAP17cY93Kv,27,kill,29:23,1763,12830,Eco-Dome Al'dani,,,3:42 AM
JR4xmHAP17cY93Kv,23,wipe,30:19,1819,12830,Eco-Dome Al'dani,,,2:22 AM
JR4xmHAP17cY93Kv,24,wipe,27:05,1625,12830,Eco-Dome Al'dani,,,2:53 AM
JR4xmHAP17cY93Kv,25,wipe,6:28,388,12830,Eco-Dome Al'dani,,,3:20 AM
JR4xmHAP17cY93Kv,26,wipe,16:18,978,12830,Eco-Dome Al'dani,,,3:26 AM
JR4xmHAP17cY93Kv,23,wipe,30:19,1819,12830,Eco-Dome Al'dani,,,2:22 AM
JR4xmHAP17cY93Kv,24,wipe,27:05,1625,12830,Eco-Dome Al'dani,,,2:53 AM
JR4xmHAP17cY93Kv,25,wipe,6:28,388,12830,Eco-Dome Al'dani,,,3:20 AM
JR4xmHAP17cY93Kv,26,wipe,16:18,978,12830,Eco-Dome Al'dani,,,3:26 AM
ZyAK1YXpWj8HLFf3,1,kill,25:44,1544,12830,Eco-Dome Al'dani,,,10:30 PM
ZyAK1YXpWj8HLFf3,21,kill,24:36,1476,12830,Eco-Dome Al'dani,,,3:45 AM
PwqtbGaZn2R1HmJp,,wipe,22:56,1376,12830,Eco-Dome Al'dani,12,Tyrannical,5:50 PM
DaM6rYJ2gFd8CQkx,17,kill,25:05,1505,12830,Eco-Dome Al'dani,,,6:13 PM
DaM6rYJ2gFd8CQkx,16,wipe,8:36,516,12830,Eco-Dome Al'dani,,,6:04 PM
zT6x4DXCdYbPakKn,,kill,22:26,1346,12830,Eco-Dome Al'dani,12,,6:47 PM
bkqZrzwLX8dpWgn6,,kill,35:53,2153,12830,Eco-Dome Al'dani,17,Fortified,6:35 AM
AVrKXy1RWdnDBpTM,2,kill,27:54,1674,12830,Eco-Dome Al'dani,,,4:44 AM
AVrKXy1RWdnDBpTM,3,wipe,0:00,0,12830,Eco-Dome Al'dani,,,5:19 AM
xZacHRBv3m241bYW,,kill,31:48,1908,12830,Eco-Dome Al'dani,12,Fortified,1:17 AM
Lk43NWtqPwgvby21,,wipe,9:50,590,12830,Eco-Dome Al'dani,17,,6:24 PM
kdNAm4LnPjxvagbF,4,wipe,25:05,1505,12830,Eco-Dome Al'dani,,,2:46 PM
kdNAm4LnPjxvagbF,5,wipe,1:40,100,12830,Eco-Dome Al'dani,,,3:12 PM
kdNAm4LnPjxvagbF,6,wipe,25:32,1532,12830,Eco-Dome Al'dani,,,3:16 PM
kdNAm4LnPjxvagbF,7,wipe,5:15,315,12830,Eco-Dome Al'dani,,,3:46 PM
kdNAm4LnPjxvagbF,4,wipe,25:05,1505,12830,Eco-Dome Al'dani,,,2:46 PM
kdNAm4LnPjxvagbF,5,wipe,1:40,100,12830,Eco-Dome Al'dani,,,3:12 PM
kdNAm4LnPjxvagbF,6,wipe,25:32,1532,12830,Eco-Dome Al'dani,,,3:16 PM
kdNAm4LnPjxvagbF,7,wipe,5:15,315,12830,Eco-Dome Al'dani,,,3:46 PM
HjkRwK7Yq9r38cPt,1,wipe,10:05,605,12830,Eco-Dome Al'dani,,,3:08 PM
HjkRwK7Yq9r38cPt,2,wipe,4:21,261,12830,Eco-Dome Al'dani,,,3:18 PM
HjkRwK7Yq9r38cPt,1,wipe,10:05,605,12830,Eco-Dome Al'dani,,,3:08 PM
HjkRwK7Yq9r38cPt,2,wipe,4:21,261,12830,Eco-Dome Al'dani,,,3:18 PM
ND69kabL8GcKT4Mp,10,kill,30:41,1841,12830,Eco-Dome Al'dani,,,3:59 PM
ND69kabL8GcKT4Mp,2,wipe,1:07,67,12830,Eco-Dome Al'dani,,,1:14 PM
ND69kabL8GcKT4Mp,3,wipe,4:59,299,12830,Eco-Dome Al'dani,,,1:21 PM
ND69kabL8GcKT4Mp,4,wipe,10:02,602,12830,Eco-Dome Al'dani,,,1:40 PM
ND69kabL8GcKT4Mp,5,wipe,15:39,939,12830,Eco-Dome Al'dani,,,1:57 PM
ND69kabL8GcKT4Mp,8,wipe,30:11,1811,12830,Eco-Dome Al'dani,,,3:01 PM
ND69kabL8GcKT4Mp,9,wipe,4:31,271,12830,Eco-Dome Al'dani,,,3:31 PM
ND69kabL8GcKT4Mp,2,wipe,1:07,67,12830,Eco-Dome Al'dani,,,1:14 PM
ND69kabL8GcKT4Mp,3,wipe,4:59,299,12830,Eco-Dome Al'dani,,,1:21 PM
ND69kabL8GcKT4Mp,4,wipe,10:02,602,12830,Eco-Dome Al'dani,,,1:40 PM
ND69kabL8GcKT4Mp,5,wipe,15:39,939,12830,Eco-Dome Al'dani,,,1:57 PM
ND69kabL8GcKT4Mp,8,wipe,30:11,1811,12830,Eco-Dome Al'dani,,,3:01 PM
ND69kabL8GcKT4Mp,9,wipe,4:31,271,12830,Eco-Dome Al'dani,,,3:31 PM
ZAmHQkMB9xKdtvgC,4,kill,30:24,1824,12830,Eco-Dome Al'dani,,,6:38 PM
ZAmHQkMB9xKdtvgC,1,wipe,10:53,653,12830,Eco-Dome Al'dani,,,6:05 PM
ZAmHQkMB9xKdtvgC,2,wipe,2:28,148,12830,Eco-Dome Al'dani,,,6:16 PM
ZAmHQkMB9xKdtvgC,3,wipe,8:18,498,12830,Eco-Dome Al'dani,,,6:18 PM
ZAmHQkMB9xKdtvgC,1,wipe,10:53,653,12830,Eco-Dome Al'dani,,,6:05 PM
ZAmHQkMB9xKdtvgC,2,wipe,2:28,148,12830,Eco-Dome Al'dani,,,6:16 PM
ZAmHQkMB9xKdtvgC,3,wipe,8:18,498,12830,Eco-Dome Al'dani,,,6:18 PM
fyt9vHYVTbcCFAZg,,kill,28:29,1709,12830,Eco-Dome Al'dani,12,Fortified,4:33 AM
YMBXxyGpzr37FZwh,1,wipe,3:13,193,12830,Eco-Dome Al'dani,,,2:28 AM
YMBXxyGpzr37FZwh,2,wipe,7:44,464,12830,Eco-Dome Al'dani,,,2:31 AM
YMBXxyGpzr37FZwh,8,wipe,20:00,1200,12830,Eco-Dome Al'dani,,,5:52 AM
YMBXxyGpzr37FZwh,1,wipe,3:13,193,12830,Eco-Dome Al'dani,,,2:28 AM
YMBXxyGpzr37FZwh,2,wipe,7:44,464,12830,Eco-Dome Al'dani,,,2:31 AM
YMBXxyGpzr37FZwh,8,wipe,20:00,1200,12830,Eco-Dome Al'dani,,,5:52 AM
2HMNPnvmqTyKC6aZ,2,wipe,25:43,1543,12830,Eco-Dome Al'dani,,,8:49 PM
2HMNPnvmqTyKC6aZ,11,wipe,10:48,648,12830,Eco-Dome Al'dani,,,1:07 AM
2HMNPnvmqTyKC6aZ,12,wipe,9:39,579,12830,Eco-Dome Al'dani,,,1:18 AM
2HMNPnvmqTyKC6aZ,2,wipe,25:43,1543,12830,Eco-Dome Al'dani,,,8:49 PM
2HMNPnvmqTyKC6aZ,11,wipe,10:48,648,12830,Eco-Dome Al'dani,,,1:07 AM
2HMNPnvmqTyKC6aZ,12,wipe,9:39,579,12830,Eco-Dome Al'dani,,,1:18 AM
6B2qM3TcYftxFJpK,5,kill,36:16,2176,12830,Eco-Dome Al'dani,,,5:52 PM
6B2qM3TcYftxFJpK,1,wipe,10:22,622,12830,Eco-Dome Al'dani,,,4:27 PM
6B2qM3TcYftxFJpK,2,wipe,13:45,825,12830,Eco-Dome Al'dani,,,4:38 PM
6B2qM3TcYftxFJpK,10,wipe,16:11,971,12830,Eco-Dome Al'dani,,,7:49 PM
6B2qM3TcYftxFJpK,13,wipe,4:16,256,12830,Eco-Dome Al'dani,,,8:58 PM
6B2qM3TcYftxFJpK,14,wipe,5:34,334,12830,Eco-Dome Al'dani,,,9:02 PM
6B2qM3TcYftxFJpK,15,wipe,4:35,275,12830,Eco-Dome Al'dani,,,9:08 PM
6B2qM3TcYftxFJpK,16,wipe,3:22,202,12830,Eco-Dome Al'dani,,,9:12 PM
6B2qM3TcYftxFJpK,17,wipe,8:50,530,12830,Eco-Dome Al'dani,,,9:16 PM
6B2qM3TcYftxFJpK,18,wipe,16:59,1019,12830,Eco-Dome Al'dani,,,9:24 PM
6B2qM3TcYftxFJpK,20,wipe,12:19,739,12830,Eco-Dome Al'dani,,,10:51 PM
6B2qM3TcYftxFJpK,21,wipe,11:45,705,12830,Eco-Dome Al'dani,,,11:03 PM
6B2qM3TcYftxFJpK,22,wipe,21:24,1284,12830,Eco-Dome Al'dani,,,11:15 PM
6B2qM3TcYftxFJpK,1,wipe,10:22,622,12830,Eco-Dome Al'dani,,,4:27 PM
6B2qM3TcYftxFJpK,2,wipe,13:45,825,12830,Eco-Dome Al'dani,,,4:38 PM
6B2qM3TcYftxFJpK,10,wipe,16:11,971,12830,Eco-Dome Al'dani,,,7:49 PM
6B2qM3TcYftxFJpK,13,wipe,4:16,256,12830,Eco-Dome Al'dani,,,8:58 PM
6B2qM3TcYftxFJpK,14,wipe,5:34,334,12830,Eco-Dome Al'dani,,,9:02 PM
6B2qM3TcYftxFJpK,15,wipe,4:35,275,12830,Eco-Dome Al'dani,,,9:08 PM
6B2qM3TcYftxFJpK,16,wipe,3:22,202,12830,Eco-Dome Al'dani,,,9:12 PM
6B2qM3TcYftxFJpK,17,wipe,8:50,530,12830,Eco-Dome Al'dani,,,9:16 PM
6B2qM3TcYftxFJpK,18,wipe,16:59,1019,12830,Eco-Dome Al'dani,,,9:24 PM
6B2qM3TcYftxFJpK,20,wipe,12:19,739,12830,Eco-Dome Al'dani,,,10:51 PM
6B2qM3TcYftxFJpK,21,wipe,11:45,705,12830,Eco-Dome Al'dani,,,11:03 PM
6B2qM3TcYftxFJpK,22,wipe,21:24,1284,12830,Eco-Dome Al'dani,,,11:15 PM
HP8xQGcChRXf63VB,,kill,26:48,1608,12830,Eco-Dome Al'dani,14,Fortified,10:53 PM
Pf3Qvp1Aqmy8agTj,,kill,27:10,1630,12830,Eco-Dome Al'dani,12,Fortified,9:02 PM
dJ8TPjrGxtCKN3g1,3,kill,19:24,1164,12830,Eco-Dome Al'dani,,,7:01 AM
dJ8TPjrGxtCKN3g1,14,kill,26:14,1574,12830,Eco-Dome Al'dani,,,9:13 AM
TPGZnkWz8KCthrM1,1,kill,28:48,1728,12830,Eco-Dome Al'dani,,,4:20 AM
TPGZnkWz8KCthrM1,6,kill,25:39,1539,12830,Eco-Dome Al'dani,,,5:26 AM
TPGZnkWz8KCthrM1,4,wipe,2:06,126,12830,Eco-Dome Al'dani,,,5:04 AM
TPGZnkWz8KCthrM1,5,wipe,7:03,423,12830,Eco-Dome Al'dani,,,5:13 AM
TPGZnkWz8KCthrM1,4,wipe,2:06,126,12830,Eco-Dome Al'dani,,,5:04 AM
TPGZnkWz8KCthrM1,5,wipe,7:03,423,12830,Eco-Dome Al'dani,,,5:13 AM
VGkN9TWnqKxPAzQ6,,kill,35:16,2116,12830,Eco-Dome Al'dani,12,Tyrannical,6:10 AM
3Arz2FntT9pkW8mV,1,wipe,16:10,970,12830,Eco-Dome Al'dani,,,1:36 AM
3Arz2FntT9pkW8mV,2,wipe,13:27,807,12830,Eco-Dome Al'dani,,,2:00 AM
3Arz2FntT9pkW8mV,3,wipe,3:14,194,12830,Eco-Dome Al'dani,,,2:26 AM
3Arz2FntT9pkW8mV,4,wipe,2:05,125,12830,Eco-Dome Al'dani,,,2:29 AM
3Arz2FntT9pkW8mV,1,wipe,16:10,970,12830,Eco-Dome Al'dani,,,1:36 AM
3Arz2FntT9pkW8mV,2,wipe,13:27,807,12830,Eco-Dome Al'dani,,,2:00 AM
3Arz2FntT9pkW8mV,3,wipe,3:14,194,12830,Eco-Dome Al'dani,,,2:26 AM
3Arz2FntT9pkW8mV,4,wipe,2:05,125,12830,Eco-Dome Al'dani,,,2:29 AM
AHm3XJhGYMpdQbWK,3,kill,28:13,1693,12830,Eco-Dome Al'dani,,,12:57 AM
AHm3XJhGYMpdQbWK,8,wipe,12:46,766,12830,Eco-Dome Al'dani,,,3:09 AM
qbpHFDk9WYnCVTPM,1,kill,34:34,2074,12830,Eco-Dome Al'dani,,,7:14 PM
qbpHFDk9WYnCVTPM,12,kill,25:33,1533,12830,Eco-Dome Al'dani,,,9:09 PM
AgtyaM1YTGV3QjHb,1,wipe,9:48,588,12830,Eco-Dome Al'dani,,,6:06 PM
AgtyaM1YTGV3QjHb,2,wipe,4:03,243,12830,Eco-Dome Al'dani,,,6:16 PM
AgtyaM1YTGV3QjHb,3,wipe,9:58,598,12830,Eco-Dome Al'dani,,,6:20 PM
AgtyaM1YTGV3QjHb,4,wipe,1:38,98,12830,Eco-Dome Al'dani,,,6:44 PM
AgtyaM1YTGV3QjHb,5,wipe,8:56,536,12830,Eco-Dome Al'dani,,,6:54 PM
AgtyaM1YTGV3QjHb,6,wipe,11:20,680,12830,Eco-Dome Al'dani,,,7:03 PM
AgtyaM1YTGV3QjHb,1,wipe,9:48,588,12830,Eco-Dome Al'dani,,,6:06 PM
AgtyaM1YTGV3QjHb,2,wipe,4:03,243,12830,Eco-Dome Al'dani,,,6:16 PM
AgtyaM1YTGV3QjHb,3,wipe,9:58,598,12830,Eco-Dome Al'dani,,,6:20 PM
AgtyaM1YTGV3QjHb,4,wipe,1:38,98,12830,Eco-Dome Al'dani,,,6:44 PM
AgtyaM1YTGV3QjHb,5,wipe,8:56,536,12830,Eco-Dome Al'dani,,,6:54 PM
AgtyaM1YTGV3QjHb,6,wipe,11:20,680,12830,Eco-Dome Al'dani,,,7:03 PM
91NA8JrHfPtVD63q,4,kill,25:31,1531,12830,Eco-Dome Al'dani,,,4:59 PM
91NA8JrHfPtVD63q,6,kill,22:43,1363,12830,Eco-Dome Al'dani,,,6:43 PM
91NA8JrHfPtVD63q,5,wipe,4:19,259,12830,Eco-Dome Al'dani,,,6:39 PM
jpYAhLHQMFz4xGT9,6,wipe,4:56,296,12830,Eco-Dome Al'dani,,,3:52 PM
jpYAhLHQMFz4xGT9,7,wipe,2:51,171,12830,Eco-Dome Al'dani,,,3:57 PM
jpYAhLHQMFz4xGT9,8,wipe,1:07,67,12830,Eco-Dome Al'dani,,,4:00 PM
jpYAhLHQMFz4xGT9,6,wipe,4:56,296,12830,Eco-Dome Al'dani,,,3:52 PM
jpYAhLHQMFz4xGT9,7,wipe,2:51,171,12830,Eco-Dome Al'dani,,,3:57 PM
jpYAhLHQMFz4xGT9,8,wipe,1:07,67,12830,Eco-Dome Al'dani,,,4:00 PM
4kZWpMABV82GXr3Y,9,kill,36:56,2216,12830,Eco-Dome Al'dani,,,4:37 PM
4kZWpMABV82GXr3Y,7,wipe,19:36,1176,12830,Eco-Dome Al'dani,,,4:13 PM
4kZWpMABV82GXr3Y,8,wipe,3:41,221,12830,Eco-Dome Al'dani,,,4:33 PM
4kZWpMABV82GXr3Y,7,wipe,19:36,1176,12830,Eco-Dome Al'dani,,,4:13 PM
4kZWpMABV82GXr3Y,8,wipe,3:41,221,12830,Eco-Dome Al'dani,,,4:33 PM
9RfnvKzqbJx6Xam3,2,kill,35:00,2100,12830,Eco-Dome Al'dani,,,2:13 PM
9RfnvKzqbJx6Xam3,1,wipe,6:44,404,12830,Eco-Dome Al'dani,,,2:04 PM
8gB1xhaHWpyvjw26,,kill,25:21,1521,12830,Eco-Dome Al'dani,14,Fortified,12:07 AM
G8nvB3jTbXz7LDYr,6,wipe,5:29,329,12830,Eco-Dome Al'dani,,,3:29 AM
G8nvB3jTbXz7LDYr,7,wipe,6:06,366,12830,Eco-Dome Al'dani,,,3:34 AM
G8nvB3jTbXz7LDYr,11,wipe,5:41,341,12830,Eco-Dome Al'dani,,,5:19 AM
G8nvB3jTbXz7LDYr,12,wipe,5:28,328,12830,Eco-Dome Al'dani,,,5:25 AM
G8nvB3jTbXz7LDYr,6,wipe,5:29,329,12830,Eco-Dome Al'dani,,,3:29 AM
G8nvB3jTbXz7LDYr,7,wipe,6:06,366,12830,Eco-Dome Al'dani,,,3:34 AM
G8nvB3jTbXz7LDYr,11,wipe,5:41,341,12830,Eco-Dome Al'dani,,,5:19 AM
G8nvB3jTbXz7LDYr,12,wipe,5:28,328,12830,Eco-Dome Al'dani,,,5:25 AM
XDPyhYQrbxjVvw73,10,kill,25:25,1525,12830,Eco-Dome Al'dani,,,6:54 PM
XDPyhYQrbxjVvw73,7,wipe,3:05,185,12830,Eco-Dome Al'dani,,,6:45 PM
XDPyhYQrbxjVvw73,8,wipe,2:25,145,12830,Eco-Dome Al'dani,,,6:49 PM
XDPyhYQrbxjVvw73,9,wipe,3:07,187,12830,Eco-Dome Al'dani,,,6:51 PM
XDPyhYQrbxjVvw73,7,wipe,3:05,185,12830,Eco-Dome Al'dani,,,6:45 PM
XDPyhYQrbxjVvw73,8,wipe,2:25,145,12830,Eco-Dome Al'dani,,,6:49 PM
XDPyhYQrbxjVvw73,9,wipe,3:07,187,12830,Eco-Dome Al'dani,,,6:51 PM
71bkxncVwgTPz2Fa,10,kill,31:55,1915,12830,Eco-Dome Al'dani,,,3:23 PM
71bkxncVwgTPz2Fa,18,kill,36:44,2204,12830,Eco-Dome Al'dani,,,5:57 PM
71bkxncVwgTPz2Fa,30,kill,32:27,1947,12830,Eco-Dome Al'dani,,,10:44 PM
71bkxncVwgTPz2Fa,29,wipe,7:18,438,12830,Eco-Dome Al'dani,,,10:36 PM
jA3NLWp7fFkg16tX,3,kill,50:53,3053,12830,Eco-Dome Al'dani,,,3:37 PM
jA3NLWp7fFkg16tX,1,wipe,4:06,246,12830,Eco-Dome Al'dani,,,3:30 PM
jA3NLWp7fFkg16tX,2,wipe,2:32,152,12830,Eco-Dome Al'dani,,,3:34 PM
jA3NLWp7fFkg16tX,1,wipe,4:06,246,12830,Eco-Dome Al'dani,,,3:30 PM
jA3NLWp7fFkg16tX,2,wipe,2:32,152,12830,Eco-Dome Al'dani,,,3:34 PM
8kdvPVzT3ytHBXbg,,kill,29:12,1752,12830,Eco-Dome Al'dani,16,Fortified,5:48 PM
anLgHdvAJm2f8tqD,8,kill,29:12,1752,12830,Eco-Dome Al'dani,,,5:48 PM
anLgHdvAJm2f8tqD,9,wipe,0:00,0,12830,Eco-Dome Al'dani,,,6:23 PM
FJ2N4xMfw8qt9nYr,2,kill,19:28,1168,12830,Eco-Dome Al'dani,,,10:18 AM
FJ2N4xMfw8qt9nYr,12,kill,24:36,1476,12830,Eco-Dome Al'dani,,,3:00 PM
FJ2N4xMfw8qt9nYr,9,wipe,10:08,608,12830,Eco-Dome Al'dani,,,2:39 PM
FJ2N4xMfw8qt9nYr,10,wipe,7:58,478,12830,Eco-Dome Al'dani,,,2:49 PM
FJ2N4xMfw8qt9nYr,11,wipe,3:15,195,12830,Eco-Dome Al'dani,,,2:57 PM
FJ2N4xMfw8qt9nYr,9,wipe,10:08,608,12830,Eco-Dome Al'dani,,,2:39 PM
FJ2N4xMfw8qt9nYr,10,wipe,7:58,478,12830,Eco-Dome Al'dani,,,2:49 PM
FJ2N4xMfw8qt9nYr,11,wipe,3:15,195,12830,Eco-Dome Al'dani,,,2:57 PM
7vrfQVTDY8qgdt4C,4,kill,32:20,1940,12830,Eco-Dome Al'dani,,,4:04 PM
7vrfQVTDY8qgdt4C,3,wipe,3:11,191,12830,Eco-Dome Al'dani,,,4:01 PM
rkNaf3jFBZPzWmCx,,kill,26:37,1597,12830,Eco-Dome Al'dani,15,Tyrannical,10:09 AM
Bqtc26pZxKCQgX31,6,kill,28:41,1721,12830,Eco-Dome Al'dani,,,6:13 AM
Bqtc26pZxKCQgX31,11,kill,42:14,2534,12830,Eco-Dome Al'dani,,,8:56 AM
qa3w7J4tbYFQAMr9,,kill,24:51,1491,12830,Eco-Dome Al'dani,12,Tyrannical,7:10 AM
zT6GA8KQhWjrvpVm,11,kill,35:12,2112,12830,Eco-Dome Al'dani,,,5:44 AM
zT6GA8KQhWjrvpVm,2,wipe,1:19,79,12830,Eco-Dome Al'dani,,,4:17 AM
zT6GA8KQhWjrvpVm,3,wipe,5:50,350,12830,Eco-Dome Al'dani,,,4:20 AM
zT6GA8KQhWjrvpVm,4,wipe,8:48,528,12830,Eco-Dome Al'dani,,,4:26 AM
zT6GA8KQhWjrvpVm,5,wipe,2:17,137,12830,Eco-Dome Al'dani,,,4:40 AM
zT6GA8KQhWjrvpVm,6,wipe,0:00,0,12830,Eco-Dome Al'dani,,,4:48 AM
zT6GA8KQhWjrvpVm,7,wipe,3:21,201,12830,Eco-Dome Al'dani,,,4:49 AM
zT6GA8KQhWjrvpVm,8,wipe,8:11,491,12830,Eco-Dome Al'dani,,,4:52 AM
zT6GA8KQhWjrvpVm,9,wipe,8:06,486,12830,Eco-Dome Al'dani,,,5:01 AM
zT6GA8KQhWjrvpVm,10,wipe,7:09,429,12830,Eco-Dome Al'dani,,,5:23 AM
zT6GA8KQhWjrvpVm,2,wipe,1:19,79,12830,Eco-Dome Al'dani,,,4:17 AM
zT6GA8KQhWjrvpVm,3,wipe,5:50,350,12830,Eco-Dome Al'dani,,,4:20 AM
zT6GA8KQhWjrvpVm,4,wipe,8:48,528,12830,Eco-Dome Al'dani,,,4:26 AM
zT6GA8KQhWjrvpVm,5,wipe,2:17,137,12830,Eco-Dome Al'dani,,,4:40 AM
zT6GA8KQhWjrvpVm,6,wipe,0:00,0,12830,Eco-Dome Al'dani,,,4:48 AM
zT6GA8KQhWjrvpVm,7,wipe,3:21,201,12830,Eco-Dome Al'dani,,,4:49 AM
zT6GA8KQhWjrvpVm,8,wipe,8:11,491,12830,Eco-Dome Al'dani,,,4:52 AM
zT6GA8KQhWjrvpVm,9,wipe,8:06,486,12830,Eco-Dome Al'dani,,,5:01 AM
