log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
m1vzTPZ3XVDgk2Nq,12,wipe,23:49,1429,62649,Priory of the Sacred Flame,,,6:53 AM
mbgX8ZcJnxaG2RPK,,kill,26:58,1618,62649,Priory of the Sacred Flame,15,Tyrannical,9:54 PM
jqb2RLpWm9GDNw14,4,kill,24:37,1477,62649,Priory of the Sacred Flame,,,8:34 PM
jqb2RLpWm9GDNw14,3,wipe,4:46,286,62649,Priory of the Sacred Flame,,,8:25 PM
V8ZLFDzjxfBJKN3c,22,wipe,7:07,427,62649,Priory of the Sacred Flame,,,3:59 PM
V8ZLFDzjxfBJKN3c,23,wipe,2:14,134,62649,Priory of the Sacred Flame,,,4:06 PM
V8ZLFDzjxfBJKN3c,24,wipe,10:02,602,62649,Priory of the Sacred Flame,,,4:08 PM
V8ZLFDzjxfBJKN3c,25,wipe,1:55,115,62649,Priory of the Sacred Flame,,,4:23 PM
V8ZLFDzjxfBJKN3c,26,wipe,5:19,319,62649,Priory of the Sacred Flame,,,4:25 PM
vbTCQ9Vj7hf1dWgn,5,kill,31:48,1908,62649,Priory of the Sacred Flame,,,4:19 PM
vbTCQ9Vj7hf1dWgn,4,wipe,2:43,163,62649,Priory of the Sacred Flame,,,4:16 PM
NLTHZD4zBwaJqWRt,6,kill,31:48,1908,62649,Priory of the Sacred Flame,,,4:19 PM
NLTHZD4zBwaJqWRt,5,wipe,2:43,163,62649,Priory of the Sacred Flame,,,4:16 PM
BFTMftNbCdZ2L7gH,,wipe,10:21,621,62649,Priory of the Sacred Flame,12,Fortified,5:04 PM
4YT6mv21dzaqnhVj,,kill,29:25,1765,62649,Priory of the Sacred Flame,14,Fortified,2:44 AM
kZVf46yD28JawRTr,,kill,29:25,1765,62649,Priory of the Sacred Flame,14,Fortified,2:44 AM
BJmND37dkCA4apGb,4,wipe,2:00,120,62649,Priory of the Sacred Flame,,,6:50 PM
BJmND37dkCA4apGb,5,wipe,2:27,147,62649,Priory of the Sacred Flame,,,6:52 PM
BJmND37dkCA4apGb,6,wipe,1:18,78,62649,Priory of the Sacred Flame,,,6:55 PM
TvDqb3Lyh6B8kZz7,,kill,24:29,1469,62649,Priory of the Sacred Flame,14,Tyrannical,3:37 PM
28QCMT3Rdpv6Pkft,17,kill,23:02,1382,62649,Priory of the Sacred Flame,,,8:07 AM
28QCMT3Rdpv6Pkft,16,wipe,6:27,387,62649,Priory of the Sacred Flame,,,8:01 AM
JR4xmHAP17cY93Kv,5,kill,29:40,1780,62649,Priory of the Sacred Flame,,,7:59 PM
JR4xmHAP17cY93Kv,22,kill,31:08,1868,62649,Priory of the Sacred Flame,,,1:34 AM
JR4xmHAP17cY93Kv,3,wipe,1:58,118,62649,Priory of the Sacred Flame,,,7:45 PM
JR4xmHAP17cY93Kv,4,wipe,11:49,709,62649,Priory of the Sacred Flame,,,7:47 PM
JR4xmHAP17cY93Kv,19,wipe,5:49,349,62649,Priory of the Sacred Flame,,,12:44 AM
JR4xmHAP17cY93Kv,20,wipe,11:07,667,62649,Priory of the Sacred Flame,,,12:49 AM
JR4xmHAP17cY93Kv,21,wipe,33:09,1989,62649,Priory of the Sacred Flame,,,1:01 AM
PwqtbGaZn2R1HmJp,,kill,23:41,1421,62649,Priory of the Sacred Flame,15,,7:26 PM
MpCTHP8tncrD6fBd,,kill,36:27,2187,62649,Priory of the Sacred Flame,17,Fortified,7:14 AM
DaM6rYJ2gFd8CQkx,29,kill,31:00,1860,62649,Priory of the Sacred Flame,,,8:30 PM
DaM6rYJ2gFd8CQkx,23,wipe,4:12,252,62649,Priory of the Sacred Flame,,,8:02 PM
DaM6rYJ2gFd8CQkx,24,wipe,5:48,348,62649,Priory of the Sacred Flame,,,8:06 PM
DaM6rYJ2gFd8CQkx,25,wipe,4:58,298,62649,Priory of the Sacred Flame,,,8:12 PM
DaM6rYJ2gFd8CQkx,26,wipe,4:33,273,62649,Priory of the Sacred Flame,,,8:17 PM
DaM6rYJ2gFd8CQkx,27,wipe,6:07,367,62649,Priory of the Sacred Flame,,,8:22 PM
DaM6rYJ2gFd8CQkx,28,wipe,2:20,140,62649,Priory of the Sacred Flame,,,8:28 PM
zT6x4DXCdYbPakKn,31,kill,37:05,2225,62649,Priory of the Sacred Flame,,,9:14 PM
zT6x4DXCdYbPakKn,25,wipe,9:12,552,62649,Priory of the Sacred Flame,,,8:41 PM
zT6x4DXCdYbPakKn,30,wipe,2:52,172,62649,Priory of the Sacred Flame,,,9:12 PM
byBKAg4r7G2WmdFY,15,wipe,2:00,120,62649,Priory of the Sacred Flame,,,3:45 PM
byBKAg4r7G2WmdFY,16,wipe,3:39,219,62649,Priory of the Sacred Flame,,,3:47 PM
byBKAg4r7G2WmdFY,17,wipe,19:59,1199,62649,Priory of the Sacred Flame,,,3:51 PM
byBKAg4r7G2WmdFY,18,wipe,1:49,109,62649,Priory of the Sacred Flame,,,4:11 PM
byBKAg4r7G2WmdFY,19,wipe,0:54,54,62649,Priory of the Sacred Flame,,,4:13 PM
byBKAg4r7G2WmdFY,20,wipe,1:36,96,62649,Priory of the Sacred Flame,,,4:14 PM
byBKAg4r7G2WmdFY,21,wipe,2:17,137,62649,Priory of the Sacred Flame,,,4:15 PM
byBKAg4r7G2WmdFY,22,wipe,2:18,138,62649,Priory of the Sacred Flame,,,4:18 PM
byBKAg4r7G2WmdFY,23,wipe,8:54,534,62649,Priory of the Sacred Flame,,,4:20 PM
byBKAg4r7G2WmdFY,24,wipe,6:42,402,62649,Priory of the Sacred Flame,,,4:29 PM
byBKAg4r7G2WmdFY,25,wipe,1:56,116,62649,Priory of the Sacred Flame,,,4:36 PM
byBKAg4r7G2WmdFY,26,wipe,0:23,23,62649,Priory of the Sacred Flame,,,4:38 PM
Lk43NWtqPwgvby21,,kill,30:22,1822,62649,Priory of the Sacred Flame,15,Fortified,4:07 PM
kdNAm4LnPjxvagbF,10,wipe,3:43,223,62649,Priory of the Sacred Flame,,,6:21 PM
kdNAm4LnPjxvagbF,11,wipe,14:14,854,62649,Priory of the Sacred Flame,,,6:25 PM
HjkRwK7Yq9r38cPt,3,wipe,5:17,317,62649,Priory of the Sacred Flame,,,3:31 PM
HjkRwK7Yq9r38cPt,4,wipe,24:36,1476,62649,Priory of the Sacred Flame,,,3:37 PM
HjkRwK7Yq9r38cPt,5,wipe,20:43,1243,62649,Priory of the Sacred Flame,,,4:01 PM
ND69kabL8GcKT4Mp,12,wipe,20:05,1205,62649,Priory of the Sacred Flame,,,4:39 PM
ND69kabL8GcKT4Mp,17,wipe,12:53,773,62649,Priory of the Sacred Flame,,,6:29 PM
2HMNPnvmqTyKC6aZ,1,kill,28:43,1723,62649,Priory of the Sacred Flame,,,8:11 PM
2HMNPnvmqTyKC6aZ,14,kill,26:48,1608,62649,Priory of the Sacred Flame,,,1:41 AM
2HMNPnvmqTyKC6aZ,13,wipe,2:21,141,62649,Priory of the Sacred Flame,,,1:39 AM
6B2qM3TcYftxFJpK,,kill,32:06,1926,62649,Priory of the Sacred Flame,14,Tyrannical,4:59 PM
G9jMdpgq7A3vKTmc,,kill,24:17,1457,62649,Priory of the Sacred Flame,12,Tyrannical,3:17 PM
Pf3Qvp1Aqmy8agTj,,wipe,9:50,590,62649,Priory of the Sacred Flame,12,Fortified,7:23 PM
Vy36DdTgMRWraGxq,,kill,31:50,1910,62649,Priory of the Sacred Flame,15,Tyrannical,9:27 AM
TCzrKkW1NQvXnDxJ,,kill,31:50,1910,62649,Priory of the Sacred Flame,15,Tyrannical,9:27 AM
dJ8TPjrGxtCKN3g1,,kill,28:49,1729,62649,Priory of the Sacred Flame,12,Tyrannical,7:39 AM
TPGZnkWz8KCthrM1,13,wipe,20:30,1230,62649,Priory of the Sacred Flame,,,7:38 AM
TPGZnkWz8KCthrM1,23,wipe,13:02,782,62649,Priory of the Sacred Flame,,,8:27 PM
AHm3XJhGYMpdQbWK,1,wipe,23:00,1380,62649,Priory of the Sacred Flame,,,12:24 AM
AHm3XJhGYMpdQbWK,2,wipe,0:51,51,62649,Priory of the Sacred Flame,,,12:50 AM
AHm3XJhGYMpdQbWK,9,wipe,4:31,271,62649,Priory of the Sacred Flame,,,3:31 AM
AHm3XJhGYMpdQbWK,10,wipe,12:13,733,62649,Priory of the Sacred Flame,,,3:36 AM
AHm3XJhGYMpdQbWK,11,wipe,10:47,647,62649,Priory of the Sacred Flame,,,3:48 AM
8gB1xhaHWpyvjw26,,kill,25:10,1510,62649,Priory of the Sacred Flame,13,Fortified,10:53 PM
aV4kZCYHBR6K19Nv,2,wipe,15:20,920,62649,Priory of the Sacred Flame,,,5:25 PM
aV4kZCYHBR6K19Nv,27,wipe,4:15,255,62649,Priory of the Sacred Flame,,,11:52 PM
aV4kZCYHBR6K19Nv,28,wipe,2:01,121,62649,Priory of the Sacred Flame,,,11:57 PM
aV4kZCYHBR6K19Nv,29,wipe,2:00,120,62649,Priory of the Sacred Flame,,,11:59 PM
aV4kZCYHBR6K19Nv,30,wipe,0:00,0,62649,Priory of the Sacred Flame,,,12:02 AM
71bkxncVwgTPz2Fa,8,wipe,10:53,653,62649,Priory of the Sacred Flame,,,2:38 PM
71bkxncVwgTPz2Fa,9,wipe,19:25,1165,62649,Priory of the Sacred Flame,,,2:49 PM
jA3NLWp7fFkg16tX,,kill,30:17,1817,62649,Priory of the Sacred Flame,15,Fortified,4:47 PM
FJ2N4xMfw8qt9nYr,27,kill,30:26,1826,62649,Priory of the Sacred Flame,,,6:00 PM
FJ2N4xMfw8qt9nYr,21,wipe,3:07,187,62649,Priory of the Sacred Flame,,,5:23 PM
FJ2N4xMfw8qt9nYr,22,wipe,3:59,239,62649,Priory of the Sacred Flame,,,5:27 PM
FJ2N4xMfw8qt9nYr,23,wipe,11:20,680,62649,Priory of the Sacred Flame,,,5:31 PM
FJ2N4xMfw8qt9nYr,24,wipe,2:53,173,62649,Priory of the Sacred Flame,,,5:42 PM
FJ2N4xMfw8qt9nYr,25,wipe,4:01,241,62649,Priory of the Sacred Flame,,,5:45 PM
FJ2N4xMfw8qt9nYr,26,wipe,11:16,676,62649,Priory of the Sacred Flame,,,5:49 PM
pF2ky6PbxvdjN3Bm,,kill,27:10,1630,62649,Priory of the Sacred Flame,14,Fortified,6:36 PM
Bqtc26pZxKCQgX31,,kill,30:10,1810,62649,Priory of the Sacred Flame,14,Tyrannical,8:06 AM
qa3w7J4tbYFQAMr9,,kill,30:56,1856,62649,Priory of the Sacred Flame,12,Tyrannical,5:31 AM
A4QmBpJXxVDTnkNv,1,wipe,1:48,108,62649,Priory of the Sacred Flame,,,8:12 AM
A4QmBpJXxVDTnkNv,2,wipe,0:50,50,62649,Priory of the Sacred Flame,,,8:14 AM
rVxJqbQNgmAWjP61,8,kill,27:45,1665,62649,Priory of the Sacred Flame,,,12:32 AM
rVxJqbQNgmAWjP61,6,wipe,14:18,858,62649,Priory of the Sacred Flame,,,11:27 PM
rVxJqbQNgmAWjP61,7,wipe,27:40,1660,62649,Priory of the Sacred Flame,,,11:55 PM
7VLdhmrXgMtAbyjw,7,kill,27:10,1630,62649,Priory of the Sacred Flame,,,6:36 PM
7VLdhmrXgMtAbyjw,19,kill,25:33,1533,62649,Priory of the Sacred Flame,,,12:00 AM
7VLdhmrXgMtAbyjw,18,wipe,15:16,916,62649,Priory of the Sacred Flame,,,11:39 PM
ybVqak4JCL9cHQnX,,kill,25:40,1540,62649,Priory of the Sacred Flame,15,Tyrannical,7:01 PM
kaqhmPQBW7fgrtw2,,kill,30:55,1855,62649,Priory of the Sacred Flame,15,Fortified,10:22 AM
8D9ZdNzcrJCFK3Q4,6,kill,44:20,2660,62649,Priory of the Sacred Flame,,,7:07 AM
8D9ZdNzcrJCFK3Q4,8,kill,33:44,2024,62649,Priory of the Sacred Flame,,,8:01 AM
8D9ZdNzcrJCFK3Q4,7,wipe,2:40,160,62649,Priory of the Sacred Flame,,,7:58 AM
GKwY1BdJ4nz9CqWD,1,wipe,1:48,108,62649,Priory of the Sacred Flame,,,8:12 AM
GKwY1BdJ4nz9CqWD,2,wipe,0:50,50,62649,Priory of the Sacred Flame,,,8:14 AM
Y9CPNfa17cwMrjFq,,kill,24:28,1468,62649,Priory of the Sacred Flame,12,,5:18 AM
B6QJ9CadY2RbA7yD,12,kill,31:41,1901,62649,Priory of the Sacred Flame,,,2:23 AM
B6QJ9CadY2RbA7yD,10,wipe,12:31,751,62649,Priory of the Sacred Flame,,,1:59 AM
B6QJ9CadY2RbA7yD,11,wipe,3:11,191,62649,Priory of the Sacred Flame,,,2:20 AM
4N9Y68Dwz1xRHXkr,19,kill,27:54,1674,62649,Priory of the Sacred Flame,,,3:44 AM
4N9Y68Dwz1xRHXkr,17,wipe,22:05,1325,62649,Priory of the Sacred Flame,,,3:08 AM
4N9Y68Dwz1xRHXkr,18,wipe,7:51,471,62649,Priory of the Sacred Flame,,,3:31 AM
7XCWfHj62B9wqbaP,9,kill,34:21,2061,62649,Priory of the Sacred Flame,,,2:52 PM
7XCWfHj62B9wqbaP,18,wipe,1:49,109,62649,Priory of the Sacred Flame,,,6:08 PM
7XCWfHj62B9wqbaP,19,wipe,25:35,1535,62649,Priory of the Sacred Flame,,,6:10 PM
aBPRZT6fzKV8JWyH,,wipe,16:44,1004,62649,Priory of the Sacred Flame,10,Xal'atath's Bargain: Devour,11:51 PM
Rd7QkzHwVWADZh3X,,wipe,8:33,513,62649,Priory of the Sacred Flame,12,Fortified,4:51 AM
JPhADxc17HaXTZmC,2,kill,22:50,1370,62649,Priory of the Sacred Flame,,,11:10 PM
JPhADxc17HaXTZmC,5,kill,28:28,1708,62649,Priory of the Sacred Flame,,,12:37 AM
JPhADxc17HaXTZmC,1,wipe,5:14,314,62649,Priory of the Sacred Flame,,,11:00 PM
JPhADxc17HaXTZmC,,wipe,0:00,0,62649,Priory of the Sacred Flame,12,Fortified,11:35 PM
ZANVam8hrXG3k96v,13,wipe,2:29,149,62649,Priory of the Sacred Flame,,,10:56 PM
ZANVam8hrXG3k96v,14,wipe,8:16,496,62649,Priory of the Sacred Flame,,,11:10 PM
ZANVam8hrXG3k96v,15,wipe,14:21,861,62649,Priory of the Sacred Flame,,,11:18 PM
CQPtY4DN9MWhy1zr,10,wipe,18:58,1138,62649,Priory of the Sacred Flame,,,11:43 PM
CQPtY4DN9MWhy1zr,11,wipe,6:12,372,62649,Priory of the Sacred Flame,,,12:02 AM
f8rgC9N6PMRDBaWV,22,kill,32:00,1920,62649,Priory of the Sacred Flame,,,9:31 PM
f8rgC9N6PMRDBaWV,14,wipe,3:17,197,62649,Priory of the Sacred Flame,,,6:17 PM
f8rgC9N6PMRDBaWV,15,wipe,15:37,937,62649,Priory of the Sacred Flame,,,6:20 PM
7LKgDPfNYrXC1jwq,9,kill,31:40,1900,62649,Priory of the Sacred Flame,,,9:28 PM
7LKgDPfNYrXC1jwq,21,wipe,0:00,0,62649,Priory of the Sacred Flame,,,2:15 AM
GTfLc9mhaZzApdrg,3,kill,27:36,1656,62649,Priory of the Sacred Flame,,,7:00 PM
GTfLc9mhaZzApdrg,1,wipe,10:14,614,62649,Priory of the Sacred Flame,,,6:39 PM
GTfLc9mhaZzApdrg,2,wipe,5:24,324,62649,Priory of the Sacred Flame,,,6:49 PM
qarMPC6xpAQVBgb7,7,kill,41:01,2461,62649,Priory of the Sacred Flame,,,4:04 PM
qarMPC6xpAQVBgb7,6,wipe,6:07,367,62649,Priory of the Sacred Flame,,,3:58 PM
DRAZkmHb4YFpW6PJ,12,kill,41:01,2461,62649,Priory of the Sacred Flame,,,4:04 PM
DRAZkmHb4YFpW6PJ,10,wipe,3:39,219,62649,Priory of the Sacred Flame,,,3:58 PM
DRAZkmHb4YFpW6PJ,11,wipe,2:05,125,62649,Priory of the Sacred Flame,,,4:02 PM
2j8hLdZyNaD6GvVm,,kill,36:31,2191,62649,Priory of the Sacred Flame,14,Tyrannical,10:17 PM
BPYNDHk7xTfZ1z42,,kill,30:57,1857,62649,Priory of the Sacred Flame,17,,1:40 AM
zxTwjMk3VXtq6v2f,,wipe,4:24,264,62649,Priory of the Sacred Flame,15,Fortified,12:17 AM
dVpJg7GzaCyckDNx,,kill,35:18,2118,62649,Priory of the Sacred Flame,12,Tyrannical,4:42 PM
3vgxYCWTG9BwJHqb,,kill,24:36,1476,62649,Priory of the Sacred Flame,12,Fortified,11:16 PM
WafGtADMhrqpyH4K,4,kill,25:48,1548,62649,Priory of the Sacred Flame,,,12:05 PM
WafGtADMhrqpyH4K,3,wipe,7:14,434,62649,Priory of the Sacred Flame,,,11:58 AM
P8gq6GyLZFXDhYAN,9,kill,30:58,1858,62649,Priory of the Sacred Flame,,,10:58 PM
P8gq6GyLZFXDhYAN,13,kill,30:17,1817,62649,Priory of the Sacred Flame,,,12:00 AM
P8gq6GyLZFXDhYAN,8,wipe,1:57,117,62649,Priory of the Sacred Flame,,,10:56 PM
P8gq6GyLZFXDhYAN,12,wipe,0:09,9,62649,Priory of the Sacred Flame,,,12:00 AM
FCx7wBVgtjX1HGYm,15,kill,36:18,2178,62649,Priory of the Sacred Flame,,,9:49 PM
FCx7wBVgtjX1HGYm,4,wipe,29:09,1749,62649,Priory of the Sacred Flame,,,5:24 PM
LD7qd3YVtacKJQxy,,kill,23:01,1381,62649,Priory of the Sacred Flame,15,,6:58 AM
h4TrxbCjgvzfqQ12,5,wipe,8:04,484,62649,Priory of the Sacred Flame,,,3:34 PM
h4TrxbCjgvzfqQ12,6,wipe,11:40,700,62649,Priory of the Sacred Flame,,,3:42 PM
h4TrxbCjgvzfqQ12,7,wipe,19:07,1147,62649,Priory of the Sacred Flame,,,3:54 PM
h4TrxbCjgvzfqQ12,8,wipe,8:08,488,62649,Priory of the Sacred Flame,,,4:13 PM
h4TrxbCjgvzfqQ12,9,wipe,25:58,1558,62649,Priory of the Sacred Flame,,,4:21 PM
Dq2gMfK3TQNyjGHY,,wipe,6:42,402,62649,Priory of the Sacred Flame,12,,6:52 PM
AYgzCHyDvKkNGrdm,,kill,25:13,1513,62649,Priory of the Sacred Flame,12,Fortified,8:09 PM
drzLNmgY63DxcVPR,8,kill,27:35,1655,62649,Priory of the Sacred Flame,,,4:42 AM
drzLNmgY63DxcVPR,7,wipe,5:57,357,62649,Priory of the Sacred Flame,,,4:36 AM
bZLmx4w6HDd71nPg,,wipe,32:51,1971,62649,Priory of the Sacred Flame,12,Tyrannical,2:38 AM
b2kG4LRC8JcHm7Mw,5,wipe,2:43,163,62649,Priory of the Sacred Flame,,,11:59 PM
b2kG4LRC8JcHm7Mw,6,wipe,1:31,91,62649,Priory of the Sacred Flame,,,12:02 AM
Bfga3C64GYZnQHcK,5,kill,28:23,1703,62649,Priory of the Sacred Flame,,,11:11 PM
Bfga3C64GYZnQHcK,4,wipe,4:46,286,62649,Priory of the Sacred Flame,,,10:55 PM
LwKJDA8t2vbWgYB1,,kill,26:29,1589,62649,Priory of the Sacred Flame,12,Fortified,1:43 AM
mCrTWP7XYbDcN9dM,,kill,30:24,1824,62649,Priory of the Sacred Flame,15,Fortified,4:47 PM
Bh3NcY1FXz6kq7dL,2,wipe,18:15,1095,62649,Priory of the Sacred Flame,,,3:54 PM
Bh3NcY1FXz6kq7dL,3,wipe,14:41,881,62649,Priory of the Sacred Flame,,,4:12 PM
Bh3NcY1FXz6kq7dL,4,wipe,16:08,968,62649,Priory of the Sacred Flame,,,4:27 PM
tF2mJCALzjaB7WQV,,kill,25:36,1536,62649,Priory of the Sacred Flame,13,Fortified,6:05 AM
1g2MZkTNr3Fhqa4y,,kill,25:36,1536,62649,Priory of the Sacred Flame,13,Fortified,6:05 AM
3LYW68RhDMAadfbx,,kill,24:28,1468,62649,Priory of the Sacred Flame,12,,5:18 AM
WbtjYc9XhRyaxd3T,,kill,23:59,1439,62649,Priory of the Sacred Flame,12,Fortified,9:05 PM
zyQZM3afxgYFj9vc,,kill,26:36,1596,62649,Priory of the Sacred Flame,12,Tyrannical,2:05 PM
JrbYPqGZdtL9RHKX,,kill,29:17,1757,62649,Priory of the Sacred Flame,17,Fortified,4:13 PM
F8fK21T7WJjnvV9N,,kill,30:45,1845,62649,Priory of the Sacred Flame,13,Fortified,5:03 AM
V8rdDz6FgT4Janvx,,kill,27:44,1664,62649,Priory of the Sacred Flame,14,Tyrannical,9:31 PM
7kqCvgMQGANab94n,13,kill,30:21,1821,62649,Priory of the Sacred Flame,,,5:21 PM
7kqCvgMQGANab94n,6,wipe,25:08,1508,62649,Priory of the Sacred Flame,,,3:53 PM
7kqCvgMQGANab94n,8,wipe,1:42,102,62649,Priory of the Sacred Flame,,,4:26 PM
7kqCvgMQGANab94n,9,wipe,11:02,662,62649,Priory of the Sacred Flame,,,4:30 PM
7kqCvgMQGANab94n,10,wipe,4:30,270,62649,Priory of the Sacred Flame,,,4:41 PM
7kqCvgMQGANab94n,11,wipe,8:44,524,62649,Priory of the Sacred Flame,,,4:46 PM
7kqCvgMQGANab94n,12,wipe,14:06,846,62649,Priory of the Sacred Flame,,,4:58 PM
aYXr3JDFZ4p9dRWB,4,wipe,2:26,146,62649,Priory of the Sacred Flame,,,5:00 PM
aYXr3JDFZ4p9dRWB,5,wipe,3:54,234,62649,Priory of the Sacred Flame,,,5:03 PM
aYXr3JDFZ4p9dRWB,6,wipe,2:52,172,62649,Priory of the Sacred Flame,,,5:07 PM
aYXr3JDFZ4p9dRWB,7,wipe,2:45,165,62649,Priory of the Sacred Flame,,,5:09 PM
aYXr3JDFZ4p9dRWB,8,wipe,15:18,918,62649,Priory of the Sacred Flame,,,5:12 PM
aYXr3JDFZ4p9dRWB,9,wipe,1:34,94,62649,Priory of the Sacred Flame,,,5:28 PM
aYXr3JDFZ4p9dRWB,10,wipe,1:46,106,62649,Priory of the Sacred Flame,,,5:29 PM
aYXr3JDFZ4p9dRWB,11,wipe,1:31,91,62649,Priory of the Sacred Flame,,,5:31 PM
aYXr3JDFZ4p9dRWB,12,wipe,12:42,762,62649,Priory of the Sacred Flame,,,5:32 PM
1Zcn6fHTgLxMKAzr,,wipe,6:37,397,62649,Priory of the Sacred Flame,15,Tyrannical,3:56 PM
TpfQ3hb7Hmja1W84,,kill,23:41,1421,62649,Priory of the Sacred Flame,15,,7:26 PM
zf2dCBr6HDam8hWK,1,kill,24:11,1451,62649,Priory of the Sacred Flame,,,4:44 AM
zf2dCBr6HDam8hWK,2,wipe,0:00,0,62649,Priory of the Sacred Flame,,,5:11 AM
zQGyrZJVnHx6K4dY,1,wipe,5:09,309,62649,Priory of the Sacred Flame,,,11:02 PM
zQGyrZJVnHx6K4dY,2,wipe,6:18,378,62649,Priory of the Sacred Flame,,,11:07 PM
2nYCL7dGRKm69WzJ,,kill,31:06,1866,62649,Priory of the Sacred Flame,14,Fortified,7:56 AM
