,Priory,Last,Hc,Str,33%,,,0%,221127
,Rookery,2nd,Hc,Str,33%,,,0%,221038
,,,,,,,,,
,City of Threads,Last,both,Str,33%,,,0%,221184
,,,,,,,,,
"Shield (Warrior, Hc)",4 available in Hc,,Hc,,24%,0%,0%,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Warrior,WarriorArms,WarriorFury,WarriorProt,ID
,Priory,1st,Hc,"Str,Int",33%,0%,0%,,221117
,Rookery,2nd,Hc,"Str,Int",33%,0%,0%,,221045
,,,,,,,,,
,City of Threads,3rd,both,"Str,Int",33%,0%,0%,,221177
,Stonevault,1st,both,"Str,Int",33%,0%,0%,,221073
,,,,,,,,,
"DpsTrinket (Warrior, Hc)",5 available in Hc,,Hc,,36%,,34%,0%,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",33%,,,0%,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",50%,,33%,0%,219304
,Rookery,1st,Hc,"Dps,Agi",50%,,,0%,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",50%,,,0%,219319
,Stonevault,3rd,both,"Dps,",33%,,,0%,219301
,,,,,,,,,
"TankTrinket (Warrior, Hc)",4 available in Hc,,Hc,,27%,0%,0%,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Warrior,WarriorArms,WarriorFury,WarriorProt,ID
,Cinderbrew,1st,Hc,"Tank,",33%,0%,0%,,219297
,Priory,2nd,Hc,"Tank,",50%,0%,0%,,219309
,,,,,,,,,
,Ara-Kara,2nd,both,"Tank,Agi,Str",33%,0%,0%,,219316
,Stonevault,1st,both,"Tank,Agi,Str",33%,0%,0%,,219315
,,,,,,,,,
"AnyroleTrinket (Warrior, Hc)",10 available in Hc,,Hc,,57%,,55%,55%,
,Darkflame Cleft,Last,Hc,,50%,33%,33%,,219307
,Priory,1st,Hc,All3,50%,,,33%,219308
,Rookery,2nd,Hc,All3,33%,,,,219295
,Rookery,Last,Hc,,33%,,25%,25%,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,City of Threads,1st,both,,50%,,,,219318
,Dawnbreaker,1st,both,Str,33%,,,,219311
,Dawnbreaker,Last,both,Str,25%,,,,212453
,Stonevault,2nd,both,Str,50%,,,,219300
,Stonevault,Last,both,,50%,,33%,33%,219303
