,Ara-Kara,2nd,both,V>C,50%,,,,221154
,Dawnbreaker,Last,both,C>H,33%,,,,225574
,Stonevault,3rd,both,M>H,50%,,,,221088
,,,,,,,,,
"Ring (Hunter, Hc)",7 available in Hc,,Hc,,52%,,,51%,
,Cinderbrew,Last,Hc,M>C,50%,,,,221198
,Darkflame Cleft,1st,Hc,H>V,33%,,,,221099
,Priory,Last,Hc,M>V,50%,,,,221200
,Rookery,Last,Hc,C>M,33%,,,,221197
,,,,,,,,,
,City of Threads,Last,both,V>H,50%,,,,221189
,Dawnbreaker,1st,both,C>H,100%,,,,221136
,Dawnbreaker,2nd,both,V>M,25%,,,20%,221141
,,,,,,,,,
"Agi2hWeapon (Hunter, Hc)",5 available in Hc,,Hc,,27%,0%,0%,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
,Cinderbrew,2nd,Hc,Agi,33%,0%,0%,,221057
,Priory,1st,Hc,Agi,33%,0%,0%,,221116
,,,,,,,,,
,Ara-Kara,Last,both,Agi,33%,0%,0%,,221159
,Dawnbreaker,2nd,both,Agi,20%,0%,0%,,221137
,Stonevault,1st,both,Agi,33%,0%,0%,,221078
,,,,,,,,,
"Ranged (Hunter, Hc)",3 available in Hc,,Hc,,21%,,,0%,
,Rookery,2nd,Hc,Agi,33%,,,0%,221039
,,,,,,,,,
,Stonevault,1st,both,Agi,33%,,,0%,221074
,Stonevault,Last,both,Agi,50%,,,0%,221089
,,,,,,,,,
"DpsTrinket (Hunter, Hc)",5 available in Hc,,Hc,,39%,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",50%,,,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",33%,,,,219304
,Rookery,1st,Hc,"Dps,Agi",50%,,,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",50%,,,,219319
,Stonevault,3rd,both,"Dps,",50%,,,,219301
,,,,,,,,,
"AnyroleTrinket (Hunter, Hc)",9 available in Hc,,Hc,,59%,56%,56%,,
,Darkflame Cleft,Last,Hc,,50%,,,,219307
,Priory,1st,Hc,All3,50%,,,33%,219308
,Rookery,2nd,Hc,All3,50%,33%,33%,,219295
,Rookery,Last,Hc,,33%,,,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",50%,,,33%,219317
,City of Threads,1st,both,,50%,,,,219318
,Dawnbreaker,2nd,both,"Agi,Int",25%,,,20%,219312
,Stonevault,Last,both,,100%,50%,50%,,219303
