,Cinderbrew,1st,Hc,Agi,33%,0%,,0%,221051
,Darkflame Cleft,Last,Hc,Agi,33%,,0%,,221110
,Priory,Last,Hc,Agi,33%,0%,,0%,221128
,Rookery,1st,Hc,Agi,33%,0%,,0%,221033
,Rookery,Last,Hc,Agi,25%,,0%,,221044
,,,,,,,,,
,City of Threads,Last,both,Agi,33%,,0%,,221183
,Dawnbreaker,2nd,both,Agi,25%,,0%,,221138
,Dawnbreaker,Last,both,Agi,25%,0%,,0%,212398
,Stonevault,Last,both,Agi,33%,0%,,0%,221090
,,,,,,,,,
"DpsTrinket (Rogue, Hc)",5 available in Hc,,Hc,,41%,,39%,,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",50%,,,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",50%,,,,219304
,Rookery,1st,Hc,"Dps,Agi",50%,,33%,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",50%,,,,219319
,Stonevault,3rd,both,"Dps,",50%,,,,219301
,,,,,,,,,
"AnyroleTrinket (Rogue, Hc)",9 available in Hc,,Hc,,57%,55%,,55%,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Rogue,RogueSin,RogueOutlaw,RogueSub,ID
,Darkflame Cleft,Last,Hc,,50%,33%,,33%,219307
,Priory,1st,Hc,All3,50%,,,,219308
,Rookery,2nd,Hc,All3,50%,,,,219295
,Rookery,Last,Hc,,33%,25%,,25%,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",50%,,,,219317
,City of Threads,1st,both,,50%,,,,219318
,Dawnbreaker,2nd,both,"Agi,Int",33%,25%,,25%,219312
,Stonevault,Last,both,,50%,,33%,,219303
