"Int2hWeapon (Monk, Hc)",3 available in Hc,,Hc,,21%,0%,,0%,
,Rookery,1st,Hc,Int,50%,0%,,0%,221032
,,,,,,,,,
,City of Threads,1st,both,Int,33%,0%,,0%,221166
,Stonevault,3rd,both,Int,33%,0%,,0%,221085
,,,,,,,,,
"Offhand (Monk, Hc)",4 available in Hc,,Hc,,29%,0%,,0%,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Monk,MonkBrew,MonkMw,MonkWw,ID
,Cinderbrew,2nd,Hc,Int,33%,0%,,0%,221056
,Darkflame Cleft,1st,Hc,Int,50%,0%,,0%,221097
,,,,,,,,,
,City of Threads,2nd,both,Int,50%,0%,,0%,221172
,Dawnbreaker,1st,both,Int,33%,0%,,0%,221132
,,,,,,,,,
"DpsTrinket (Monk, Hc)",5 available in Hc,,Hc,,39%,0%,0%,,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",50%,0%,0%,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",50%,0%,0%,,219304
,Rookery,1st,Hc,"Dps,Agi",33%,0%,0%,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",50%,0%,0%,,219319
,Stonevault,3rd,both,"Dps,",50%,0%,0%,,219301
,,,,,,,,,
"HealTrinket (Monk, Hc)",4 available in Hc,,Hc,,23%,0%,,0%,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Monk,MonkBrew,MonkMw,MonkWw,ID
,Darkflame Cleft,3rd,Hc,"Heal,Int",25%,0%,,0%,219306
,Priory,Last,Hc,"Heal,Int",33%,0%,,0%,219310
,,,,,,,,,
,City of Threads,3rd,both,"Heal,Int",33%,0%,,0%,219320
,Stonevault,3rd,both,"Heal,Int",33%,0%,,0%,219302
,,,,,,,,,
"TankTrinket (Monk, Hc)",4 available in Hc,,Hc,,25%,,0%,0%,
,Cinderbrew,1st,Hc,"Tank,",25%,,0%,0%,219297
,Priory,2nd,Hc,"Tank,",50%,,0%,0%,219309
,,,,,,,,,
,Ara-Kara,2nd,both,"Tank,Agi,Str",33%,,0%,0%,219316
,Stonevault,1st,both,"Tank,Agi,Str",33%,,0%,0%,219315
,,,,,,,,,
"AnyroleTrinket (Monk, Hc)",12 available in Hc,,Hc,,63%,53%,,53%,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Monk,MonkBrew,MonkMw,MonkWw,ID
,Cinderbrew,Last,Hc,Int,33%,0%,,0%,219299
,Darkflame Cleft,2nd,Hc,Int,33%,0%,,0%,219305
,Darkflame Cleft,Last,Hc,,50%,,,,219307
,Priory,1st,Hc,All3,50%,33%,,33%,219308
,Rookery,2nd,Hc,All3,50%,,,,219295
,Rookery,Last,Hc,,33%,,,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,33%,,219314
,Ara-Kara,Last,both,"Agi,Int",50%,33%,,33%,219317
,City of Threads,1st,both,,50%,,33%,,219318
,City of Threads,Last,both,Int,33%,0%,,0%,219321
,Dawnbreaker,2nd,both,"Agi,Int",33%,25%,,25%,219312
,Stonevault,Last,both,,50%,33%,,33%,219303
