,Cinderbrew,Last,Hc,M>C,33%,,,,221198
,Darkflame Cleft,1st,Hc,H>V,33%,,,,221099
,Priory,Last,Hc,M>V,50%,,,,221200
,Rookery,Last,Hc,C>M,33%,,,,221197
,,,,,,,,,
,City of Threads,Last,both,V>H,33%,,,,221189
,Dawnbreaker,1st,both,C>H,33%,,,,221136
,Dawnbreaker,2nd,both,V>M,50%,,,,221141
,,,,,,,,,
"Int1hWeapon (Mage, Hc)",4 available in Hc,,Hc,,25%,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
,Cinderbrew,3rd,Hc,Int,33%,,,,221062
,,,,,,,,,
,Ara-Kara,1st,both,Int,50%,,,,221150
,Ara-Kara,Last,both,Int,33%,,,,221165
,City of Threads,2nd,both,Int,25%,,,,221171
,,,,,,,,,
"Int2hWeapon (Mage, Hc)",3 available in Hc,,Hc,,17%,,,,
,Rookery,1st,Hc,Int,33%,,,,221032
,,,,,,,,,
,City of Threads,1st,both,Int,33%,,,,221166
,Stonevault,3rd,both,Int,25%,,,,221085
,,,,,,,,,
"Offhand (Mage, Hc)",4 available in Hc,,Hc,,23%,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
,Cinderbrew,2nd,Hc,Int,33%,,,,221056
,Darkflame Cleft,1st,Hc,Int,33%,,,,221097
,,,,,,,,,
,City of Threads,2nd,both,Int,25%,,,,221172
,Dawnbreaker,1st,both,Int,33%,,,,221132
,,,,,,,,,
"DpsTrinket (Mage, Hc)",5 available in Hc,,Hc,,26%,,,,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",33%,,,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",33%,,,,219304
,Rookery,1st,Hc,"Dps,Agi",33%,,,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",25%,,,,219319
,Stonevault,3rd,both,"Dps,",25%,,,,219301
,,,,,,,,,
"AnyroleTrinket (Mage, Hc)",12 available in Hc,,Hc,,65%,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
,Cinderbrew,Last,Hc,Int,33%,,,,219299
,Darkflame Cleft,2nd,Hc,Int,33%,,,,219305
,Darkflame Cleft,Last,Hc,,50%,,,,219307
,Priory,1st,Hc,All3,50%,,,,219308
,Rookery,2nd,Hc,All3,50%,,,,219295
,Rookery,Last,Hc,,33%,,,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",33%,,,,219317
,City of Threads,1st,both,,33%,,,,219318
,City of Threads,Last,both,Int,33%,,,,219321
,Dawnbreaker,2nd,both,"Agi,Int",50%,,,,219312
,Stonevault,Last,both,,50%,,,,219303
