,Dawnbreaker,1st,both,Int,50%,,,,221132
,,,,,,,,,
"Offhand (Evoker, m0)",2 available in m0,,m0,,16%,15%,,15%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Evoker,EvokerDev,EvokerPres,EvokerAug,ID
"DpsTrinket (Evoker, Hc)",5 available in Hc,,Hc,,26%,,0%,,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",33%,,0%,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",25%,,0%,,219304
,Rookery,1st,Hc,"Dps,Agi",33%,,0%,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",25%,,0%,,219319
,Stonevault,3rd,both,"Dps,",33%,,0%,,219301
,,,,,,,,,
,Necrotic Wake,3rd,m0,"Dps,Int",50%,,0%,,178772
,Siege of Boralus,3rd,m0,"Dps,Int",33%,,0%,,159622
"DpsTrinket (Evoker, m0)",4 available in m0,,m0,,25%,,0%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Evoker,EvokerDev,EvokerPres,EvokerAug,ID
"HealTrinket (Evoker, Hc)",4 available in Hc,,Hc,,23%,0%,,0%,
,Darkflame Cleft,3rd,Hc,"Heal,Int",25%,0%,,0%,219306
,Priory,Last,Hc,"Heal,Int",33%,0%,,0%,219310
,,,,,,,,,
,City of Threads,3rd,both,"Heal,Int",33%,0%,,0%,219320
,Stonevault,3rd,both,"Heal,Int",33%,0%,,0%,219302
,,,,,,,,,
,Grim Batol,2nd,m0,"Heal,",33%,0%,,0%,133304
,Necrotic Wake,Last,m0,"Heal,Int",33%,0%,,0%,178783
"HealTrinket (Evoker, m0)",4 available in m0,,m0,,24%,0%,,0%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Evoker,EvokerDev,EvokerPres,EvokerAug,ID
"AnyroleTrinket (Evoker, Hc)",12 available in Hc,,Hc,,66%,,,,
,Cinderbrew,Last,Hc,Int,33%,,,,219299
,Darkflame Cleft,2nd,Hc,Int,33%,,,,219305
,Darkflame Cleft,Last,Hc,,50%,,,,219307
,Priory,1st,Hc,All3,50%,,,,219308
,Rookery,2nd,Hc,All3,50%,,,,219295
,Rookery,Last,Hc,,33%,,,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,33%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",33%,,,,219317
,City of Threads,1st,both,,33%,,,,219318
,City of Threads,Last,both,Int,33%,,,,219321
,Dawnbreaker,2nd,both,"Agi,Int",25%,,,,219312
,Stonevault,Last,both,,100%,,,,219303
,,,,,,,,,
,Grim Batol,Last,m0,,20%,,,,133305
,Mists of Tirna,1st,m0,Int,25%,,,,178708
"AnyroleTrinket (Evoker, m0)",8 available in m0,,m0,,47%,,,,
