,Necrotic Wake,1st,m0,M>V,50%,,33%,,178734
,Siege of Boralus,2nd,m0,C>V,50%,,33%,,159434
"Waist (Dk, m0)",5 available in m0,,m0,,39%,36%,34%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"Legs (Dk, Hc)",3 available in Hc,,Hc,,42%,,24%,27%,
,Rookery,1st,Hc,H>V,100%,,50%,50%,221034
,,,,,,,,,
,City of Threads,2nd,both,M>H,100%,,50%,50%,221173
,Stonevault,Last,both,M>C,50%,,33%,,221092
,,,,,,,,,
,Mists of Tirna,Last,m0,M>H,100%,,50%,,178701
,Necrotic Wake,2nd,m0,C>M,100%,,,,178739
,Siege of Boralus,1st,m0,M>V,33%,,,,159427
"Legs (Dk, m0)",5 available in m0,,m0,,57%,,43%,52%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"Feet (Dk, Hc)",3 available in Hc,,Hc,,35%,27%,,,
,Cinderbrew,2nd,Hc,M>C,50%,,,,221061
,Priory,2nd,Hc,V>M,100%,50%,,,221123
,,,,,,,,,
,City of Threads,3rd,both,V>H,50%,,,,221178
,,,,,,,,,
,Siege of Boralus,3rd,m0,H>C,33%,,25%,25%,159428
"Feet (Dk, m0)",2 available in m0,,m0,,16%,,15%,15%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"Neck (Dk, Hc)",5 available in Hc,,Hc,,45%,38%,,,
,Cinderbrew,2nd,Hc,H>M,50%,,,,221060
,Darkflame Cleft,2nd,Hc,C>V,50%,,,,221103
,,,,,,,,,
,City of Threads,3rd,both,V>C,50%,,,,221181
,Dawnbreaker,Last,both,C>H,25%,,,,212448
,Stonevault,1st,both,M>H,100%,50%,,,221077
,,,,,,,,,
,Mists of Tirna,2nd,m0,M>C,33%,,,,178707
"Neck (Dk, m0)",4 available in m0,,m0,,36%,28%,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"Back (Dk, Hc)",5 available in Hc,,Hc,,43%,40%,,,
,Cinderbrew,1st,Hc,C>M,50%,33%,,,221054
,Darkflame Cleft,3rd,Hc,V>C,100%,,,,221109
,,,,,,,,,
,Ara-Kara,2nd,both,V>C,50%,33%,,,221154
,Dawnbreaker,Last,both,C>H,25%,,,,225574
,Stonevault,3rd,both,M>H,50%,,33%,33%,221088
,,,,,,,,,
,Grim Batol,3rd,m0,V>C,33%,,,,133292
,Grim Batol,3rd,m0,M>C,33%,,,,133363
,Grim Batol,Last,m0,V>C,20%,,16%,,133309
"Back (Dk, m0)",6 available in m0,,m0,,33%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"Ring (Dk, Hc)",7 available in Hc,,Hc,,51%,,39%,45%,
,Cinderbrew,Last,Hc,M>C,50%,,33%,,221198
,Darkflame Cleft,1st,Hc,H>V,100%,,33%,50%,221099
,Priory,Last,Hc,M>V,33%,,,,221200
,Rookery,Last,Hc,C>M,33%,,25%,,221197
,,,,,,,,,
,City of Threads,Last,both,V>H,33%,,,,221189
,Dawnbreaker,1st,both,C>H,33%,,,,221136
,Dawnbreaker,2nd,both,V>M,50%,,,,221141
,,,,,,,,,
,Grim Batol,1st,m0,M>C,50%,,,,133286
,Grim Batol,2nd,m0,V>C,50%,33%,,,133287
,Grim Batol,Last,m0,H>M,20%,,16%,,133299
,Necrotic Wake,1st,m0,H>V,50%,,33%,,178736
,Necrotic Wake,Last,m0,V>C,33%,,,,178781
,Siege of Boralus,1st,m0,M>C,33%,,,,162541
,Siege of Boralus,3rd,m0,C>H,33%,,25%,25%,159461
"Ring (Dk, m0)",10 available in m0,,m0,,54%,,52%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"Str1hWeapon (Dk, Hc)",4 available in Hc,,Hc,,23%,0%,,0%,
,Cinderbrew,Last,Hc,Str,33%,0%,,0%,221068
,Darkflame Cleft,1st,Hc,Str,33%,0%,,0%,221096
,Rookery,Last,Hc,Str,25%,0%,,0%,221046
,,,,,,,,,
,Stonevault,Last,both,Str,33%,0%,,0%,221091
,,,,,,,,,
,Grim Batol,Last,m0,Str,16%,0%,,0%,133301
,Mists of Tirna,Last,m0,Str,50%,0%,,0%,178711
,Necrotic Wake,1st,m0,Str,33%,0%,,0%,178730
,Siege of Boralus,2nd,m0,Str,33%,0%,,0%,159649
"Str1hWeapon (Dk, m0)",5 available in m0,,m0,,29%,0%,,0%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"Str2hWeapon (Dk, Hc)",5 available in Hc,,Hc,,32%,,29%,29%,
,Cinderbrew,3rd,Hc,Str,50%,,33%,33%,221063
,Darkflame Cleft,Last,Hc,Str,33%,,,,221111
,Priory,Last,Hc,Str,33%,,,,221127
,Rookery,2nd,Hc,Str,33%,,,,221038
,,,,,,,,,
,City of Threads,Last,both,Str,33%,,,,221184
,,,,,,,,,
,Grim Batol,Last,m0,Str,20%,,16%,,133298
,Mists of Tirna,1st,m0,Str,50%,,,,178713
,Necrotic Wake,Last,m0,Str,33%,,,,178780
,Siege of Boralus,1st,m0,Str,33%,,,,159972
,Siege of Boralus,3rd,m0,Str,33%,,25%,25%,159650
"Str2hWeapon (Dk, m0)",6 available in m0,,m0,,34%,,33%,33%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"DpsTrinket (Dk, Hc)",5 available in Hc,,Hc,,36%,0%,34%,,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",33%,0%,,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",50%,0%,33%,,219304
,Rookery,1st,Hc,"Dps,Agi",50%,0%,,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",50%,0%,,,219319
,Stonevault,3rd,both,"Dps,",33%,0%,,,219301
,,,,,,,,,
,Necrotic Wake,3rd,m0,"Dps,Int",33%,0%,,,178772
,Siege of Boralus,3rd,m0,"Dps,Int",25%,0%,,,159622
"DpsTrinket (Dk, m0)",4 available in m0,,m0,,25%,0%,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"TankTrinket (Dk, Hc)",4 available in Hc,,Hc,,29%,,0%,0%,
,Cinderbrew,1st,Hc,"Tank,",33%,,0%,0%,219297
,Priory,2nd,Hc,"Tank,",50%,,0%,0%,219309
,,,,,,,,,
,Ara-Kara,2nd,both,"Tank,Agi,Str",33%,,0%,0%,219316
,Stonevault,1st,both,"Tank,Agi,Str",50%,,0%,0%,219315
,,,,,,,,,
,Grim Batol,2nd,m0,"Tank,",33%,,0%,0%,133291
"TankTrinket (Dk, m0)",3 available in m0,,m0,,21%,,0%,0%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,ID
"AnyroleTrinket (Dk, Hc)",10 available in Hc,,Hc,,57%,,55%,,
,Darkflame Cleft,Last,Hc,,33%,,,,219307
,Priory,1st,Hc,All3,50%,,,,219308
,Rookery,2nd,Hc,All3,33%,,,,219295
,Rookery,Last,Hc,,33%,,25%,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,City of Threads,1st,both,,50%,,,,219318
,Dawnbreaker,1st,both,Str,33%,,,,219311
,Dawnbreaker,Last,both,Str,25%,,,,212453
,Stonevault,2nd,both,Str,50%,,,,219300
,Stonevault,Last,both,,50%,,33%,,219303
,,,,,,,,,
,Grim Batol,Last,m0,,20%,,16%,,133305
,Grim Batol,Last,m0,Str,20%,,16%,,133300
,Necrotic Wake,3rd,m0,Str,50%,,33%,33%,178751
"AnyroleTrinket (Dk, m0)",9 available in m0,,m0,,52%,,47%,50%,
