,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"Legs (Mage, Hc)",3 available in Hc,,Hc,,21%,,,,
,Rookery,Last,Hc,H>C,33%,,,,221050
,,,,,,,,,
,Ara-Kara,Last,both,H>C,33%,,,,221164
,Stonevault,1st,both,M>C,50%,,,,221076
,,,,,,,,,
,Grim Batol,2nd,m0,H>M,50%,,,,133308
,Siege of Boralus,2nd,m0,V>H,50%,,,,159250
"Legs (Mage, m0)",4 available in m0,,m0,,32%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"Feet (Mage, Hc)",2 available in Hc,,Hc,,28%,,,,
,Rookery,2nd,Hc,C>H,50%,,,,221043
,,,,,,,,,
,Stonevault,2nd,both,H>V,100%,,,,221082
,,,,,,,,,
,Siege of Boralus,1st,m0,V>C,33%,,,,159251
"Feet (Mage, m0)",2 available in m0,,m0,,25%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"Neck (Mage, Hc)",5 available in Hc,,Hc,,34%,,,,
,Cinderbrew,2nd,Hc,H>M,33%,,,,221060
,Darkflame Cleft,2nd,Hc,C>V,33%,,,,221103
,,,,,,,,,
,City of Threads,3rd,both,V>C,50%,,,,221181
,Dawnbreaker,Last,both,C>H,33%,,,,212448
,Stonevault,1st,both,M>H,50%,,,,221077
,,,,,,,,,
,Mists of Tirna,2nd,m0,M>C,50%,,,,178707
"Neck (Mage, m0)",4 available in m0,,m0,,32%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"Back (Mage, Hc)",5 available in Hc,,Hc,,43%,,,,
,Cinderbrew,1st,Hc,C>M,100%,,,,221054
,Darkflame Cleft,3rd,Hc,V>C,50%,,,,221109
,,,,,,,,,
,Ara-Kara,2nd,both,V>C,50%,,,,221154
,Dawnbreaker,Last,both,C>H,33%,,,,225574
,Stonevault,3rd,both,M>H,25%,,,,221088
,,,,,,,,,
,Grim Batol,3rd,m0,V>C,33%,,,,133292
,Grim Batol,3rd,m0,M>C,33%,,,,133363
,Grim Batol,Last,m0,V>C,20%,,,,133309
"Back (Mage, m0)",6 available in m0,,m0,,33%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"Ring (Mage, Hc)",7 available in Hc,,Hc,,42%,,,,
,Cinderbrew,Last,Hc,M>C,33%,,,,221198
,Darkflame Cleft,1st,Hc,H>V,33%,,,,221099
,Priory,Last,Hc,M>V,50%,,,,221200
,Rookery,Last,Hc,C>M,33%,,,,221197
,,,,,,,,,
,City of Threads,Last,both,V>H,33%,,,,221189
,Dawnbreaker,1st,both,C>H,33%,,,,221136
,Dawnbreaker,2nd,both,V>M,50%,,,,221141
,,,,,,,,,
,Grim Batol,1st,m0,M>C,50%,,,,133286
,Grim Batol,2nd,m0,V>C,50%,,,,133287
,Grim Batol,Last,m0,H>M,20%,,,,133299
,Necrotic Wake,1st,m0,H>V,50%,,,,178736
,Necrotic Wake,Last,m0,V>C,50%,,,,178781
,Siege of Boralus,1st,m0,M>C,33%,,,,162541
,Siege of Boralus,3rd,m0,C>H,50%,,,,159461
"Ring (Mage, m0)",10 available in m0,,m0,,58%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"Int1hWeapon (Mage, Hc)",4 available in Hc,,Hc,,25%,,,,
,Cinderbrew,3rd,Hc,Int,33%,,,,221062
,,,,,,,,,
,Ara-Kara,1st,both,Int,50%,,,,221150
,Ara-Kara,Last,both,Int,33%,,,,221165
,City of Threads,2nd,both,Int,25%,,,,221171
,,,,,,,,,
,Grim Batol,1st,m0,Int,50%,,,,133283
,Necrotic Wake,2nd,m0,Int,50%,,,,178737
"Int1hWeapon (Mage, m0)",5 available in m0,,m0,,35%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"Int2hWeapon (Mage, Hc)",3 available in Hc,,Hc,,17%,,,,
,Rookery,1st,Hc,Int,33%,,,,221032
,,,,,,,,,
,City of Threads,1st,both,Int,33%,,,,221166
,Stonevault,3rd,both,Int,25%,,,,221085
,,,,,,,,,
,Grim Batol,Last,m0,Int,20%,,,,133303
,Mists of Tirna,Last,m0,Int,50%,,,,178714
"Int2hWeapon (Mage, m0)",4 available in m0,,m0,,23%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"Offhand (Mage, Hc)",4 available in Hc,,Hc,,23%,,,,
,Cinderbrew,2nd,Hc,Int,33%,,,,221056
,Darkflame Cleft,1st,Hc,Int,33%,,,,221097
,,,,,,,,,
,City of Threads,2nd,both,Int,25%,,,,221172
,Dawnbreaker,1st,both,Int,33%,,,,221132
,,,,,,,,,
"Offhand (Mage, m0)",2 available in m0,,m0,,11%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"DpsTrinket (Mage, Hc)",5 available in Hc,,Hc,,26%,,,,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",33%,,,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",33%,,,,219304
,Rookery,1st,Hc,"Dps,Agi",33%,,,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",25%,,,,219319
,Stonevault,3rd,both,"Dps,",25%,,,,219301
,,,,,,,,,
,Necrotic Wake,3rd,m0,"Dps,Int",50%,,,,178772
,Siege of Boralus,3rd,m0,"Dps,Int",50%,,,,159622
"DpsTrinket (Mage, m0)",4 available in m0,,m0,,27%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Mage,MageArcane,MageFire,MageFrost,ID
"AnyroleTrinket (Mage, Hc)",12 available in Hc,,Hc,,65%,,,,
,Cinderbrew,Last,Hc,Int,33%,,,,219299
,Darkflame Cleft,2nd,Hc,Int,33%,,,,219305
,Darkflame Cleft,Last,Hc,,50%,,,,219307
,Priory,1st,Hc,All3,50%,,,,219308
,Rookery,2nd,Hc,All3,50%,,,,219295
,Rookery,Last,Hc,,33%,,,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",33%,,,,219317
,City of Threads,1st,both,,33%,,,,219318
,City of Threads,Last,both,Int,33%,,,,219321
,Dawnbreaker,2nd,both,"Agi,Int",50%,,,,219312
,Stonevault,Last,both,,50%,,,,219303
,,,,,,,,,
,Grim Batol,Last,m0,,20%,,,,133305
,Mists of Tirna,1st,m0,Int,33%,,,,178708
"AnyroleTrinket (Mage, m0)",8 available in m0,,m0,,47%,,,,
