Type,Dungeon,Boss,Week,stats,Rogue,RogueSin,RogueOutlaw,RogueSub,ID
"Feet (Rogue, Hc)",3 available in Hc,,Hc,,27%,,,,
,Cinderbrew,Last,Hc,M>H,50%,,,,221071
,Priory,1st,Hc,H>M,50%,,,,221120
,,,,,,,,,
,City of Threads,1st,both,M>C,50%,,,,221169
,,,,,,,,,
,Necrotic Wake,1st,m0,V>C,50%,,,,178731
,Siege of Boralus,2nd,m0,V>C,33%,,,,159320
"Feet (Rogue, m0)",3 available in m0,,m0,,24%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Rogue,RogueSin,RogueOutlaw,RogueSub,ID
"Neck (Rogue, Hc)",5 available in Hc,,Hc,,46%,,45%,,
,Cinderbrew,2nd,Hc,H>M,50%,,,,221060
,Darkflame Cleft,2nd,Hc,C>V,50%,,,,221103
,,,,,,,,,
,City of Threads,3rd,both,V>C,50%,,,,221181
,Dawnbreaker,Last,both,C>H,33%,,25%,,212448
,Stonevault,1st,both,M>H,100%,,,,221077
,,,,,,,,,
,Mists of Tirna,2nd,m0,M>C,33%,25%,,25%,178707
"Neck (Rogue, m0)",4 available in m0,,m0,,36%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Rogue,RogueSin,RogueOutlaw,RogueSub,ID
"Back (Rogue, Hc)",5 available in Hc,,Hc,,39%,,35%,,
,Cinderbrew,1st,Hc,C>M,50%,,33%,,221054
,Darkflame Cleft,3rd,Hc,V>C,50%,,,,221109
,,,,,,,,,
,Ara-Kara,2nd,both,V>C,50%,,,,221154
,Dawnbreaker,Last,both,C>H,33%,,25%,,225574
,Stonevault,3rd,both,M>H,50%,,,,221088
,,,,,,,,,
,Grim Batol,3rd,m0,V>C,33%,25%,,25%,133292
,Grim Batol,3rd,m0,M>C,33%,25%,,25%,133363
,Grim Batol,Last,m0,V>C,25%,,,,133309
"Back (Rogue, m0)",6 available in m0,,m0,,36%,35%,,35%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Rogue,RogueSin,RogueOutlaw,RogueSub,ID
"Ring (Rogue, Hc)",7 available in Hc,,Hc,,47%,45%,,45%,
,Cinderbrew,Last,Hc,M>C,50%,,,,221198
,Darkflame Cleft,1st,Hc,H>V,50%,,,,221099
,Priory,Last,Hc,M>V,50%,,33%,,221200
,Rookery,Last,Hc,C>M,33%,25%,,25%,221197
,,,,,,,,,
,City of Threads,Last,both,V>H,50%,33%,,33%,221189
,Dawnbreaker,1st,both,C>H,50%,,,,221136
,Dawnbreaker,2nd,both,V>M,33%,25%,,25%,221141
,,,,,,,,,
,Grim Batol,1st,m0,M>C,33%,,,,133286
,Grim Batol,2nd,m0,V>C,50%,,,,133287
,Grim Batol,Last,m0,H>M,25%,,,,133299
,Necrotic Wake,1st,m0,H>V,50%,,,,178736
,Necrotic Wake,Last,m0,V>C,50%,,,,178781
,Siege of Boralus,1st,m0,M>C,50%,,33%,,162541
,Siege of Boralus,3rd,m0,C>H,33%,,,,159461
"Ring (Rogue, m0)",10 available in m0,,m0,,57%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Rogue,RogueSin,RogueOutlaw,RogueSub,ID
"Agi1hWeapon (Rogue, Hc)",5 available in Hc,,Hc,,28%,21%,,21%,
,Cinderbrew,1st,Hc,Agi,33%,0%,,0%,221051
,Darkflame Cleft,Last,Hc,Agi,33%,,0%,,221110
,Priory,Last,Hc,Agi,33%,0%,,0%,221128
,Rookery,1st,Hc,Agi,33%,0%,,0%,221033
,Rookery,Last,Hc,Agi,25%,,0%,,221044
,,,,,,,,,
,City of Threads,Last,both,Agi,33%,,0%,,221183
,Dawnbreaker,2nd,both,Agi,25%,,0%,,221138
,Dawnbreaker,Last,both,Agi,25%,0%,,0%,212398
,Stonevault,Last,both,Agi,33%,0%,,0%,221090
,,,,,,,,,
,Grim Batol,3rd,m0,Agi,25%,,0%,,133296
,Mists of Tirna,2nd,m0,Agi,25%,,0%,,178710
,Necrotic Wake,3rd,m0,Agi,33%,,0%,,178743
,Siege of Boralus,1st,m0,Agi,33%,0%,,0%,159973
"Agi1hWeapon (Rogue, m0)",5 available in m0,,m0,,25%,,17%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Rogue,RogueSin,RogueOutlaw,RogueSub,ID
"DpsTrinket (Rogue, Hc)",5 available in Hc,,Hc,,41%,,39%,,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",50%,,,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",50%,,,,219304
,Rookery,1st,Hc,"Dps,Agi",50%,,33%,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",50%,,,,219319
,Stonevault,3rd,both,"Dps,",50%,,,,219301
,,,,,,,,,
,Necrotic Wake,3rd,m0,"Dps,Int",50%,33%,,33%,178772
,Siege of Boralus,3rd,m0,"Dps,Int",33%,,,,159622
"DpsTrinket (Rogue, m0)",4 available in m0,,m0,,32%,29%,,29%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Rogue,RogueSin,RogueOutlaw,RogueSub,ID
"AnyroleTrinket (Rogue, Hc)",9 available in Hc,,Hc,,57%,55%,,55%,
,Darkflame Cleft,Last,Hc,,50%,33%,,33%,219307
,Priory,1st,Hc,All3,50%,,,,219308
,Rookery,2nd,Hc,All3,50%,,,,219295
,Rookery,Last,Hc,,33%,25%,,25%,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",50%,,,,219317
,City of Threads,1st,both,,50%,,,,219318
,Dawnbreaker,2nd,both,"Agi,Int",33%,25%,,25%,219312
,Stonevault,Last,both,,50%,,33%,,219303
,,,,,,,,,
,Grim Batol,1st,m0,Agi,33%,,,,133282
,Grim Batol,Last,m0,,25%,,,,133305
,Mists of Tirna,2nd,m0,Agi,33%,25%,,25%,178715
,Necrotic Wake,2nd,m0,Agi,50%,,,,178742
,Siege of Boralus,2nd,m0,Agi,33%,,,,159623
"AnyroleTrinket (Rogue, m0)",10 available in m0,,m0,,56%,,,,
