,Mists of Tirna,Last,m0,"Str,Int",33%,,0%,,178712
,Necrotic Wake,3rd,m0,"Str,Int",50%,33%,0%,,178750
"Shield (Shaman, m0)",4 available in m0,,m0,,25%,24%,0%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Shaman,ShamanEle,ShamanEnh,ShamanResto,ID
"DpsTrinket (Shaman, Hc)",5 available in Hc,,Hc,,36%,26%,,0%,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",50%,33%,,0%,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",33%,25%,,0%,219304
,Rookery,1st,Hc,"Dps,Agi",33%,,,0%,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",50%,25%,,0%,219319
,Stonevault,3rd,both,"Dps,",50%,33%,,0%,219301
,,,,,,,,,
,Necrotic Wake,3rd,m0,"Dps,Int",50%,33%,,0%,178772
,Siege of Boralus,3rd,m0,"Dps,Int",33%,,,0%,159622
"DpsTrinket (Shaman, m0)",4 available in m0,,m0,,32%,23%,,0%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Shaman,ShamanEle,ShamanEnh,ShamanResto,ID
"HealTrinket (Shaman, Hc)",4 available in Hc,,Hc,,21%,0%,0%,,
,Darkflame Cleft,3rd,Hc,"Heal,Int",25%,0%,0%,,219306
,Priory,Last,Hc,"Heal,Int",33%,0%,0%,,219310
,,,,,,,,,
,City of Threads,3rd,both,"Heal,Int",25%,0%,0%,,219320
,Stonevault,3rd,both,"Heal,Int",33%,0%,0%,,219302
,,,,,,,,,
,Grim Batol,2nd,m0,"Heal,",33%,0%,0%,,133304
,Necrotic Wake,Last,m0,"Heal,Int",33%,0%,0%,,178783
"HealTrinket (Shaman, m0)",4 available in m0,,m0,,23%,0%,0%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Shaman,ShamanEle,ShamanEnh,ShamanResto,ID
"AnyroleTrinket (Shaman, Hc)",12 available in Hc,,Hc,,64%,,58%,,
,Cinderbrew,Last,Hc,Int,33%,,0%,,219299
,Darkflame Cleft,2nd,Hc,Int,33%,,0%,,219305
,Darkflame Cleft,Last,Hc,,50%,,,,219307
,Priory,1st,Hc,All3,50%,33%,,33%,219308
,Rookery,2nd,Hc,All3,50%,33%,,33%,219295
,Rookery,Last,Hc,,33%,,,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",50%,33%,,33%,219317
,City of Threads,1st,both,,50%,33%,,33%,219318
,City of Threads,Last,both,Int,33%,,0%,,219321
,Dawnbreaker,2nd,both,"Agi,Int",25%,,,,219312
,Stonevault,Last,both,,100%,,50%,,219303
,,,,,,,,,
,Grim Batol,1st,m0,Agi,33%,0%,,0%,133282
,Grim Batol,Last,m0,,25%,20%,,20%,133305
,Mists of Tirna,1st,m0,Int,25%,,0%,,178708
,Mists of Tirna,2nd,m0,Agi,33%,0%,,0%,178715
,Necrotic Wake,2nd,m0,Agi,50%,0%,,0%,178742
,Siege of Boralus,2nd,m0,Agi,33%,0%,,0%,159623
"AnyroleTrinket (Shaman, m0)",10 available in m0,,m0,,57%,49%,,49%,
