Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"Legs (Hunter, Hc)",3 available in Hc,,Hc,,27%,,,,
,Cinderbrew,3rd,Hc,C>H,50%,,,,221065
,Priory,Last,Hc,C>V,50%,,,,221129
,,,,,,,,,
,City of Threads,Last,both,H>V,50%,,,,221186
,,,,,,,,,
,Necrotic Wake,Last,m0,V>H,50%,,,,178778
,Siege of Boralus,1st,m0,V>M,50%,,,,159969
"Legs (Hunter, m0)",3 available in m0,,m0,,27%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"Feet (Hunter, Hc)",5 available in Hc,,Hc,,35%,,,,
,Darkflame Cleft,3rd,Hc,M>H,50%,,,,221106
,Rookery,1st,Hc,H>M,50%,,,,221035
,,,,,,,,,
,Ara-Kara,1st,both,H>M,50%,,,,221152
,Dawnbreaker,2nd,both,V>H,25%,,,20%,221202
,Dawnbreaker,Last,both,C>H,33%,,,,225586
,,,,,,,,,
,Grim Batol,2nd,m0,M>H,50%,,,,133290
,Grim Batol,3rd,m0,H>C,33%,,,,133293
,Necrotic Wake,3rd,m0,V>C,50%,,,,178745
,Siege of Boralus,2nd,m0,M>H,33%,,,,159379
"Feet (Hunter, m0)",7 available in m0,,m0,,44%,,,43%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"Neck (Hunter, Hc)",5 available in Hc,,Hc,,36%,,,34%,
,Cinderbrew,2nd,Hc,H>M,50%,,,33%,221060
,Darkflame Cleft,2nd,Hc,C>V,50%,,,,221103
,,,,,,,,,
,City of Threads,3rd,both,V>C,50%,,,,221181
,Dawnbreaker,Last,both,C>H,33%,,,,212448
,Stonevault,1st,both,M>H,33%,,,,221077
,,,,,,,,,
,Mists of Tirna,2nd,m0,M>C,33%,,,,178707
"Neck (Hunter, m0)",4 available in m0,,m0,,27%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"Back (Hunter, Hc)",5 available in Hc,,Hc,,46%,,,,
,Cinderbrew,1st,Hc,C>M,100%,,,,221054
,Darkflame Cleft,3rd,Hc,V>C,50%,,,,221109
,,,,,,,,,
,Ara-Kara,2nd,both,V>C,50%,,,,221154
,Dawnbreaker,Last,both,C>H,33%,,,,225574
,Stonevault,3rd,both,M>H,50%,,,,221088
,,,,,,,,,
,Grim Batol,3rd,m0,V>C,33%,,,,133292
,Grim Batol,3rd,m0,M>C,33%,,,,133363
,Grim Batol,Last,m0,V>C,25%,,,,133309
"Back (Hunter, m0)",6 available in m0,,m0,,37%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"Ring (Hunter, Hc)",7 available in Hc,,Hc,,52%,,,51%,
,Cinderbrew,Last,Hc,M>C,50%,,,,221198
,Darkflame Cleft,1st,Hc,H>V,33%,,,,221099
,Priory,Last,Hc,M>V,50%,,,,221200
,Rookery,Last,Hc,C>M,33%,,,,221197
,,,,,,,,,
,City of Threads,Last,both,V>H,50%,,,,221189
,Dawnbreaker,1st,both,C>H,100%,,,,221136
,Dawnbreaker,2nd,both,V>M,25%,,,20%,221141
,,,,,,,,,
,Grim Batol,1st,m0,M>C,33%,,,,133286
,Grim Batol,2nd,m0,V>C,50%,,,,133287
,Grim Batol,Last,m0,H>M,25%,,,,133299
,Necrotic Wake,1st,m0,H>V,50%,33%,33%,,178736
,Necrotic Wake,Last,m0,V>C,50%,,,,178781
,Siege of Boralus,1st,m0,M>C,50%,,,,162541
,Siege of Boralus,3rd,m0,C>H,33%,,,,159461
"Ring (Hunter, m0)",10 available in m0,,m0,,62%,61%,61%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"Agi2hWeapon (Hunter, Hc)",5 available in Hc,,Hc,,27%,0%,0%,,
,Cinderbrew,2nd,Hc,Agi,33%,0%,0%,,221057
,Priory,1st,Hc,Agi,33%,0%,0%,,221116
,,,,,,,,,
,Ara-Kara,Last,both,Agi,33%,0%,0%,,221159
,Dawnbreaker,2nd,both,Agi,20%,0%,0%,,221137
,Stonevault,1st,both,Agi,33%,0%,0%,,221078
,,,,,,,,,
"Agi2hWeapon (Hunter, m0)",3 available in m0,,m0,,16%,0%,0%,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"Ranged (Hunter, Hc)",3 available in Hc,,Hc,,21%,,,0%,
,Rookery,2nd,Hc,Agi,33%,,,0%,221039
,,,,,,,,,
,Stonevault,1st,both,Agi,33%,,,0%,221074
,Stonevault,Last,both,Agi,50%,,,0%,221089
,,,,,,,,,
,Necrotic Wake,1st,m0,Agi,33%,,,0%,178735
"Ranged (Hunter, m0)",3 available in m0,,m0,,21%,,,0%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"DpsTrinket (Hunter, Hc)",5 available in Hc,,Hc,,39%,,,,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",50%,,,,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",33%,,,,219304
,Rookery,1st,Hc,"Dps,Agi",50%,,,,219294
,,,,,,,,,
,City of Threads,2nd,both,"Dps,Agi",50%,,,,219319
,Stonevault,3rd,both,"Dps,",50%,,,,219301
,,,,,,,,,
,Necrotic Wake,3rd,m0,"Dps,Int",50%,,,,178772
,Siege of Boralus,3rd,m0,"Dps,Int",33%,,,,159622
"DpsTrinket (Hunter, m0)",4 available in m0,,m0,,32%,,,,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Hunter,HunterBm,HunterMm,HunterSv,ID
"AnyroleTrinket (Hunter, Hc)",9 available in Hc,,Hc,,59%,56%,56%,,
,Darkflame Cleft,Last,Hc,,50%,,,,219307
,Priory,1st,Hc,All3,50%,,,33%,219308
,Rookery,2nd,Hc,All3,50%,33%,33%,,219295
,Rookery,Last,Hc,,33%,,,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,50%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",50%,,,33%,219317
,City of Threads,1st,both,,50%,,,,219318
,Dawnbreaker,2nd,both,"Agi,Int",25%,,,20%,219312
,Stonevault,Last,both,,100%,50%,50%,,219303
,,,,,,,,,
,Grim Batol,1st,m0,Agi,33%,,,,133282
,Grim Batol,Last,m0,,25%,,,,133305
,Mists of Tirna,2nd,m0,Agi,33%,,,,178715
,Necrotic Wake,2nd,m0,Agi,50%,,,,178742
,Siege of Boralus,2nd,m0,Agi,33%,,,,159623
"AnyroleTrinket (Hunter, m0)",10 available in m0,,m0,,60%,57%,57%,,
