,,,,,,,,,
,City of Threads,3rd,both,"Heal,Int",33%,,,0%,219320
,Stonevault,3rd,both,"Heal,Int",25%,,,0%,219302
,,,,,,,,,
,Grim Batol,2nd,m0,"Heal,",33%,,,0%,133304
,Necrotic Wake,Last,m0,"Heal,Int",33%,,,0%,178783
"HealTrinket (Priest, m0)",4 available in m0,,m0,,23%,,,0%,
,,,,,,,,,
,,,,,,,,,
Type,Dungeon,Boss,Week,stats,Priest,PriestDisc,PriestHoly,PriestShadow,ID
"AnyroleTrinket (Priest, Hc)",12 available in Hc,,Hc,,69%,,,,
,Cinderbrew,Last,Hc,Int,33%,,,,219299
,Darkflame Cleft,2nd,Hc,Int,33%,,,,219305
,Darkflame Cleft,Last,Hc,,50%,,,,219307
,Priory,1st,Hc,All3,50%,,,,219308
,Rookery,2nd,Hc,All3,50%,,,,219295
,Rookery,Last,Hc,,33%,,,,219296
,,,,,,,,,
,Ara-Kara,1st,both,,100%,,,,219314
,Ara-Kara,Last,both,"Agi,Int",33%,,,,219317
,City of Threads,1st,both,,33%,,,,219318
,City of Threads,Last,both,Int,33%,,,,219321
,Dawnbreaker,2nd,both,"Agi,Int",50%,,,,219312
,Stonevault,Last,both,,50%,,,,219303
,,,,,,,,,
,Grim Batol,Last,m0,,20%,,,,133305
,Mists of Tirna,1st,m0,Int,25%,,,,178708
"AnyroleTrinket (Priest, m0)",8 available in m0,,m0,,52%,,,,
